bib_id,cite_key,section,pdf_page_start,pdf_page_end,abbreviation,authors_raw,year,title,publication_or_container,urls,doi,pages,type_guess,parse_confidence,raw_reference
B0073,battisti-1931,print,438,438,,"Battisti, Carlo",1931,Recensioni e repertorio bibliografico,"B. Sez. II – Lingua, Epigrafica. Rivista linguistica etrusca 1929. IV: Rapporti etrusco-latini. Studi Etruschi 5: 647-662.",,,647-662,journal_article,medium,"Battisti, Carlo. 1931. Recensioni e repertorio bibliografico. B. Sez. II – Lingua, Epigrafica. Rivista linguistica etrusca 1929. IV: Rapporti etrusco-latini. Studi Etruschi 5: 647-662."
B0074,battisti-1943,print,438,438,,"Battisti, Carlo",1943,"Voci mediterranee contestate (carra, sala, bova, napa, marra, toba, mala, pala, cala e derivati)",Studi Etruschi 17: 243-85.,,,243-85,journal_article,medium,"Battisti, Carlo. 1943. Voci mediterranee contestate (carra, sala, bova, napa, marra, toba, mala, pala, cala e derivati). Studi Etruschi 17: 243-85."
B0075,battisti-1959,print,438,438,,"Battisti, Carlo",1959,Sostrati e parastrati nell'Italia preistorica,Florence: F. Le Monier.,,,,book_or_monograph,medium,"Battisti, Carlo. 1959. Sostrati e parastrati nell'Italia preistorica. Florence: F. Le Monier."
B0076,battisti-1960,print,438,438,,"Battisti, Carlo",1960,Il sostrato mediterraneo nella fitonimia greco-latina,Studi Etruschi 28: 349-84.,,,349-84,journal_article,medium,"Battisti, Carlo. 1960. Il sostrato mediterraneo nella fitonimia greco-latina. Studi Etruschi 28: 349-84."
B0077,battisti-1950-1957,print,438,438,,"Battisti, Carlo and Giovanni Alessio",1950-1957,Dizionario etimologico italiano,Florence: G. Barbèra.,,,,book_or_monograph,medium,"Battisti, Carlo and Giovanni Alessio. 1950-1957. Dizionario etimologico italiano. Florence: G. Barbèra."
B0078,beeler-1949,print,438,438,,"Beeler, Madison S",1949,The Venetic Language,Berkeley/Los Angeles: University of California Press.,,,,book_or_monograph,medium,"Beeler, Madison S. 1949. The Venetic Language. Berkeley/Los Angeles: University of California Press."
B0079,beeler-1952,print,438,438,,"Beeler, Madison S",1952,The Relation of Latin and Osco-Umbrian,Language 28(4): 435-43.,,,435-43,journal_article,medium,"Beeler, Madison S. 1952. The Relation of Latin and Osco-Umbrian. Language 28(4): 435-43."
B0080,bedrossian-1875-9,print,438,438,,"Bedrossian, Matthias",1875-9,New Dictionary Armenian-English,"Venice: S. Lazarus Armenian Academy. van Beek, Lucien. 2022. The Reflexes of Syllabic Liquids in Ancient Greek. Leiden: Brill.",,,,book_or_monograph,medium,"Bedrossian, Matthias. 1875-9. New Dictionary Armenian-English. Venice: S. Lazarus Armenian Academy. van Beek, Lucien. 2022. The Reflexes of Syllabic Liquids in Ancient Greek. Leiden: Brill."
B0081,beekes-1969,print,438,438,,"Beekes, Robert S.P",1969,The Development of the Proto-Indo-European Laryngeals in Greek,Berlin/Boston: De Gruyter Mouton.,,,,book_or_monograph,medium,"Beekes, Robert S.P. 1969. The Development of the Proto-Indo-European Laryngeals in Greek. Berlin/Boston: De Gruyter Mouton."
B0082,beekes-1971,print,438,438,,"Beekes, Robert S.P",1971,A European Substratum Word,Orbis 20: 132-137.,,,132-137,journal_article,medium,"Beekes, Robert S.P. 1971. A European Substratum Word. Orbis 20: 132-137."
B0083,beekes-1975,print,438,438,,"Beekes, Robert S.P",1975,E.J,"Furnée, Die wichtigsten konsonantischen Erscheinungen des Vorgriechischen (Review). Lingua 36: 69-82.",,,69-82,journal_article,medium,"Beekes, Robert S.P. 1975. E.J. Furnée, Die wichtigsten konsonantischen Erscheinungen des Vorgriechischen (Review). Lingua 36: 69-82."
B0084,beekes-1988,print,438,438,,"Beekes, Robert S.P",1988,Laryngeal Developments: A Survey,"In Bammesberger, A. (ed.). Die Laryngaltheorie und die Rekonstruktion des indogermanischen Laut- und Formensystems, pp. 59-105. Heidelberg: C. Winter.",,,,chapter_or_edited_volume,medium,"Beekes, Robert S.P. 1988. Laryngeal Developments: A Survey. In Bammesberger, A. (ed.). Die Laryngaltheorie und die Rekonstruktion des indogermanischen Laut- und Formensystems, pp. 59-105. Heidelberg: C. Winter."
B0085,beekes-1992,print,438,438,,"Beekes, Robert S.P",1992,Widow,KZ 105(2): 171-88.,,,171-88,journal_article,medium,"Beekes, Robert S.P. 1992. Widow. KZ 105(2): 171-88."
B0086,beekes-1996,print,438,438,,"Beekes, Robert S.P",1996,Ancient European Loanwords,KZ 109: 215-236.,,,215-236,journal_article,medium,"Beekes, Robert S.P. 1996. Ancient European Loanwords. KZ 109: 215-236."
B0087,beekes-1998,print,438,438,,"Beekes, Robert S.P",1998,The Origin of Lat,"aqua, and of *teutā ‘People’. Journal of Indo-European Studies 26(3/4): 459-466.",,,459-466,other,medium,"Beekes, Robert S.P. 1998. The Origin of Lat. aqua, and of *teutā ‘People’. Journal of Indo-European Studies 26(3/4): 459-466."
B0088,beekes-1999,print,438,438,,"Beekes, Robert S.P",1999,The Greek Word for ‘Lead’,Münchener Studien zur Sprachwissenschaft 59: 7-14.,,,7-14,journal_article,medium,"Beekes, Robert S.P. 1999. The Greek Word for ‘Lead’. Münchener Studien zur Sprachwissenschaft 59: 7-14."
B0089,beekes-2000,print,439,439,,"Beekes, Robert S.P",2000,European Substratum Words in Greek,"In Ofitsch, Michael and Christian Zinko (eds.). 125 Jahre Indogermanistik in Graz, pp. 21-31. Graz: Leykam.",,,,chapter_or_edited_volume,medium,"Beekes, Robert S.P. 2000. European Substratum Words in Greek. In Ofitsch, Michael and Christian Zinko (eds.). 125 Jahre Indogermanistik in Graz, pp. 21-31. Graz: Leykam."
B0090,beekes-2003,print,439,439,,"Beekes, Robert S.P",2003,The Origin of the Etruscans,Amsterdam: Koninklijke Nederlandse Academie van Wetenschappen.,,,,book_or_monograph,medium,"Beekes, Robert S.P. 2003. The Origin of the Etruscans. Amsterdam: Koninklijke Nederlandse Academie van Wetenschappen."
B0091,beekes-2009,print,439,439,,"Beekes, Robert S.P",2009,Pre-Greek Names,Journal of Indo-European Studies 37(1/2): 191-7.,,,191-7,other,medium,"Beekes, Robert S.P. 2009. Pre-Greek Names. Journal of Indo-European Studies 37(1/2): 191-7."
B0092,beekes-2011,print,439,439,,"Beekes, Robert S.P",2011,Comparative Indo-European Linguistics: An Introduction,Second edition. Amsterdam: John Benjamins.,,,,book_or_monograph,medium,"Beekes, Robert S.P. 2011. Comparative Indo-European Linguistics: An Introduction. Second edition. Amsterdam: John Benjamins."
B0093,beekes-2014,print,439,439,,"Beekes, Robert S.P",2014,"Pre-Greek: Phonology, Morphology, Lexicon",Leiden: Brill.,,,,book_or_monograph,medium,"Beekes, Robert S.P. 2014. Pre-Greek: Phonology, Morphology, Lexicon. Leiden: Brill."
B0094,belardi-1950,print,439,439,,"Belardi, Walter",1950,Linguistica etimologie greche,DOXA 3: 191-224.,,,191-224,journal_article,medium,"Belardi, Walter. 1950. Linguistica etimologie greche. DOXA 3: 191-224."
B0095,bellwood-2005,print,439,439,,"Bellwood, Peter",2005,First Farmers: The Origins of Agricultural Societies,"Malden, MA: Blackwell.",,,,book_or_monograph,medium,"Bellwood, Peter. 2005. First Farmers: The Origins of Agricultural Societies. Malden, MA: Blackwell."
B0096,bellwood-2002,print,439,439,,"Bellwood, Peter and Colin Renfrew (eds.)",2002,Examining the farming/language dispersal hypothesis,Cambridge: McDonald Institute for Archaeological Research.,,,,book_or_monograph,medium,"Bellwood, Peter and Colin Renfrew (eds.). 2002. Examining the farming/language dispersal hypothesis. Cambridge: McDonald Institute for Archaeological Research."
B0097,bengtson-2021,print,439,439,,"Bengtson, John D. and Corinna Leschber",2021,Notes on Some Pre-Greek Words in Relation to Euskaro-Caucasian (North Caucasian + Basque),Journal of Language Relationship 19(2): 71-98.,,,71-98,journal_article,medium,"Bengtson, John D. and Corinna Leschber. 2021. Notes on Some Pre-Greek Words in Relation to Euskaro-Caucasian (North Caucasian + Basque). Journal of Language Relationship 19(2): 71-98."
B0098,benveniste-1954,print,439,439,,"Benveniste, Émile",1954,Études hittites et indo-européennes,Bulletin de la Société de Linguistique de Paris 50(1): 29-43.,,,29-43,journal_article,medium,"Benveniste, Émile. 1954. Études hittites et indo-européennes. Bulletin de la Société de Linguistique de Paris 50(1): 29-43."
B0099,berger-1956,print,439,439,,"Berger, Hermann",1956,Mittelmeerische Kulturpflanzen aus dem Burušaski,Münchener Studien zur Sprachwissenschaft 9: 4-33.,,,4-33,journal_article,medium,"Berger, Hermann. 1956. Mittelmeerische Kulturpflanzen aus dem Burušaski. Münchener Studien zur Sprachwissenschaft 9: 4-33."
B0100,berger-1966,print,439,439,,"Berger, Hermann",1966,Remarks on Shina Loans in Burushaski,"In Dil, Anwar S. (ed.). Shahidullah Presentation Volume, pp. 79-88. Lahore: Linguistic Research Group of Pakistan.",,,,chapter_or_edited_volume,medium,"Berger, Hermann. 1966. Remarks on Shina Loans in Burushaski. In Dil, Anwar S. (ed.). Shahidullah Presentation Volume, pp. 79-88. Lahore: Linguistic Research Group of Pakistan."
B0101,bernabe-2021,print,439,439,,"Bernabé, Alberto",2021,The Noun for ‘Horse’ in Mycenaean and Some Related Terms,"In Giannakis, Georgios, Luz Conti, Jesús de la Villa, and Raquel Fornieles (eds.). Synchrony and Diachrony of Ancient Greek, pp. 115-124. Berlin/Boston: De Gruyter.",,,,chapter_or_edited_volume,medium,"Bernabé, Alberto. 2021. The Noun for ‘Horse’ in Mycenaean and Some Related Terms. In Giannakis, Georgios, Luz Conti, Jesús de la Villa, and Raquel Fornieles (eds.). Synchrony and Diachrony of Ancient Greek, pp. 115-124. Berlin/Boston: De Gruyter."
B0102,berneker-1908-14,print,439,439,,"Berneker, Erich",1908-14,Slavisches Etymologisches Wörterbuch,Heidelberg: Carl Winter’s Universitätsbuchhandlung.,,,,book_or_monograph,medium,"Berneker, Erich. 1908-14. Slavisches Etymologisches Wörterbuch. Heidelberg: Carl Winter’s Universitätsbuchhandlung."
B0103,bertoldi-1928,print,439,439,,"Bertoldi, Vittorio",1928,Antichi filoni nella toponomastica mediterranea incrociantisi nella Sardegna,Revue de Linguistique Romane 4: 222-50.,,,222-50,journal_article,medium,"Bertoldi, Vittorio. 1928. Antichi filoni nella toponomastica mediterranea incrociantisi nella Sardegna. Revue de Linguistique Romane 4: 222-50."
B0104,bertoldi-1931,print,439,439,,"Bertoldi, Vittorio",1931,Problèmes de substrat: Eassi de méthodologie dans le domaine préhistorique de la toponymie et du vocabulaire,Bulletin de la Société Linguistique de Paris 32: 93-184.,,,93-184,journal_article,medium,"Bertoldi, Vittorio. 1931. Problèmes de substrat: Eassi de méthodologie dans le domaine préhistorique de la toponymie et du vocabulaire. Bulletin de la Société Linguistique de Paris 32: 93-184."
B0105,bertoldi-1933a,print,440,440,,"Bertoldi, Vittorio",1933a,Relitti etrusco-campani,Studi Etruschi 7: 279-93.,,,279-93,journal_article,medium,"Bertoldi, Vittorio. 1933a. Relitti etrusco-campani. Studi Etruschi 7: 279-93."
B0106,bertoldi-1933b,print,440,440,,"Bertoldi, Vittorio",1933b,"“Preellenico” βάτος, μαντία “cespuglio, rovo” e “preromano” *matta, * mantia “cespuglio, rovo”",Glotta 21(3/4): 258-67.,,,258-67,other,medium,"Bertoldi, Vittorio. 1933b. “Preellenico” βάτος, μαντία “cespuglio, rovo” e “preromano” *matta, * mantia “cespuglio, rovo”. Glotta 21(3/4): 258-67."
B0107,bertoldi-1936,print,440,440,,"Bertoldi, Vittorio",1936,“Nomina tusca” in Dioscoride,Studi Etruschi 10: 295-320.,,,295-320,journal_article,medium,"Bertoldi, Vittorio. 1936. “Nomina tusca” in Dioscoride. Studi Etruschi 10: 295-320."
B0108,bertoldi-1937a,print,440,440,,"Bertoldi, Vittorio",1937a,Contatti e conflitti di lingue nell’antico Mediterraneo,Zeitschrift für romanische Philologie 57(2): 139-169.,,,139-169,journal_article,medium,"Bertoldi, Vittorio. 1937a. Contatti e conflitti di lingue nell’antico Mediterraneo. Zeitschrift für romanische Philologie 57(2): 139-169."
B0109,bertoldi-1937b,print,440,440,,"Bertoldi, Vittorio",1937b,Plurale Mediterraneo in Residui Fossili,"In Mélanges de linguistique et de philologie offerts à Jacq. van Ginneken à l'occasion du soixantième anniversaire de sa naissance (21 avril 1937), pp. 157-69. Paris: Klincksieck.",,,,chapter_or_edited_volume,medium,"Bertoldi, Vittorio. 1937b. Plurale Mediterraneo in Residui Fossili. In Mélanges de linguistique et de philologie offerts à Jacq. van Ginneken à l'occasion du soixantième anniversaire de sa naissance (21 avril 1937), pp. 157-69. Paris: Klincksieck."
B0110,bertoldi-1939a,print,440,440,,"Bertoldi, Vittorio",1939a,Questioni di metodo nella linguistica storica,Naples: Stabilimento etnografico editoriale.,,,,book_or_monograph,medium,"Bertoldi, Vittorio. 1939a. Questioni di metodo nella linguistica storica. Naples: Stabilimento etnografico editoriale."
B0111,bertoldi-1939b,print,440,440,,"Bertoldi, Vittorio",1939b,Prerogativi culturali mediterranee nel lessico Greco e Latino,Archivio Glottologico Italiano 31: 85-101.,,,85-101,journal_article,medium,"Bertoldi, Vittorio. 1939b. Prerogativi culturali mediterranee nel lessico Greco e Latino. Archivio Glottologico Italiano 31: 85-101."
B0112,bertoldi-1942,print,440,440,,"Bertoldi, Vittorio",1942,Linguistica storica,Questioni di metodo. Seconda edizione interamente riveduta e rinnovata. Naples: Dante Alighieri.,,,,book_or_monograph,medium,"Bertoldi, Vittorio. 1942. Linguistica storica. Questioni di metodo. Seconda edizione interamente riveduta e rinnovata. Naples: Dante Alighieri."
B0113,bertoldi-1948,print,440,440,,"Bertoldi, Vittorio",1948,Storia d’una tradizione mediterranea di lingua e di cultura,Aspetti di cultura mediterranea espressi dalle voci gemelle finis e funis e da altri nomi inidcanti “giunco” e “fune”. Museum Helveticum 5(2): 69-82.,,,69-82,journal_article,medium,"Bertoldi, Vittorio. 1948. Storia d’una tradizione mediterranea di lingua e di cultura. Aspetti di cultura mediterranea espressi dalle voci gemelle finis e funis e da altri nomi inidcanti “giunco” e “fune”. Museum Helveticum 5(2): 69-82."
B0114,bertoni-1910,print,440,440,,"Bertoni, Giulio",1910,Ancora di -f- italico e -b- latino e dei loro continuatori romanzi,Rivista di Filologia e di Istruzione Classica 38: 25-37.,,,25-37,journal_article,medium,"Bertoni, Giulio. 1910. Ancora di -f- italico e -b- latino e dei loro continuatori romanzi. Rivista di Filologia e di Istruzione Classica 38: 25-37."
B0115,bertoni-1925,print,440,440,,"Bertoni, Giulio",1925,Franc,“sapin”. Archivum Romanicum 9: 422-3.,,,422-3,journal_article,medium,"Bertoni, Giulio. 1925. Franc. “sapin”. Archivum Romanicum 9: 422-3."
B0116,bezzenberger-1911,print,440,440,,"Bezzenberger, Adalbert",1911,Lat,faex. KZ 44(1/2): 22.,,,,book_or_monograph,medium,"Bezzenberger, Adalbert. 1911. Lat. faex. KZ 44(1/2): 22."
B0117,bezzenberger-1881,print,440,440,,"Bezzenberger, Adalbert and August Fick",1881,Nachträge zum indogermanische Wörterbuch,Beiträge zur Kunde der indogermanischen Sprachen 6: 235-40.,,,235-40,journal_article,medium,"Bezzenberger, Adalbert and August Fick. 1881. Nachträge zum indogermanische Wörterbuch. Beiträge zur Kunde der indogermanischen Sprachen 6: 235-40."
B0118,bichlmeier-2016,print,440,440,,"Bichlmeier, Harald",2016,Zur Frage des nichtindogermanischen Substrats im Germanischen: ein kurzer Überblick,Slovo a slovesnost 77: 316-36.,,,316-36,journal_article,medium,"Bichlmeier, Harald. 2016. Zur Frage des nichtindogermanischen Substrats im Germanischen: ein kurzer Überblick. Slovo a slovesnost 77: 316-36."
B0119,bietti-sestieri-2010,print,440,440,,"Bietti Sestieri, Anna Maria",2010,L’Italia nell’età del bronzo e del ferro,Rome: Carocci.,,,,book_or_monograph,medium,"Bietti Sestieri, Anna Maria. 2010. L’Italia nell’età del bronzo e del ferro. Rome: Carocci."
B0120,billerbeck-1824,print,440,440,,"Billerbeck, Julius",1824,Flora Classica,Leipzig: J.C. Heinrichssche Buchhandlung.,,,,book_or_monograph,medium,"Billerbeck, Julius. 1824. Flora Classica. Leipzig: J.C. Heinrichssche Buchhandlung."
B0121,biville,print,440,440,Biville,"Biville, Frédérique",1990-5,Les emprunts du latin au grec: approche phonétique,Louvain/Paris: Éditions Peeters.,,,,reference_work_or_database,medium,"[Biville] Biville, Frédérique. 1990-5. Les emprunts du latin au grec: approche phonétique. Louvain/Paris: Éditions Peeters."
B0122,blazek-2003,print,440,440,,"Blažek, Václav",2003,The Prefix *sm̥ - / *som- in the Indo-European Tree- & Plant-Names,Sborník prací filozofické fakulty brněnské university 52(A51): 5-11.,,,5-11,other,medium,"Blažek, Václav. 2003. The Prefix *sm̥ - / *som- in the Indo-European Tree- & Plant-Names. Sborník prací filozofické fakulty brněnské university 52(A51): 5-11."
B0123,blazek-2005,print,441,441,,"Blažek, Václav",2005,Lexica Anatolica,Hieroglyphic Luwian contribution to the Indo- European lexicon. Balkansko Ezikoznanie [Linguistique Balkanique] 43(1): 3-11.,,,3-11,journal_article,medium,"Blažek, Václav. 2005. Lexica Anatolica. Hieroglyphic Luwian contribution to the Indo- European lexicon. Balkansko Ezikoznanie [Linguistique Balkanique] 43(1): 3-11."
B0124,blazek-2010,print,441,441,,"Blažek, Václav",2010,Indo-European “Smith” and his Divine Colleagues (JIES Monograph No,58). Washington D.C.: Institute for the Study of Man.,,,,book_or_monograph,medium,"Blažek, Václav. 2010. Indo-European “Smith” and his Divine Colleagues (JIES Monograph No. 58). Washington D.C.: Institute for the Study of Man."
B0125,blazek-2013,print,441,441,,"Blažek, Václav",2013,Indo-European Zoonyms in Afroasiatic Perspective,Journal of Language Relationship 9: 37-54.,,,37-54,journal_article,medium,"Blažek, Václav. 2013. Indo-European Zoonyms in Afroasiatic Perspective. Journal of Language Relationship 9: 37-54."
