statement_id,entry_id,pdf_page_range,section,primary_headword,entry_heading,statement_type,statement_markdown,reconstructed_forms_in_statement,glosses_in_statement,char_flags
liv2add-0143-s03,liv2add-0143,38-39,*h₂-,*u̯ebʰ-,*u̯ebʰ- → *h₂u̯ebʰh₁- ‘werfen (?); weben’1,Neubildungen,"Neubildungen:
Perfekt
ahd. (+) wab ‘webte, flocht’
toch.B wāpa ‘webte’",,"webte, flocht; webte",
liv2add-0144-s01,liv2add-0144,39,*h₂-,*h₂u̯i̯edʰ-,*h₂u̯i̯edʰ-,Zum Präsens,"Zum Präsens *h₂u̯idʰ-i̯é- auch jav. Konj. xniuuiθiiąn Yt. 10,113 ‘werden niederschießen’3a",*h₂u̯idʰ-i̯é-,werden niederschießen,contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0145-s01,liv2add-0145,39-40,*h₂-,*h₂u̯er-,"*h₂u̯er- ‘heben, aufhängen’",Präsens,"Präsens
?*h₂u̯ér-e-
alb. vjerr ‘hängt auf’5",*h₂u̯ér-e-,hängt auf,contains-combining-marks; contains-subscript-numerals
liv2add-0145-s02,liv2add-0145,39-40,*h₂-,*h₂u̯er-,"*h₂u̯er- ‘heben, aufhängen’",Aorist,"Aorist
*h₂u̯ḗr/h₂u̯ér-s- gr. ἤειραν ‘hoben’2",*h₂u̯ḗr/h₂u̯ér-s-,hoben,contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0145-s03,liv2add-0145,39-40,*h₂-,*h₂u̯er-,"*h₂u̯er- ‘heben, aufhängen’",Perfekt,"Perfekt
*h₂e-h₂u̯ór/h₂u̯r̥- [gr. Plqpf. gr. hom. ἄωρτο ‘hing’3; ?*ἐώρεε ‘hing’ in Präs. ἐωρέω
‘hänge’7",*h₂e-h₂u̯ór/h₂u̯r̥-; *ἐώρεε,hing; hing; hänge,contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0148-s01,liv2add-0148,40,*h₃-,*h₃bʰel-,"Neu: ?*h₃bʰel- ‚vermehren, vergrößern‘1",Präsens,"Präsens
?*h₃bʰél/h₃bʰl-u-
arm. y-/aṙ-awelowm ‘vermehre’",*h₃bʰél/h₃bʰl-u-,vermehre,contains-subscript-numerals
liv2add-0148-s02,liv2add-0148,40,*h₃-,*h₃bʰel-,"Neu: ?*h₃bʰel- ‚vermehren, vergrößern‘1",Aorist,"Aorist
?*h₃bʰḗl/h₃bʰél-s-
gr. Opt. ὀφέλλειεν ‘würde vermehren’",*h₃bʰḗl/h₃bʰél-s-,würde vermehren,contains-greek; contains-subscript-numerals
liv2add-0149-s01,liv2add-0149,40,*h₃-,*h₃bʰelh₁-,"Neu: ?*h₃bʰelh₁- ‘in Schuld geraten, verpflichtet werden‘1",Aorist,"Aorist
*h₃bʰélh₁-/*h₃bʰl̥h₁-
[gr. ὤφελον ‘wurde schuldig, schuldete’; ὦφλον ‘wurde
verurteilt’2",*h₃bʰélh₁-/*h₃bʰl̥h₁-,"wurde schuldig, schuldete; wurde
verurteilt",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0149-s02,liv2add-0149,40,*h₃-,*h₃bʰelh₁-,"Neu: ?*h₃bʰelh₁- ‘in Schuld geraten, verpflichtet werden‘1",Präsens,"Präsens
?*h₃bʰl̥-né/n-h₁- [gr. ὀφείλω, äol. ὀφέλλω ‘schulde, bin verpflichtet’3",*h₃bʰl̥-né/n-h₁-,"schulde, bin verpflichtet",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0150-s01,liv2add-0150,40,*h₃-,*h₃ed-,1.*h₃ed-,Zum Präsens,"Zum Präsens auch

[ačech. jadati ‘untersuchen, erforschen’3a",,"untersuchen, erforschen",
liv2add-0151-s01,liv2add-0151,40-41,*h₃-,*h₃ed-,2.*h₃ed-,Kausativ,"Kausativ *h₃od-éi̯e-
an. (+) etia 'aufhetzen'3",*h₃od-éi̯e-,aufhetzen,contains-combining-marks; contains-subscript-numerals
liv2add-0153-s01,liv2add-0153,41,*h₃-,*h₃elh₁-,*h₃elh₁-,Zum Aorist,"Zum Aorist auch arm. pʽlaw ‘fiel’ (< *pʽula- < *pōlH- < *pe-h₃lh₁-) ?[lit. Präsens púolu, (pùlti) ‘fallen’ (aus Konj. Aor. *pe-h₃el-e-?)",*pʽula-; *pōlH-; *pe-h₃lh₁-; *pe-h₃el-e-?,fiel; fallen,contains-subscript-numerals
liv2add-0153-s02,liv2add-0153,41,*h₃-,*h₃elh₁-,*h₃elh₁-,Zum Präsens,Zum Präsens auch [arm. pʽlanim ‘falle’ (oder neu zum Aorist?) germ. *fall-a-: an. (+) falla ‘fallen’ < *fal-n° <- *pal-n° mit analog. R(z) zu *pōl-? Dazu neu Kausativ *fall-ija- ‘fällen’ usw.,*fall-a-; *fal-n°; *pal-n°; *pōl-?; *fall-ija-,falle; fallen; fällen,
liv2add-0155-s01,liv2add-0155,41,*h₃-,*h₃er-,*h₃er-,Zum Aorist,Zum Aorist auch ?heth. arta ‘steht’2a,,steht,
liv2add-0155-s02,liv2add-0155,41,*h₃-,*h₃er-,*h₃er-,Zum Präsens,Zum Präsens *h₃r̥-néu̯/nu- auch ?sogd. arn- ‘antreiben’: opt. ’rny10a,*h₃r̥-néu̯/nu-,antreiben,contains-combining-marks; contains-subscript-numerals
liv2add-0155-s03,liv2add-0155,41,*h₃-,*h₃er-,*h₃er-,Desiderativ,"Desiderativ *h₃ér-/h₃r̥-s- toch.B erṣäṃ, A aräṣ ‘ruft hervor, erzeugt’17
[aksl. rastǫ, (rasti) ‘wachsen’18",*h₃ér-/h₃r̥-s-,"ruft hervor, erzeugt; wachsen",contains-combining-marks; contains-subscript-numerals
liv2add-0156-s01,liv2add-0156,41-42,*h₃-,*h₃erbʰ-,Neu: ?*h₃erbʰ- ‚die Seite wechseln‘1,Aorist,"Aorist
?*h₃örbʰ-/h₃r̥bʰ- heth. harapp- ‘sich trennen und die Seite wechseln’",*h₃örbʰ-/h₃r̥bʰ-,sich trennen und die Seite wechseln,contains-combining-marks; contains-subscript-numerals
liv2add-0156-s02,liv2add-0156,41-42,*h₃-,*h₃erbʰ-,Neu: ?*h₃erbʰ- ‚die Seite wechseln‘1,Präsens,"Präsens
?*h₃r̥bʰ-i̯é-
heth. harappje- ‘sich trennen und die Seite wechseln’",*h₃r̥bʰ-i̯é-,sich trennen und die Seite wechseln,contains-combining-marks; contains-subscript-numerals
liv2add-0157-s01,liv2add-0157,42-43,*h₃-,*i̯ebʰ-,"*i̯ebʰ- → *h₃i̯ebʰ-0 ‘eingehen, eindringen; begatten’¹",Präsens,"Präsens
?*h₃i̯ḗbʰ-/h₃i̯ébʰ-2
[ved. (RV-Kh.+) yábhati ‘begattet’³
?[sogd. y’β- ‘wandern, reisen’, chwar. y’β- ‘langsam gehen’4
toch.B Konj. yopäṃ ‘wird eintreten’, Opt. yapi⁵
[ukr. (+) jebú, (jebáty/jéty) ‘beschlafen’6",*h₃i̯ḗbʰ-/h₃i̯ébʰ-2,"begattet; wandern, reisen; langsam gehen; wird eintreten; beschlafen",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0157-s02,liv2add-0157,42-43,*h₃-,*i̯ebʰ-,"*i̯ebʰ- → *h₃i̯ebʰ-0 ‘eingehen, eindringen; begatten’¹",Aorist,"Aorist
?*h₃i̯ḗbʰ/h₃i̯ébʰ-s-
toch.B yopsa, A yowäs ‘trat ein’9",*h₃i̯ḗbʰ/h₃i̯ébʰ-s-,trat ein,contains-combining-marks; contains-subscript-numerals
liv2add-0157-s03,liv2add-0157,42-43,*h₃-,*i̯ebʰ-,"*i̯ebʰ- → *h₃i̯ebʰ-0 ‘eingehen, eindringen; begatten’¹",Neubildungen,"Neubildungen:
n-Infix-Präsens
sogd. b. ’’y’np-, c. ’ymp- /ā-yamb-/ ‘täuschen,
trügen’¹¹",,"täuschen,
trügen",
liv2add-0158-s01,liv2add-0158,43,*h₃-,*lemH-,*lemH- → *h₃lemH- ‚sich mühen; brechen‘1,Aorist,"Aorist
*h₃lémH-/h₃lm̥ H-
toch. B lyama, A lyäm ‘saß’2",*h₃lémH-/h₃lm̥,saß,contains-combining-marks; contains-subscript-numerals
liv2add-0158-s02,liv2add-0158,43,*h₃-,*lemH-,*lemH- → *h₃lemH- ‚sich mühen; brechen‘1,Präsens,"Präsens
*h₃lm̥ H-i̯é-
air. -laimethar ‘wagt’3",*h₃lm̥,wagt,contains-combining-marks; contains-subscript-numerals
liv2add-0158-s03,liv2add-0158,43,*h₃-,*lemH-,*lemH- → *h₃lemH- ‚sich mühen; brechen‘1,Kausativ,"Kausativ *h₃lomH-éi̯e-
[aksl. (+) lomľǫ, lomiti ‘brechen’",*h₃lomH-éi̯e-,brechen,contains-combining-marks; contains-subscript-numerals
liv2add-0158-s04,liv2add-0158,43,*h₃-,*lemH-,*lemH- → *h₃lemH- ‚sich mühen; brechen‘1,Neubildungen,"Neubildungen: R(e)-i̯e-Präsens
lit. lemiù, (lémti) ‘bestimmen’",,bestimmen,contains-combining-marks
liv2add-0159-s01,liv2add-0159,43,*h₃-,*h₃mei̯g̑ʰ-,*h₃mei̯g̑ʰ-,Zum Kausativ,Zum Kausativ auch chwar. pc-myzȳ- ‘regnen lassen’8a,,regnen lassen,
liv2add-0161-s01,liv2add-0161,43,*h₃-,*h₃reg̑-,*h₃reg̑-,Zum Präsens,"Zum Präsens urgerm. *rek-a- auch me. reken ‘rennen, stürzen‘ (zur Semantik vgl. SEEBOLD 373) und ae. Prät. tosamne ge-ræc ‘lief zusammen = gerann’, also wohl nicht mit SEEBOLD 374 und SCHUMACHER, FT Halle 61458 zu *reg̑- ‘fließen’.",*rek-a-; *reg̑-,"rennen, stürzen; lief zusammen = gerann; fließen",contains-combining-marks
liv2add-0163-s01,liv2add-0163,43-44,*i̯-,*i̯em-,*i̯em-,Zum Aorist,Zum Aorist auch ?[toch.A Präsens ypa-/ya- ‘machen’4a,,machen,
liv2add-0163-s02,liv2add-0163,43-44,*i̯-,*i̯em-,*i̯em-,Zum Perfekt,"Zum Perfekt auch ?[toch.AB Prät., Konj. yām- ‘machen’5b

Zum Kaus.-It. auch chwar. (+) by’mȳ- ‘ein Versprechen brechen’5c",,machen; ein Versprechen brechen,
liv2add-0164-s01,liv2add-0164,44,*i̯-,*i̯et-,*i̯et-,Zum Aorist,"Zum Aorist auch priti ‘wartete, empfing’2a",,"wartete, empfing",
liv2add-0164-s02,liv2add-0164,44,*i̯-,*i̯et-,*i̯et-,Zum Präsens,Zum Präsens auch sogd. (+) yt- ‘kommen’3a ?[aalb. /jet/ ‘bleibt (da)’7,,kommen; bleibt (da),
liv2add-0165-s01,liv2add-0165,44,*i̯-,*i̯eu̯g-,*i̯eu̯g-,Kausativ,"Kausativ ?*i̯ou̯g-éi̯e-
ai. ep. klass. yojayati ‘benutz, führt aus; ordnet’
chwar. ywzȳ- ‘ordnen, zurechtmachen’4a",*i̯ou̯g-éi̯e-,"benutz, führt aus; ordnet; ordnen, zurechtmachen",contains-combining-marks
liv2add-0165-s02,liv2add-0165,44,*i̯-,*i̯eu̯g-,*i̯eu̯g-,Neubildungen,"Neubildungen
ske-Präsens
chwar. yxs- ‘in Ordnung sein’6a",,in Ordnung sein,
liv2add-0166-s01,liv2add-0166,44,*k̑-,*k̑at-,"Neu: ?*k̑at- ‚zerreißen, zerschlagen‘1",Präsens,"Präsens ?*k̑át-e-
chwar. p-st- ‘zerreißen’2",*k̑át-e-,zerreißen,contains-combining-marks
liv2add-0166-s02,liv2add-0166,44,*k̑-,*k̑at-,"Neu: ?*k̑at- ‚zerreißen, zerschlagen‘1",Iterativ,"Iterativ ?*k̑ot-éi̯o-
ved. (AV) śātaya ‘zerhaue, zerteile!’3",*k̑ot-éi̯o-,"zerhaue, zerteile!",contains-combining-marks
liv2add-0167-s01,liv2add-0167,44,*k̑-,*k̑eH-,Neu: ?*k̑eH-,Präsens,"Präsens
*k̑éH-/k̑H-
ap. θāhạy, θātiy ‘sprichst, spricht’, Ipv. +θādiy
Anm. 1 Wohl unerweiterte Basis von *k̑eHs-, nur iranisch. Der Ansatz ist erforderlich, wenn
ap. θ-a- nicht aus *θanha- zu *k̑eNs- erklärt werden kann, so nach EICHNER apud
SCHAFFNER,Sprache 48, [2010], 178+16; SCHMITT, WapK 256-8 (gegen KENT und HOFFMANN apud
GOTŌ 303721; CHEUNG, EDIV 334), vor allem wegen unterschiedlicher Semantik: θā- ‘sagen,
künden, mitteilen’ vs. θanh-/θans- ‘(aus)sagen, anordnen, anweisen’. Dennoch bleibt alb. thotë
vermutlich fern, da in dessen Paradigma wurzelauslautendes *s reflektiert ist
(SCHUMACHER/MATZINGER 7765, 1001 mit Lit.). Damit ruht der Ansatz der „unerweiterten“
Wurzel auf einer (selbst inneriranisch) sehr schmalen Grundlage.",*k̑éH-/k̑H-; *k̑eHs-; *θanha-; *k̑eNs-; *s,"sprichst, spricht; sagen,
künden, mitteilen; (aus)sagen, anordnen, anweisen",contains-greek; contains-combining-marks
liv2add-0168-s01,liv2add-0168,44-45,*k̑-,*k̑eHs-,*k̑eHs-,Aorist,Aorist: alb. thashë → alb. tha ‘sagte’4,,sagte,
liv2add-0169-s01,liv2add-0169,45,*k̑-,*k̑eh₂d-,"*k̑eh₂d- ‚verletzen, beschädigen‘",Präsens,"Präsens
?*k̑h₂d-i̯é-
germ. *hatja-: got. hatjan ‘hassen, anfeinden’4",*k̑h₂d-i̯é-; *hatja-,"hassen, anfeinden",contains-combining-marks; contains-subscript-numerals
liv2add-0170-s01,liv2add-0170,45,*k̑-,*keh₂u̯-,"1.*keh₂u̯- → *k̑eh₂u̯-1 ‚anzünden, verbrennen‘ IEW 595",Zum Präsens,Zum Präsens ?*k̑éh₂u-/kuh₂- auch [alb. than ‘trocknet’2a,*k̑éh₂u-/kuh₂-,trocknet,contains-combining-marks; contains-subscript-numerals
liv2add-0170-s02,liv2add-0170,45,*k̑-,*keh₂u̯-,"1.*keh₂u̯- → *k̑eh₂u̯-1 ‚anzünden, verbrennen‘ IEW 595",Aorist,"Aorist
?*k̑ḗh₂u/k̑éh₂u-s- …",*k̑ḗh₂u/k̑éh₂u-s-,,contains-combining-marks; contains-subscript-numerals
liv2add-0172-s01,liv2add-0172,45-46,*k̑-,*k̑ei̯-,2.*k̑ei̯- ‚fallen‘,Präsens,"Präsens
?*k̑éi̯-dʰe- akymr. pan-cuid, mkymr. (+) kwyð ‘fällt’⁵",*k̑éi̯-dʰe-,fällt,contains-combining-marks
liv2add-0172-s02,liv2add-0172,45-46,*k̑-,*k̑ei̯-,2.*k̑ei̯- ‚fallen‘,Perfekt,"Perfekt
?*k̑e-k̑ói̯/k̑i-
[air. cich ‘weinte’6",*k̑e-k̑ói̯/k̑i-,weinte,contains-combining-marks
liv2add-0172-s03,liv2add-0172,45-46,*k̑-,*k̑ei̯-,2.*k̑ei̯- ‚fallen‘,Desiderativ,"Desiderativ ?*k̑í-k̑i-se-
air. Futur cichiu ‘ich werde weinen’",*k̑í-k̑i-se-,ich werde weinen,contains-combining-marks
liv2add-0173-s01,liv2add-0173,46,*k̑-,*k̑enk-,*k̑enk-,Präsens,"Präsens *k̑ónk-/k̑n̥k- heth. kānki ‘hängt’
got. (+) hāhan ‘hängen’",*k̑ónk-/k̑n̥k-,hängt; hängen,contains-combining-marks
liv2add-0175-s01,liv2add-0175,46-47,*k̑-,*k̑erH-,"Neu: (2.)*k̑erH- ‘binden, flechten’1 IEW 577-8",Präsens,"Präsens
?*k̑érH/k̑r̥H-
[aav. sārəṇtē ‘vereinigen sich’2
?[arm. sarem ‘webe, mache, statte aus’3
[alb. thur ‘flicht; umzäunt, schließt ein’4",*k̑érH/k̑r̥H-,"vereinigen sich; webe, mache, statte aus; flicht; umzäunt, schließt ein",contains-combining-marks
liv2add-0175-s02,liv2add-0175,46-47,*k̑-,*k̑erH-,"Neu: (2.)*k̑erH- ‘binden, flechten’1 IEW 577-8",Aorist,"Aorist
?*k̑ḗrH-/k̑érH-s aav. sārəštā ‘verbindet sich’5",*k̑ḗrH-/k̑érH-s,verbindet sich,contains-combining-marks
liv2add-0177-s01,liv2add-0177,47,*k̑-,*k̑erh₃-,"*k̑erh₃- ‘sättige, füttern’¹",Zum Aorist,Zum Aorist auch ?[osk. karanter ‘ernähren sich’1a,,ernähren sich,
liv2add-0179-s01,liv2add-0179,47,*k̑-,*k̑lei̯-,*k̑lei̯-,Aorist,"Aorist: zu trennen alb. fjet-, s. *peth₂-",*peth₂-,,contains-subscript-numerals
liv2add-0179-s02,liv2add-0179,47,*k̑-,*k̑lei̯-,*k̑lei̯-,Zum Präsens,"Zum Präsens dagegen auch alb. fle ‘schlafen’, s. SCHUMACHER/MATZINGER 973-4.",,schlafen,
liv2add-0180-s01,liv2add-0180,47-48,*k̑-,*k̑leu̯-,*k̑leu̯-,Zum Aorist,Zum Aorist auch [air. Konj. 2s -cloīther ‘magst hören’¹⁵,,magst hören,
liv2add-0180-s02,liv2add-0180,47-48,*k̑-,*k̑leu̯-,*k̑leu̯-,Zum Präsens,Zum Präsens ?*k̑lu- auch [altalb. kluon ‘heißt; nennt’4a,*k̑lu-,heißt; nennt,contains-combining-marks
liv2add-0180-s03,liv2add-0180,47-48,*k̑-,*k̑leu̯-,*k̑leu̯-,Zum Präsens,"Zum Präsens ?*k̑lu-sk̑é- auch ?[toch.B aklaṣṣ-, [A ākläṣ ‘lernt’9a",*k̑lu-sk̑é-,lernt,contains-combining-marks
liv2add-0180-s04,liv2add-0180,47-48,*k̑-,*k̑leu̯-,*k̑leu̯-,Desiderativ,"Desiderativ *k̑i-k̑lu-sé-
[ved. śúśrūṣate ‘will hören’
[air. Fut. -cechladar¹⁵a",*k̑i-k̑lu-sé-,will hören,contains-combining-marks
liv2add-0180-s05,liv2add-0180,47-48,*k̑-,*k̑leu̯-,*k̑leu̯-,Neubildungen,"Neubildungen: wohl zu streichen ist das ke-Präsens, zu arm. lsem s. *k̑leu̯s-",*k̑leu̯s-,,contains-combining-marks
liv2add-0181-s01,liv2add-0181,48,*k̑-,*k̑leu̯s-,*k̑leu̯s-,Präsens,"Präsens: messap. klaohi besser zum Aorist, s. gleich.",,,
liv2add-0181-s02,liv2add-0181,48,*k̑-,*k̑leu̯s-,*k̑leu̯s-,Zum Aorist,Zum Aorist auch ?arm. lowaw ‘hörte’6a ?messap. klaohi ‘möge hören’⁴,,hörte; möge hören,
liv2add-0181-s03,liv2add-0181,48,*k̑-,*k̑leu̯s-,*k̑leu̯s-,Neubildungen,"Neubildungen:
Zum n-Infix-Präsens auch ?arm. lsem ‘höre’11",,höre,
liv2add-0182-s01,liv2add-0182,48,*k̑-,*k̑reh₁-,Neu: *k̑reh₁- ‘wachsen’¹ IEW 577,Aorist,"Aorist
*k̑réh₁-/k̑r̥h₁-
[lat. crēuī ‘wuchs’",*k̑réh₁-/k̑r̥h₁-,wuchs,contains-combining-marks; contains-subscript-numerals
liv2add-0182-s02,liv2add-0182,48,*k̑-,*k̑reh₁-,Neu: *k̑reh₁- ‘wachsen’¹ IEW 577,Präsens,"Präsens
*k̑r̥h₁-sk̑ó-
?hluw. za+ra/i-za-mi-sa /zarzamis/ ‘heranwachsend’2
[lat. crēscō, -ere ‘wachsen’3",*k̑r̥h₁-sk̑ó-,heranwachsend; wachsen,contains-combining-marks; contains-subscript-numerals
liv2add-0187-s01,liv2add-0187,49-50,*k-,*kel-,*kel- → 1.*kelh₁-¹,Aorist,"Aorist
*kélh₁-/kl̥h₁-
toch.B śala, A śäl ‘brachte, führte’2
?[gr.lak. κέντο Alc. 139 (Page)3
?lit. Prät. kẽlė ‘setze jmdn. über; brachte woandershin’4",*kélh₁-/kl̥h₁-,"brachte, führte; setze jmdn. über; brachte woandershin",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0187-s02,liv2add-0187,49-50,*k-,*kel-,*kel- → 1.*kelh₁-¹,Präsens,"Präsens
*kl̥-né/n-h₁-
toch.A källāṣ ‘bringt, führt’, [B källāṣṣäṃ⁵
[gr. ion. att. ὀ-κέλλω ‘lande (ein Schiff); strande’6
[lit. kilǂnyti, kilǂnoti ‘hinüberfahren, übersetzen’7",*kl̥-né/n-h₁-,"bringt, führt; lande (ein Schiff); strande; hinüberfahren, übersetzen",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0187-s03,liv2add-0187,49-50,*k-,*kel-,*kel- → 1.*kelh₁-¹,Iterativ,"Iterativ
?*kolh₁-éi̯e-
?ai. (Sū., ep.) kalaya-/kālaya- ‘(weg)treiben’9
?gr. κολεῖν· ἐλϑεῖν Hsch.¹0",*kolh₁-éi̯e-,(weg)treiben,contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0187-s04,liv2add-0187,49-50,*k-,*kel-,*kel- → 1.*kelh₁-¹,Desiderativ,"Desiderativ ?*kélh₁/kl̥h₁-s- ?[gr. Fut. κέλσω ‘werde (ein Schiff) landen’
[toch.B Präs. II Med. kalṣtär ‘treibt an’",*kélh₁/kl̥h₁-s-,werde (ein Schiff) landen; treibt an,contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0187-s05,liv2add-0187,49-50,*k-,*kel-,*kel- → 1.*kelh₁-¹,Neubildungen,"Neubildungen:
s-Aorist
gr. hom. ἐκέλσαμεν ‘wir landeten (ein Schiff)’,
ion.
att. ὤκειλα ‘landete (ein Schiff)’",,wir landeten (ein Schiff); landete (ein Schiff),contains-greek
liv2add-0188-s01,liv2add-0188,50,*k-,*kelH-,*kelH- → *kelh₃- ‘(sich) erheben’¹,Präsens,"Präsens
*kl̥-né/n-h₃-
[lat. ex-, prae-cellō, -ere ‘heraus-, hervorragen’
[lit. kilnė́ti, kilǂnyti ‘heben’",*kl̥-né/n-h₃-,"heraus-, hervorragen; heben",contains-combining-marks; contains-subscript-numerals
liv2add-0188-s02,liv2add-0188,50,*k-,*kelH-,*kelH- → *kelh₃- ‘(sich) erheben’¹,Aorist,"Aorist
?*kḗlh₃/kélh₃-s- ?toch.B keltsa ‘ertrug’⁴",*kḗlh₃/kélh₃-s-,ertrug,contains-subscript-numerals
liv2add-0188-s03,liv2add-0188,50,*k-,*kelH-,*kelH- → *kelh₃- ‘(sich) erheben’¹,Perfekt,"Perfekt
*ke-kólh₃/kl̥h₃- [toch.A kakäl ‘ertrug’; [toch.B Konj. kelu ‘werde ertragen’, Inf. kaltsi6",*ke-kólh₃/kl̥h₃-,ertrug; werde ertragen,contains-combining-marks; contains-subscript-numerals
liv2add-0188-s04,liv2add-0188,50,*k-,*kelH-,*kelH- → *kelh₃- ‘(sich) erheben’¹,Desiderativ,"Desiderativ ?*kélh₃/kl̥h₃-s- ?[toch. Präs. VIII B kalṣäṃ ‘erträgt’, A Ptz. Med. kläsmāṃ",*kélh₃/kl̥h₃-s-,erträgt,contains-combining-marks; contains-subscript-numerals
liv2add-0188-s05,liv2add-0188,50,*k-,*kelH-,*kelH- → *kelh₃- ‘(sich) erheben’¹,Neubildungen,"Neubildungen:
R(e)-i̯e-Präsens
lit. keliù, (kélti) ‘(auf)heben’",,(auf)heben,contains-combining-marks
liv2add-0190-s01,liv2add-0190,50,*k-,*kelh₂-,*kelh₂-,Zum Aorist,Zum Aorist auch uralb. *-kul-2a,*-kul-2a,,
liv2add-0190-s02,liv2add-0190,50,*k-,*kelh₂-,*kelh₂-,Zum Nasalpräsens,Zum Nasalpräsens auch alb. ngul ‘schlägt ein’5a,,schlägt ein,
liv2add-0197-s01,liv2add-0197,51,*k-,*kret-,*kret-,Zum Präsens,"Zum Präsens auch abret. credam ‘vado’; mkymr. dy-gret, -gred- ‘aufsuchen, stoßen auf’ (SCHUMACHER, KPV 419-20)",,"vado; aufsuchen, stoßen auf",
liv2add-0201-s01,liv2add-0201,51,*kʷ-,*kʷei̯-,3.*kʷei̯-,Neubildungen,"Neubildungen:
Perfekt
?spik. pepie TE 1 ‘hat bezahlt’13
Anm. 13 So nach WEISS, JIES 2001, 363-4.",,hat bezahlt,
liv2add-0202-s01,liv2add-0202,51-52,*kʷ-,*kʷei̯t-,*kʷei̯t-,Zum Kausativ,"Zum Kausativ auch oss. dig. æs-k’et- ‘bemerken’, [mp. (+) -cyh- ‘lehren, ankündigen’10a",,"bemerken; lehren, ankündigen",
liv2add-0203-s01,liv2add-0203,52,*kʷ-,*kʷek̑-,*kʷek̑-,Perfekt,"Perfekt ?*kʷe-kʷók̑/kʷk̑-
ved. (RV) cakhyatur ‘blicken’,
? [abhí cakṣur ‘schauen auf etw.’, cákṣuṣ- n. ‘Auge’
?jav. caxse ‘hat gelehrt’",*kʷe-kʷók̑/kʷk̑-,blicken; schauen auf etw.; Auge; hat gelehrt,contains-combining-marks
liv2add-0204-s01,liv2add-0204,52,*kʷ-,*kʷelh₁-,*kʷelh₁-,Zum Aorist,Zum Aorist auch ?kluw. 3s Med. kuwalaru ‘soll sich drehen’2a,,soll sich drehen,
liv2add-0204-s02,liv2add-0204,52,*kʷ-,*kʷelh₁-,*kʷelh₁-,Zum Präsens,Zum Präsens auch umbr. am-boltu ‘soll sich herumbewegen (?)’16,,soll sich herumbewegen (?),
liv2add-0205-s01,liv2add-0205,52-53,*kʷ-,*kʷels-,*kʷels- → *kʷles-?0,Präsens,"Präsens *kʷlés-/kʷl̥s-
…",*kʷlés-/kʷl̥s-,,contains-combining-marks
liv2add-0205-s02,liv2add-0205,52-53,*kʷ-,*kʷels-,*kʷels- → *kʷles-?0,Iterativ,"Iterativ
*kʷlos-éi̯o-
jav. xrā̊ŋhaiiete ‘bewegt’, chwar. *xr’h- ‘ziehen’4a;
[?jav. karšaiiən ‘schleppten’⁵",*kʷlos-éi̯o-; *xr,bewegt; ziehen; schleppten,contains-combining-marks
liv2add-0205-s03,liv2add-0205,52-53,*kʷ-,*kʷels-,*kʷels- → *kʷles-?0,Neubildungen,"Neubildungen:
ske-Präsens chwar. pc-xrs- ‘sich zurückhalten’5a",,sich zurückhalten,
liv2add-0209-s01,liv2add-0209,53,*l-,*legʰ-,*legʰ-,Aorist,"Aorist
[aksl. (+) -leže, -legǫ ‘legte(n) sich hin’²a",,legte(n) sich hin,
liv2add-0209-s02,liv2add-0209,53,*l-,*legʰ-,*legʰ-,Zum Präsens,Zum Präsens *légʰ-e- auch ?khot. pā-rajs- Med. ‘sich stützen’3a,*légʰ-e-,sich stützen,
liv2add-0209-s03,liv2add-0209,53,*l-,*legʰ-,*legʰ-,Zum Perfekt,Zum Perfekt auch [air. dellig ‘hat gelegen’8a,,hat gelegen,
liv2add-0210-s01,liv2add-0210,53-54,*l-,*leh₁g̑ʰ-,*leh₁g̑ʰ-,Aorist,"Aorist
*léh₁g̑ʰ-/l̥h₁g̑ʰ- [aksl. (+) sъ-lěze ‘stieg herab’
S. ACKERMANN, FS EICHNER 2f.; vgl. skr. lȅze, bulg. léze.",*léh₁g̑ʰ-/l̥h₁g̑ʰ-,stieg herab,contains-combining-marks; contains-subscript-numerals
liv2add-0212-s01,liv2add-0212,54,*l-,*leh₃u̯-,"Neu: *leh₃u̯- ‘gießen, waschen’¹",Aorist,"Aorist
*léh₃u-/luh₃-
[heth. lāhui, lahuanzi ‘gießen; fließen’², [kluw. lūwanda ‘sie
gossen’³
?[gr. λοέσαι ‘waschen’⁴",*léh₃u-/luh₃-,"gießen; fließen; sie
gossen; waschen",contains-greek; contains-subscript-numerals
