entry,section,pdf_page,field,line_start,issue,content
liūgas,Lithuanian,304,PSL,9391,contains_non_ascii,"*!Uža f. ja (a) 'puddle, pool'"
liūgas,Lithuanian,304,SL,9392,contains_non_ascii,"CS luža 'marsh'; Ru. luža 'puddle, pool'; Cz. lauže 'hollow with stagnant water, puddle, pool'; OCz. luže 'puddle, pool, swamp'; Pl. luža (dial.) 'pit, hollow, puddle, pool'; Plb. layze 'swamp, puddle, pool'; SCr. lUža 'puddle, pool, mud, bog'; Sln. IUža 'puddle, pool'"
lizdas,Lithuanian,304,SL,9405,contains_non_ascii,"OCS gnezdo; Ru. gnezd6, Npl. gnezda; Ukr. hnizd6, Npl. hnizda; Cz. hnizdo; OCz. hniezdo; Slk. hniezdo; Pl. gniazdo; gniazdo ( dial.); Slnc. gnliyzde; SCr. gnijėzdo, Npl. gnijėzda; Čak. gnizdo (Vrg.), Npl. gnizd&; gnjizlO (Orb.), Npl. gnjizla; Kajk. gniezde (Bednja), Npl. gnjiezdo; Sln. gnęzd9; Bulg. gnezd6"
lizdas,Lithuanian,304,IE,9408,broken_reconstruction_spacing,"Skt. nic;ia- m./n. 'resting-place, abode, ( esp.) nest'; Lat. nidus m. 'nest'; OE nest n. 'nest'"
lokšnus,Lithuanian,305,LITH,9424,contains_non_ascii,lokšnus (Kos.) 4 'sensitive'
lokšnus,Lithuanian,305,PIE,9429,fused_field_label,"*leh2s-n-IE Lat. lascivus 'playful, unrestrained' (*lh2s-k-); Olr. lainn 'eager' (*lh2s-n-)"
lopas,Lithuanian,307,LITH,9465,contains_non_ascii,lopas 4 [2/ 4] 'patch'; VAR lopė
lopė,Lithuanian,307,LITH,9472,contains_non_ascii,lopė (DP) 1 'torch'
lopė,Lithuanian,307,PIE,9476,fused_field_label,"*leh2p-IE Hitt. lapp-zi ! lapp- 'glow, flash'"
lopeta,Lithuanian,307,LITH,9482,contains_non_ascii,"lopeta 1 [1/3•] 'spade, shovel, ( dial.) scoop, spatula, shoulder-blade'"
lopeta,Lithuanian,307,SL,9485,contains_non_ascii,"OCS lopata 'shovel, fan'; Ru. lopata; Cz. lopata; Slk. lopata; Pl. lopata; SCr. lopata; Čak. lopiita (Vrg., Orb.); Sln. lopata; Bulg. lopata"
luginti,Lithuanian,308,LITH,9521,broken_reconstruction_spacing;contains_non_ascii;unusual_symbol_for_manual_check,"luginti (Bretk.) 'allure, fondle', 3 pres. lugina, 3 pret. lugino; VAR litnginti 'wave, wag, fondle, fawn, snuggle up', 3 pres. litngina, 3 pret. litngino; lufiginti 'id.', 3 pres. lufigina, 3 pret. lufigino I assume that this verb belongs to OCS l'bgati, Go. liugan 'lie' < *l( e )ugh- (→lūg6t1). Fraenkel (LEW: 390) calls the forms with -n- ""expressive''."
lūgnė,Lithuanian,309,LITH,9533,contains_non_ascii,"lugnė 2 'yellow water lily'; VAR lugnė; lugnos; luknė (K., dial.) 2 'water lily'; lugnas 'id:; lugnas 2 'id.'; liugnas 2 'yellow water lily'"
lūgoti,Lithuanian,309,LITH,9543,contains_non_ascii,"lūg6ti 'request, beg', 3 pres. lūg6ja, 3 pret. lūg6jo"
lūgoti,Lithuanian,309,LATV,9544,possible_ocr_digit_letter_year_or_symbol,"lugt [u, u2] 'request, invite', isg. pres. ludzu"
lūgoti,Lithuanian,309,SL,9547,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"OCS lbgati, isg. li.ž9; Ru. lgat', isg. lžu, 3sg. lžet; Cz. lhati 'lie'; OCz. lhati 'lie', isg. lžu; Slk. luhaf 'lie'; lhaf'deceive'; Pl. lgac 'deceive, lie', isg. lžę; SCr. lagati, isg. lažem; Sln. fagati, isg. lažem"
lūgoti,Lithuanian,309,PIE,9549,fused_field_label,*lugh-IE Go. liugan 'lie'; Olc. ljuga 'lie'; OHG liogan 'lie'
lūkoti,Lithuanian,310,LITH,9564,contains_non_ascii,"lūk6ti ( dial.) 'wait, await', 3 pres. lūk6ja, 3 pret. lūk6jo; VAR lūk6ti ( dial.), 3 pres. lūko, 3 pret. lūk6jo; lūkiuoti e dial.), 3 pres. lūkiuoja, 3 pret. lūkavo"
lūkoti,Lithuanian,310,LATV,9565,contains_non_ascii,"lūkilt 'look at, inspect, seek, try'; VAR lūkuat"
lupti,Lithuanian,311,LITH,9620,contains_non_ascii,"lupti 'peel, skin, bark, beat', 3 pres. lupa, 3 pret. lupo; VAR lupti, 3 pres. lupa, 3 pret. lupė"
lupti,Lithuanian,311,LATV,9621,possible_ocr_digit_letter_year_or_symbol,"lupt 'peel, skin, beat', 1sg. pres. lupju, isg. pret. lupu"
lūšis,Lithuanian,311,LITH,9627,contains_non_ascii,lušis f.(i) 1 'lynx'; VAR lušis m.(i) 1; lūšys 4; lušė (Jušk.) 1; lŲnšis (Žem.) f.(i) i
lūšis,Lithuanian,311,LATV,9628,contains_non_ascii,"lūsis [ū, u2] 'lynx'; VAR lūsa"
lūšis,Lithuanian,311,IE,9631,contains_cyrillic;contains_non_ascii,"Gk. \uy҂ m. 'lynx'; OHG luhs m. 'lynx'; OE lox 'id:; Olr. lug m. 'warrior, hero, fighter' (the original meaning may have been 'lynx', cf. gae fata suanemnaib loga 'made of hair of lynx', TBC 2738.5313)"
lūžti,Lithuanian,311,LITH,9637,contains_non_ascii,"lužti 'break (intr.)', 3 pres. lužta, 3 pret. 1užo"
magėti,Lithuanian,312,BSL,9651,fused_field_label,*mag-PSL *magti v. (b) 'be able'
magėti,Lithuanian,312,SL,9652,contains_non_ascii,"OCS mašti, 1sg. mag9, 3sg. mažet'b; Ru. mač', 1sg. magu, 3sg. m6žet; Cz. maci, 1sg. mahu, 3sg. muže; Slk. mocf, 1sg. možem; Pl. m6c, 1sg. magę, 3sg. maže; SCr. moCi, 1sg. magu, 3sg. mOže; Čak. moCi (Vrg.), 1sg. mogu, 3sg. može; Sln. m6či 'be able, must: 1sg. mprem, 1sg. m6rem; Bulg. m6ga 'be able, be allowed'"
magėti,Lithuanian,312,PIE,9654,broken_reconstruction_spacing,"*mag""-IE Skt. magha- m. 'power, wealth, gift'; Go. mag 3sg. 'has power, is able'; Ok. mega 'be able', 3sg. ma; OHG magan, mugan 'be able'"
maigyti,Lithuanian,312,LITH,9661,contains_non_ascii,"maigyti [ai, ai] 'mash, crush, beat, trarnple', 3 pres. maigo, 3 pret. maigė LATV maidzit 'press repeatedly, knead', 1sg. pres. maigu, 1sg. pret. maidziju; VAR maidzit, 1sg. pres. maidzu, 1sg. pret. maidziju"
mainas,Lithuanian,312,SL,9671,contains_non_ascii,"OCS mena (Supr.) 'exchange'; Ru. mena 'exchange' (AP b/c in Old Russian); Cz. mena 'exchange, change'; Pl. miana 'change'; SCr. mijėna 'exchange, change, new moon, metarnorphosis'; Čak. mina (Vrg.) 'phase of the moon'; Sln. męna 'exchange, change, phase of the moon'"
mainas,Lithuanian,312,PIE,9672,broken_reconstruction_spacing,*moi-n-eh2
mainyti,Lithuanian,313,LITH,9683,contains_non_ascii,"mainyti 'exchange', 3 pres. maino, 3 pret. mainė"
mainyti,Lithuanian,313,LATV,9684,possible_ocr_digit_letter_year_or_symbol,"mainit [ai, ai, ai2, ai2] 'exchange', lsg. pres. mainu, lsg. pret. mainiju; VAR mainuot; mainu6t"
mainyti,Lithuanian,313,BSL,9686,contains_non_ascii,"*moin-ei/i-PSL *mėniti v. 'change, exchange'"
mainyti,Lithuanian,313,SL,9687,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"OCS mėnit'b (Supr.) 'changes'; Ru. meni t' ( dial.); Cz. mėniti; Slk. menif sa; Pl. mienic się 'change colour'; SCr. mijeniti 'change'; Sln. męniti, lsg. menim; Bulg. menja"
maišas,Lithuanian,313,LITH,9693,contains_non_ascii,"maišas 4 'bag, sack'; VAR maiša (K.) l 'knitted bag, large sack'; maišė l 'id:"
maišas,Lithuanian,313,SL,9699,contains_non_ascii,"OCS mėX'b 'wine-skin'; Ru. mex 'fur, (dial.) bag', Gsg. mexa, Npl. mexa (the plural noun mexi means 'fur bag, wine-skin'); meš6k 'bag', Gsg. meška; Cz. mėch 'bag, net'; mišek 'purse, small bag', Gsg. meška; Slk. mech 'bag'; Pl. miech 'bag, bellows'; Slnc. mjiex 'bag, bellows'; USrb. mėch 'bag, bellows'; SCr. mi'jeh 'bellows, wine-skin', Gsg. mi'jeha; Čak. mih (Vrg.) 'bellows, wineskin', Gsg. miha; Sln. męh 'fur, wine-skin, bellows, leather bag', Gsg. męha, męhtl; Bulg. mjax 'bellows, bag made from skin'; mex 'bellows, bag made from skin'"
maišas,Lithuanian,313,PIE,9701,broken_reconstruction_spacing;fused_field_label,*mois6-IE Skt. me?a- m. 'ram'; Olc. meiss m. 'basket'; OHG meisa m. 'pannier'
maišyti,Lithuanian,314,LITH,9711,contains_non_ascii,"maišyti 'mix', 3 pres. maišo, 3 pret. maišė"
maišyti,Lithuanian,314,SL,9715,contains_non_ascii,"OCS mėsiti 'mix'; Ru. mesit' 'knead', 1sg. mešu, 3sg. mesit; Cz. misiti 'mix, confuse'; Slk. miesif 'knead'; Pl. miesic 'knead'; SCr. mijėsiti 'knead'; Sln. męsiti 'knead'"
maišyti,Lithuanian,314,PIE,9716,contains_non_ascii;fused_field_label;mojibake_candidate,*moik-IE Skt. mi5rayati 'mix' (of denominative origin); Gk. µlcryw 'mix'; Lat. miscėre 'mix' (all *mik-)
maitoti,Lithuanian,314,OPR,9738,possible_ocr_digit_letter_year_or_symbol,"pomaitat 'feed'; maitatunsin 'feed oneself'; maita 'feeds'; maitasnan Asg., Isg. 'nourishment'"
makna,Lithuanian,315,LITH,9760,contains_non_ascii,"makna 4 'marshy spot, quagmire'; VAR makonė (Ness„ dial.) 2 'mud'; makošė (dial.) 2 'id.'; mekenė (Ut.) 'quagmire'"
makna,Lithuanian,315,BSL,9763,fused_field_label,"*mok-PSL *mokib adj. o (b?) 'wet, damp'"
makna,Lithuanian,315,SL,9764,contains_non_ascii,"OCS mokib (Supr.); Ru. m6kryj; mokr, f. mokra, n. m6kro (AP (b) in Old Russian); Cz. mokrf; Slk. mokrf; Pl. mokry; SCr. mokar, f. mokra; mokar, f. mokra; Čak. mokar (Vrg.), f. mokra, n. mokro; Sln. m(ibr, f. m6kra; Bulg. m6kar"
makšna,Lithuanian,315,LITH,9772,contains_non_ascii,"makšna (Zem.) 2/4 'purse, sheath'; VAR mašna (OLith„ dial.) 4 'purse, pouch, scrotum, wasps' nest'"
makšna,Lithuanian,315,BSL,9774,contains_non_ascii,*mokǷ(i)na(
makšna,Lithuanian,315,PSL,9775,contains_non_ascii,"*mošbna f. a 'small bag, purse'"
makšna,Lithuanian,315,SL,9776,contains_non_ascii,"OCS mošbna 'bag, pouch, purse'; Ru. mošna 'pouch, purse'; Cz. mošna 'purse'; Slk. mošna 'pocket'; Pl. moszna 'purse, pocket, scrotum'; SCr. mošnja 'purse, scrotum'; Sln. m6šnja 'purse, scrotum'"
makšna,Lithuanian,316,LITH,9788,contains_non_ascii,"makštis f.(i) 4 'case, sheath, vagina'"
maldyti,Lithuanian,316,LITH,9805,contains_non_ascii,"maldyti 'implore', 3 pres. maldo, 3 pret. maldė"
maldyti,Lithuanian,316,BSL,9806,fused_field_label,*mold-PSL *modliti v. (b) 'pray'
maldyti,Lithuanian,316,SL,9808,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"OCS moliti 'ask, pray', isg. molj9; Ru. molit' 'pray, beseech', isg. molju, 3sg. m6lit; Cz. modliti se 'pray'; Slk. modlif sa 'pray'; Pl. modlic 'pray'; SCr. moliti 'pray, ask', isg. molim; Čak. moll'ti (Vrg.) 'pray, ask', 2sg. moliš; Sln. modliti (OSln., dial.) 'pray'; m6liti 'pray (for), wish', isg. m(ilim"
maldyti,Lithuanian,316,PIE,9810,fused_field_label,"*moldh-IE Hitt. maldi l mald- 'recite, make a vow'; OS meldon 'report, tell'"
malti,Lithuanian,316,LITH,9818,contains_non_ascii,"malti 'grind, mill', 3 pres. mala, 3 pret. miilė"
malti,Lithuanian,316,LATV,9819,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"malt [aŽ, al2] 'grind, mill', isg. pres. ma/u, isg. pret. malu"
malti,Lithuanian,316,BSL,9820,fused_field_label,"*melf-; *molr-PSL *melti v. (b) 'grind, mill'"
malti,Lithuanian,317,SL,9824,contains_non_ascii,"OCS mleti, 1sg. meij9; Ru. mol6t', 1sg. melju, 3sg. meljet; Cz. mliti; Slk. mlief; Pl. mlei, 1sg. mielę; Slnc. mli:ięc; USrb. mlec; SCr. mljeti, 1sg. meljem; Čak. mll'ti (Vrg.), 2sg. mefeš; Sln. mlęti, 1sg. męljem; Bulg. melja"
malti,Lithuanian,317,PIE,9825,fused_field_label,"*melH-IE Skt. mp:uiti, mp:1ati 'crush, grind'; Hitt. malla-i l malla- 'mill, grind'; Lat. molere 'grind, mill'; Olr. meilid 'grind'; Go. malan 'grind'; OHG malan 'grind, mill'; Arm. malem 'crush'"
mandras,Lithuanian,317,LATV,9854,contains_non_ascii,"muOdrs 'cheerful, lively, alert, vigorous'; VAR muožs"
mandras,Lithuanian,317,SL,9858,contains_non_ascii;unusual_symbol_for_manual_check,"OCS mpdT'b; Ru. mudryj; Cz. moudrf; Slk. mudry; Pl. mqdry; SCr. mudar, f. mudra; Čak. mudar (Vrg.), f. mudra, n. mudro; mūdar (Orb.), f. mūdra; Sln. mpd<JT, f. mpdra; Bulg. m&dar"
mandras,Lithuanian,317,PIE,9860,fused_field_label,"*mon-dhhrro-IE LAv. mqzdra- 'wise' (*mons-dhhrro-); OHG muntar 'ardent, cheerful' (*mndhhrro-)"
mane,Lithuanian,318,PSL,9873,contains_non_ascii,*mę prn. Asg. 'me'
mane,Lithuanian,318,SL,9874,contains_non_ascii,OCS mę; ORu. mja; SCr. me
mane,Lithuanian,318,IE,9877,contains_non_ascii;unusual_symbol_for_manual_check,Skt. mcim; Av. mqm ( < *hzmర-om)
manęs,Lithuanian,318,LITH,9883,contains_non_ascii,manęs Gsg. 'me'
manyti,Lithuanian,318,LITH,9900,contains_non_ascii,"manyti 'think, plan, ( dial.) know', 3 pres. mano, 3 pret. manė"
manyti,Lithuanian,318,LATV,9901,possible_ocr_digit_letter_year_or_symbol,"man it 'notice, perceive', 1sg. pres. manu, isg. pret. maniju"
mankyti,Lithuanian,319,LITH,9909,contains_non_ascii,"mankyti [an, an] 'crumple, press, twist, (dial.) squeeze, wade', 3 pres. manko, 3 pret. mankė"
mankyti,Lithuanian,319,LATV,9910,contains_non_ascii,"muocit 'torment, torture', 1sg. pres. muocu, 1sg. pret. muociju; VAR muocit, 1sg. pres. muoku, 1sg. pret. muociju; muocit (BW), 1sg. pres. muociju, 1sg. pret. muociju; muočit2 (Klp.)"
mankyti,Lithuanian,319,BSL,9912,contains_non_ascii;fused_field_label,"*monrk-PSL *m(Jčiti v. (a) 'torment, torture'"
mankyti,Lithuanian,319,SL,9913,contains_non_ascii,"OCS mųčiti, 1sg. mųč9; Ru. mučit' 'torment, harass, worry'; Cz. mučiti; Slk. mučif; Pl. męczyč; SCr. mučiti 'torment, worry', 1sg. mučfm; Čak. mučiti (Vrg.) 'torment, worry', 2Sg. mučfš; Sln. mučiti, 1sg. mučim; močiti; Bulg. m&ča"
maras,Lithuanian,319,LITH,9922,contains_non_ascii,"maras 4 'plague, (Sirv., Ness., Jušk., dial.) death'"
maras,Lithuanian,319,SL,9926,contains_non_ascii,"OCS mora (Mar., Zogr., En.); Ru. mor; Cz. mor; Slk. mor; Pl. m6r; SCr. mor 'death', plague'; Sln. mor 'death, plague', Gsg. mŲra; Bulg. mor"
maras,Lithuanian,319,PIE,9928,broken_reconstruction_spacing;fused_field_label,*mor-o-IE Skt. pramara- m. 'death'
marios,Lithuanian,319,LITH,9934,contains_non_ascii,"marios Npl. 2 'isthmus, (folk., dial.) sea'; VAR marės (OLith., dial.) Npl. 2"
marios,Lithuanian,319,BSL,9936,broken_reconstruction_spacing;contains_non_ascii,"**PSL** **SL** *morjo; *morja( *more n. jo (e) 'sea' OCS morje; Ru. m6re, Npl. morja; Cz. mofe; Slk. more; Pl. morze; SCr. more; Sln. morję; Sln. m(Jrje; Bulg. more * . mor-1-"
marios,Lithuanian,319,PIE,9938,broken_reconstruction_spacing;unusual_symbol_for_manual_check,<!-- pdf-page: 320 -->
marka,Lithuanian,319,LATV,9945,contains_non_ascii,"marks [ar, ar, ar2] 'place for retting flax, retting-pit, any huITiid spot, retted flax'; VAR marka 'id:; męrka2 'id„ a soaked object, hUITiidity'; mfrks2 [fr2, f?r2] 'id:"
marška,Lithuanian,319,LITH,9951,contains_non_ascii,"marška 1 'cloth used for carrying, (E. Lith„ Dz.) sheet, bedspread, tablecloth, woven cover, (ZeITI.) towel, (W. Lith.) sITiall drag-net'"
marti,Lithuanian,319,LITH,9958,contains_non_ascii,"marti 4 'daughter-in-law, bride, (Ruh„ MZ) sister-in-law (husband's sister)'"
marti,Lithuanian,319,LATV,9959,contains_non_ascii,"marša [ar, ar, ar2, ar2] 'sister-in-law' (Latv. marte (Ober-Bartau, Rutzau) 'sister-in-law, bride' ITiay be a LithuanianisITI)"
marti,Lithuanian,319,OPR,9960,contains_non_ascii,martin (III) Asg„ martan (III) Asg. 'bride'
marti,Lithuanian,319,PIE,9961,broken_reconstruction_spacing;contains_non_ascii;fused_field_label;mojibake_candidate,"*mor-ti-IE Skt. marya- ITI. 'youth, lover'; Gk. µeipaĘ f. 'giri'; Lat. maritus 'coupled, married, husband'"
mašalas,Lithuanian,319,LITH,9967,contains_non_ascii,mašalas 3b 'midge'; VAR mašala l (1/3b]
matyti,Lithuanian,321,LITH,9983,contains_non_ascii,"matyti 'look at, watch', 3 pres. mato, 3 pret. matė"
matyti,Lithuanian,321,BSL,9985,fused_field_label,"*mot(r)-PSL *motriti v. 'look at, watch'"
matyti,Lithuanian,321,SL,9986,contains_non_ascii,"CS motriti, 1sg. moštrj9; Ru. motrit' ( dial.); SCr. mOtriti, 1sg. mOtrim; Sln. m6triti, 1sg. m6trim"
maudyti,Lithuanian,321,LITH,9998,contains_non_ascii,"maudyti 'bathe', 3 pres. maudo, 3 pret. maudė"
maudyti,Lithuanian,321,OPR,10000,contains_non_ascii,aumūsnan Asg. 'ablution'
maudyti,Lithuanian,321,BSL,10002,fused_field_label,*m(o)ur-PSL *myti v. (a) 'wash'
maukti,Lithuanian,322,LITH,10011,contains_non_ascii,"maūkti 'pull, peel, skin', 3 pres. maūkia, 3 pret. maūkė"
mauti,Lithuanian,322,LITH,10017,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol;unusual_symbol_for_manual_check,"mauti 'put on, tear, pull, stab, strike, dash', 3 pres. mauna, 3 pret. movė; VAR mauti (Ruh., K., dial.), 3 pres. mauja, 3 pret. movė LATV maut [au, au2] 'pull up, pull off, bridle', 1sg. pres. mauju, maunu isg. pret. mavu PIE *mouH- ( < *miouH) IE Skt. mivati 'push, shove'; Lat. movere 'move'"
mazgas,Lithuanian,322,PIE,10028,fused_field_label,*mosg-IE Olc. mpskvi m. 'mesh'; OHG maska f. 'mesh'
mazgoti,Lithuanian,322,PIE,10039,fused_field_label,"*mosg-IE Skt. majjati 'sink'; Lat. mergere 'plunge', 1sg. merga"
medus,Lithuanian,323,LATV,10054,contains_non_ascii,mędus m. 'honey'
medus,Lithuanian,323,BSL,10057,fused_field_label,"*medu-PSL *med'b m. u (e) 'honey, mead'"
medus,Lithuanian,323,SL,10059,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"OCS med'b 'honey', Gsg. meda, Gsg. medu; Ru. med 'honey, mead', Gsg. meda, Lsg. medu, N pl. medy; Cz. med 'honey, mead'; Slk. med 'honey, mead'; Pl. mi6d 'honey, mead', Gsg. miodu; USrb. med 'honey', Gsg. mjedu, Gsg. mjeda; SCr. med 'honey', Gsg. meda; Čak. med (Vrg., Novi) 'honey', Gsg. meda; Sln. męd 'honey', Gsg. męda, Gsg. medu; Bulg. med 'honey'"
medus,Lithuanian,323,PIE,10061,broken_reconstruction_spacing;contains_non_ascii;fused_field_label;mojibake_candidate,"*medhu-IE Skt. madhu- n. 'sweet drink, anything sweet, honey'; Gk. µe8u n. 'wine'; Olr. mid n./m. 'mead'; OHG metu m. 'mead'"
medžias,Lithuanian,323,LITH,10066,contains_non_ascii,"medžias (Dz.) 2 'forest, woods'; VAR medė (Zem.) LATV mežs 'forest, woods' OPR median (EV) 'forest, woods'"
medžias,Lithuanian,323,SL,10070,contains_non_ascii,"OCS meždax'b (Supr.) Lpl. 'alleys'; Ru. meža 'boundary, boundary-strip', Asg. mežu; Ukr. meža 'boundary, boundary-strip', Asg. mežu; Cz. meze 'balk, border'; Slk. medza 'balk, border'; Pl. miedza 'balk, border'; USrb. mjeza 'balk, border'; SCr. mMa 'boundary, border', Asg. medu; Čak. meja (Vrg.) 'boundary, border', Asg. meju; Sln. meja 'boundary, fence, shrub(s), grove'; Bulg. mežda 'balk'"
medžias,Lithuanian,323,IE,10073,broken_reconstruction_spacing,"Skt. madhya- adj. 'middle, located in the middle'; Lat. medius adj. 'middle, located in the middle'; Go. midjis adj. 'middle'"
mėginti,Lithuanian,323,LITH,10081,contains_non_ascii,"mėginti [ė, ė1 'try', 3 pres. mėgina, 3 pret. mėgino"
mėgti,Lithuanian,324,LATV,10091,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"mėgt [ė, e, ė2] 'be able, be accustomed to', isg. pres. mędzu, isg. pret. mėdzu"
megzti,Lithuanian,324,LITH,10097,contains_non_ascii,"mėgzti 'tie (a knot), knit', 3 pres. mezga, 3 pret. mezgė"
megzti,Lithuanian,324,LATV,10098,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"megzt'tie (a knot), knit', isg. pres. megžu, isg. pret. megzu"
meilė,Lithuanian,324,LITH,10104,contains_non_ascii,meilė l 'love'
meitėlis,Lithuanian,324,LITH,10110,contains_non_ascii,meitėlis l [1/3b) 'barrow' (also meitėlis i); VAR maitėlis (K.) l
mėlas,Lithuanian,324,LITH,10117,contains_non_ascii,"mė?as (Jušk., Būga) 3 'blue'"
mėlas,Lithuanian,324,LATV,10118,contains_non_ascii,"męlš [e, ė2] 'dark blue, violet'"
mėlynas,Lithuanian,324,LITH,10124,contains_non_ascii,mė?ynas i/3• 'blue'; VAR mė1inas l
melsti,Lithuanian,324,LITH,10130,contains_non_ascii,"melsti 'ask, implore, pray', 3 pres. meldžia, 3 pret. meldė"
melžti,Lithuanian,324,LITH,10135,contains_non_ascii,"melžti 'milk', 3 pres. melžia, 3 pret. melžė; VAR milžti, 3 pres. melžia, 3 pret. milžo BSL *me/(ž-"
melžti,Lithuanian,325,SL,10141,contains_non_ascii,"RuCS mlėsti 'bring down, dislodge', 1sg. mlvzu (also melvziti 'milk'); Slk. mfzf 'suek'; SCr. musti, 1sg. muzem; Čak. musti (Vrg.), 2sg. mūzeš; mus (Orb.), 1sg. mūzen; Sln. mlęsti, 1sg. m6lzem; Bulg. miilzja ( dial.), 1sg. mlvzu"
melžti,Lithuanian,325,PIE,10143,contains_non_ascii;fused_field_label;mojibake_candidate,"*h2melg-IE Gk. aµO, yw; Lat. mulgere; OE melcan"
menkas,Lithuanian,325,PIE,10149,fused_field_label,"*menk-IE Toeh. B miink- 'be deprived of, suffer the loss off, laek'; MHG mane f. 'laek'"
mentė,Lithuanian,325,LITH,10155,contains_non_ascii,"mente 4, mentė 2 'shoulderblade, paddle, trowel, shovel'"
mentė,Lithuanian,325,LATV,10156,contains_non_ascii,"mente [en, en2] 'ladle, stirring spoon, flat wooden shovel'; VAR męnta2"
mentė,Lithuanian,325,IE,10159,broken_reconstruction_spacing,Skt. mantha- f. 'ehurning-stiek'
menturis,Lithuanian,325,LATV,10166,contains_non_ascii,"mieturis [ie, ie, ie2, ie2] 'mashing stiek, ehurning stiek'; VAR mieturs; męnturis"
mėnuo,Lithuanian,325,LITH,10172,contains_non_ascii,"menuo m.(s) 1 [1/3•) 'moon, month', Gsg. menesio (furthermore, the LKŽe mentions menesies and mėnaus as alternative genitives of menuo); VAR menesis m.(io) 1 [1/3]; menesis m.(i) 1"
mėnuo,Lithuanian,325,BSL,10176,contains_non_ascii;fused_field_label,"*me?n-(e)s-PSL *mJsęcv m. jo (a) 'moon, month'"
mėnuo,Lithuanian,325,SL,10177,contains_non_ascii,"OCS mėsęcv 'moon, month'; Ru. mesjac' 'month'; Cz. mėsic 'month, moon'; Slk. mesiac 'month'; Pl. miesiqc 'month'; SCr. mjesec 'month, moon', Gsg. mjeseca; Čak. ml'sec (Vrg., Novi) 'month, moon', Gsg. ml'seca; Sln. męsec 'month, moon', Gsg. męseca, Gsg. męsca; Bulg. mesec 'month, moon'"
mėnuo,Lithuanian,326,IE,10183,contains_non_ascii;mojibake_candidate,"Skt. mas m. 'moon, month'; Gk. µelc; (Ion.) 'moon', Gsg. µ11v6c;; Lat. mensis 'month'; Go. mena f. 'moon'; OHG mano f. 'moon'"
merga,Lithuanian,326,LITH,10188,contains_non_ascii,"merga 4 '( coll.) girl, maid, maiden, ( obs.) hired labourer'; VAR mergė 2 '( coll.) girl, maid, maiden, ( obs.) hired labourer' LATV męrga2 [ęr2, ęr] 'girl'; VAR męrga OPR merga (EV); merga (Gr.); mergu (III) 'girl, maiden', Asg. mergwan (I, II), mergan (III), Dpl. mergūmans (III) IE W merch f. 'girl'"
merkti l,Lithuanian,326,LITH,10194,contains_non_ascii,"merkti 'wet, moisten, soak (flax, linen)', 3 pres. merkia, 3 pret. merkė"
merkti l,Lithuanian,326,LATV,10195,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"merkt [JT, er2] 'wet, moisten, soak, strike', lsg. pres. męrcu, lSg. pret. mercu"
merkti l,Lithuanian,326,PIE,10197,broken_reconstruction_spacing;fused_field_label,"*merk-IE Lat. marcere 'be withered, droop' (*mrk-); MHG meren 'dip bread into water or wine' (without * -k)"
merkti 11,Lithuanian,326,LITH,10205,contains_non_ascii,"merkti 'close one's eyes', 3 pres. merkia, 3 pret. merkė"
mėsa,Lithuanian,326,LITH,10211,contains_non_ascii,"mėsa 4 'flesh, meat'; VAR męsa (Žem.) 4"
mėsa,Lithuanian,326,PSL,10216,contains_non_ascii,"*męso n. o (e) 'flesh, meat' ( originally 'piece of meat')"
mėsa,Lithuanian,326,SL,10217,contains_non_ascii,"OCS męso; Ru. mjtiso; Cz. maso; Slk. miiso; Pl. mięso; SCr. meso, Npl. mėsa; Čak. meso (Novi), Npl. mesa; Sln. mesi); Bulg. mes6 'flesh, meat, (pl.) body'"
mėsa,Lithuanian,326,PIE,10219,broken_reconstruction_spacing;fused_field_label,"*mems-IE Skt. marhsti- n. 'flesh, meat'; Skt. mas- n. 'flesh, meat'; Go. mimz n. 'meat'"
mesti,Lithuanian,327,LITH,10231,contains_non_ascii,"mesti 'throw', 3 pres. mėta, 3 pret. mėtė"
mesti,Lithuanian,327,LATV,10232,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"mest 'throw', isg. pres. mętu, isg. pret. metu"
mesti,Lithuanian,327,BSL,10235,fused_field_label,"*met-PSL *mesti v. (e) 'throw, sweep'"
mesti,Lithuanian,327,SL,10236,possible_ocr_digit_letter_year_or_symbol,"OCS mesti 'throw, sweep', isg. metp; Ru. mesti 'sweep', isg. metu, 3sg. metet; Cz. mesti 'sweep, (Jg., Kott) throw, sweep'; Pl. miesc 'sweep, throw'; SCr."
męsti,Lithuanian,328,LITH,10248,contains_non_ascii,"męsti 'mix', 3 pres. menčia, 3 pret. mentė"
męsti,Lithuanian,328,BSL,10250,contains_non_ascii;fused_field_label,"*ment-PSL *męsti v. 'stir, trouble'"
