entry,section,pdf_page,field,line_start,issue,content
valtis,Lithuanian,501,PIE,16798,fused_field_label,*uol(H)-t-IE Olr.folt m. 'hair'; W gwallt m. 'hair'
vanduo,Lithuanian,502,LITH,16806,contains_non_ascii,vanduo m.(n) 3• [1/3•] (i.e. vanduo 1/3•; vanduo 3•) 'water'
vanduo,Lithuanian,502,SL,16812,contains_non_ascii,"OCS voda; Ru. voda, Asg. v6du; Cz. voda; Slk. voda; Pl. woda; SCr. vada, Asg. vadu; Čak. voda (Vrg., Novi, Hvar), Asg. vadu; Sln. v6da; Bulg. vada"
vanduo,Lithuanian,502,PIE,16814,broken_reconstruction_spacing,*uod-r!n-IE Skt. udan- n.; Hitt. yatar l yiten- n.; Gk. Mwp n.; Go. wato n.; Ok. vatn n.; OS watar n.
vapsva,Lithuanian,502,LATV,16832,unusual_symbol_for_manual_check,vapsene 'wasp'; VAR vapsine; lapsene; lapsil}a
vapsva,Lithuanian,502,SL,16838,contains_non_ascii,"RuCS osa; Ru. osa, Asg. osu; osva ( dial.); Bel. osva; Ukr. osa, Asg. osu; osa ( dial.), Asg. 6su; Cz. vosa; Slk. osa; Pl. osa; SCr. asa, Asg. asu; čak. osa (Vrg.) 'prickle of an ear of grain', Asg. asu; čak. asa (Orb.), Asg. oso; Sln. 6sa; Bulg. osa"
vapsva,Lithuanian,502,PIE,16839,broken_reconstruction_spacing,*(h1)uobh-s-ehr; *(h1)uebh-s-ehr
vargti,Lithuanian,503,LATV,16868,possible_ocr_digit_letter_year_or_symbol,"vargt [ar, Jr, ar2, Jr2] 'be ailing, pine away', lsg. pres. vargstu"
vargus,Lithuanian,504,SL,16883,contains_non_ascii,"OCS vrag'b 'foe'; Ru. v6rog (folk poet.) 'foe, fiend'; Cz. vrah 'foe'; Slk. vrah 'murderer'; Pl. wr6g 'foe', Gsg. wroga; USrb. wr6h 'murderer', Gsg. wroha; SCr. vrag 'devil', Gsg. vraga; Čak. vrag (Vrgada) 'devil', Gsg. vraga; Sln. vrag 'devil'; Bulg. vrag'enemy'"
vargus,Lithuanian,504,PIE,16885,broken_reconstruction_spacing;fused_field_label,*(h1)uorg-o-IE Go. wrikan 'persecute'; OHG rehhan 'avenge'
varmas,Lithuanian,504,LITH,16890,contains_non_ascii,"varmas 4 [2/3/4] '(žem.) mosquito, (Dz.) horse-fly'"
varmas,Lithuanian,504,PIE,16895,fused_field_label,"*urmi-IE Lat. vermis m. 'worm'; Go. waurms m. 'snake'; OE wyrm m. 'snake, worm'"
varna,Lithuanian,504,SL,16907,contains_non_ascii,"RuCS vrana; Ru. vor6na; Cz. vrana; Slk. vrana; Pl. wrona; SCr. vrana; Čak. vrana (Vrg., Novi, Orb.); Sln. vrana; Bulg. vrana"
varnas,Lithuanian,505,LITH,16916,unusual_symbol_for_manual_check,"varnas 4 'raven' LATV varns (Lange) 'crow' OPR warnis 'raven'; colwarnis (EV) 'rook'; warnins (III) Apl. 'ravens' BSL *worwos >> *wornos PSL *v6rn'b m. o (e) 'raven' SL OCS vran'b; Ru. v6ron; SCr. vran; Sln. vran PSL *v6rn'b adj. o (e) 'black' SL RuCS vran'b (Hval., Rumj.); vranyi; Ru. voron6j; ORu. voronyi; Sln. vran, f. vrana; Bulg. vran"
varpa,Lithuanian,505,LITH,16921,unusual_symbol_for_manual_check,"varpa l 'ear, penis' LATV varpa [ dr, dr2] 'ear, swinging part of a flail, ( dim. varpi'}a) penis'"
varpyti,Lithuanian,505,LITH,16927,contains_non_ascii,"varpyti 'dig, make holes, perforate', 3 pres. varpo, 3 pret. varpė"
varstas,Lithuanian,505,SL,16937,contains_non_ascii,"OCS vrbsta (Euch., Supr.) 'age, generation'; Ru. versta 'verst'; ORu. Vbrsta 'age, pair, person of the same age, verst'; Cz. vrstva 'layer'; Slk. vrstva 'layer'; Pl. warstwa 'row, layer'; SCr. vfsta 'kind, species'; Čak. vrsta (Vrg.) 'id.'; Sln. vfsta 'row, line, sort, age'; vrsta 'id.'; vfst f.(i) 'id.', Gsg. vrsti"
varstas,Lithuanian,505,PIE,16939,fused_field_label;unusual_symbol_for_manual_check,"*urt-to-IE Lat. versus m. 'row, line, furrow' ( < *urt-to-)"
vartyti,Lithuanian,506,LITH,16959,contains_non_ascii,"vartyti 'turn, turn over', 3 pres. varto, 3 pret. vartė"
vartyti,Lithuanian,506,LATV,16960,possible_ocr_digit_letter_year_or_symbol,"vartit [ar, ar2] 'turn, turn over', lsg. pres. vartu, lsg. pret. vartfju"
vartyti,Lithuanian,506,SL,16964,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"OCS vratiti sę 'return, turn', lsg. vrašt9 sę; Ru. vorotit' 'bring back, turn aside', lsg. voroču, 3sg. vor6tit; Cz. vratiti 'return, send back'; Slk. vratit' 'return, send back'; Pl. wr6cic 'return'; SCr. vratiti 'return', lsg. vrdtim; Čak. vratl'ti (Vrg.) 'return', 2sg. vratiš"
vartyti,Lithuanian,506,PIE,16966,fused_field_label,*uort-eie-IE Skt. vartayati 'turns'
varža,Lithuanian,506,LITH,16978,contains_non_ascii,"varža l [1/3/ 4] 'fishing-basket, fishing-trap made of osiers'; VAR varžas 3 [1/3]"
varža,Lithuanian,506,PSL,16980,contains_non_ascii,"*vbrša f. ja (a) 'fishing-basket, fishing-trap made of osiers'"
varža,Lithuanian,506,SL,16981,contains_non_ascii,Ru. verša; Cz. vrše; Pl. wiersza; SCr. vfša; Čak. vfša (Vrg.); Sln. vfša
varža,Lithuanian,506,PIE,16983,fused_field_label,"*urg-IE OHG werc n. 'work'; wirken 'manufacture by sowing, stitching or weaving'"
vasara,Lithuanian,507,SL,16998,contains_non_ascii,"OCS vesna; Ru. vesna, Asg. vesnu (AP (e) in Old Russian); Cz. vesna; Pl. wiosna; SCr. vesna; Sln. vęsna"
vasara,Lithuanian,507,PIE,17000,broken_reconstruction_spacing,*ues-r!n-IE Skt. vasanta- m. 'spring'; Skt. vasar- adv. 'in the early morning'; Gk. fop n. 'spring'; Lat. uer n. 'spring'
vąšas,Lithuanian,507,LITH,17005,contains_non_ascii,vqšas 4 [2/4] 'hook'; VAR iįšas 2; lqšas 4
vaškas,Lithuanian,507,LITH,17011,contains_non_ascii,viiškas 4 [2/4] 'wax'; VAR vaška
vaškas,Lithuanian,507,SL,17016,contains_non_ascii,"OCS vosk-b (Ps. Sin., Supr.); Ru. vosk, Gsg. voska; Ukr. visk, Gsg. vosku; Cz. vosk; Slk. vosk; Pl. wosk; SCr. vosak, Gsg. voska; čak. ( v)osak (Vrg., Orb.), Gsg. (v)oska; Sln. v(Jsak, Gsg. v(Jska; v(Jsk; Bulg. vosiik"
vaškas,Lithuanian,507,PIE,17018,broken_reconstruction_spacing,*uoks-ko- m?
važioti,Lithuanian,507,LITH,17025,contains_non_ascii,"važioti 'lead, cart, convey', 3 pres. važioja, 3 pret. važiojo"
važioti,Lithuanian,507,BSL,17026,contains_non_ascii,"*vož-ei/i-PSL *voziti v. (b) 'cart, lead, convey'"
važioti,Lithuanian,507,SL,17027,contains_non_ascii,"CS voziti sę (Christ.) 'sail', 1sg. vož9 sę; Ru. vozft' 'cart, convey', 1sg. važu, 3sg. vozit; Cz. voziti 'lead, convey'; Slk. vozif 'lead, convey'; Pl. wozic 'lead,"
važioti,Lithuanian,508,PIE,17033,contains_non_ascii;fused_field_label;mojibake_candidate,"*uogz-eie-IE Gk. oxfoµat 'drive, ride'"
vėdaras,Lithuanian,508,LITH,17038,contains_non_ascii,"vedaras 3• 'sausage, (coli.) belly, intestines'; VAR vedarai Npl. l LATV vędęrs [ę, ę2] 'belly, stomach'; VAR vędars [ę, ę, ę2] OPR weders (EV) 'belly'"
vėdaras,Lithuanian,508,SL,17042,contains_non_ascii,OCS vėdro (Euch„ Supr.) 'barrel'; Ru. vedr6; Cz. vėdro; Slk. vedro; Pl. wiadro; SCr. vjedro; vijedro (Montenegro ); vi'dro (Vrg.); Sln. vędr9; Bulg. vedr6
vėdaras,Lithuanian,508,IE,17045,broken_reconstruction_spacing,"Skt. udara- n. 'belly, womb'; Gk. Mepoc; m. 'dropsy'; Lat. uterus 'belly, womb'"
veidas,Lithuanian,508,SL,17056,contains_non_ascii,"OCS vid'b; Ru. vid 'appearance, species, sort'; Cz. vid; Slk. vid; SCr. vfd, Gsg. vfda; Čak. vfd, Gsg. vfda; Sln. vfd; Bulg. vid"
veidas,Lithuanian,508,PIE,17058,broken_reconstruction_spacing;fused_field_label;unusual_symbol_for_manual_check,"*ueid-os-IE Skt. vedas- n. 'knowledge, insight'; Gk. ei<'\oc; n. 'appearance'"
veikti,Lithuanian,508,LITH,17064,contains_non_ascii,"veikti 'do, work, function, have an effect (on), (dial.) fight, wear out', 3 pres. veikia, 3 pret. veikė"
veikti,Lithuanian,508,PIE,17066,fused_field_label,"*ueik-IE Lat. vincere 'defeat', 1sg. vinco; Olr. fichid 'fight'; Go. weihan 'fight'"
veikus,Lithuanian,509,LATV,17077,contains_non_ascii,"veikis [ei, ėi, ei2] 'quick, swift, diligent, agile, skilful, limited'"
veisti,Lithuanian,509,LITH,17083,contains_non_ascii,"veisti 'breed, rear, ( dial.) bear fruit', 3 pres. veisia, 3 pret. veisė (3 pres. also vifisa, vifista)"
veisti,Lithuanian,509,LATV,17084,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"viest [ie, ie2, ie2] 'rear, raise, increase, (refl.) be fertile, thrive', lsg. pres. viešu, lsg. pret. viesu"
veisti,Lithuanian,509,PIE,17086,fused_field_label,"*ueis-IE Lat. virere 'be green, fresh'"
veizdėti,Lithuanian,509,LITH,17092,contains_non_ascii,"veizdi!ti (Žem.) 'look, look for', 3 pres. veizdi, 3 pret. veizdi!jo (3 pres. also veizdžia, veizčia, veiza, veizti, veima, veina); VAR veizdi!ti (DP, Drskž), 3 pres. veizdi, 3 pret. veizdėjo; veizeti (Zem.), 3 pres. veizi, 3 pret. veizejo"
veizdėti,Lithuanian,509,LITH,17093,possible_ocr_digit_letter_year_or_symbol,"viedet [ie, ie, ie2, ie2] 'have the ability to see, see with difficulty, discern', lsg. pres. viedu, viedeju lsg. pret. viedeju"
veizdėti,Lithuanian,509,BSL,17094,fused_field_label,*weird-PSL *videti v. (a) 'see'
veizdėti,Lithuanian,509,SL,17095,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"OCS videti, lsg. vižd9, 3sg. vidit'b; Ru. videt', lsg. vižu, 3sg. vidit; Cz. videti; Slk. videf; Pl. widziee; SCr. vl'djeti, lsg. vl'dim; Čak. vl'dit (Novi), 2sg. vl'diš; Sln. vidęti, lsg. vidim; Bulg. vidja"
veizdėti,Lithuanian,509,PIE,17096,fused_field_label;possible_ocr_digit_letter_year_or_symbol;unusual_symbol_for_manual_check,*ueid-IE Gk. d<Sov isg. aor. 'saw'; Lat. videre 'see'; Go. witan 'observe'
vėjas,Lithuanian,510,LATV,17107,contains_non_ascii,"vejš [e, e] 'wind'"
vėjas,Lithuanian,510,PIE,17109,broken_reconstruction_spacing;fused_field_label,"*h2uehriu-IE Skt. vayu- m. 'wind, air, god of the wind'"
veldėti,Lithuanian,510,LITH,17115,contains_non_ascii,"veldčti [el, el] 'inherit, (OLith., dial.) acquire, attain, rule', 3 pres. veldi, 3 pret. veldčjo (3 pres. also velda, veldčja, veldžia)"
vėlė,Lithuanian,510,LITH,17122,contains_non_ascii,"vėll 4 [2/4] 'soul, ghost (of a dead person)'; VAR vell 4 (M., K., NdZ)"
velnias,Lithuanian,510,LATV,17134,contains_non_ascii,"vęlns [ęl, ęl2] 'devil'"
velti l,Lithuanian,510,SL,17142,contains_non_ascii,"OCS veleti 'want, order', 1sg. velj9; Ru. velet' 'want, order', 1sg. velju, 3sg. velit; Cz. veleti 'command, order'; SCr. velim 1sg. 'say'; velju (S. dial.) 1sg. 'say'; Čak. veli (Vrg.) 3sg. 'says'; Sln. velefti 'want, order, say', 1sg. velim; Bulg. velja 'say'"
velti 11,Lithuanian,511,LITH,17154,contains_non_ascii,"velti 'felt, full, tousle', 3 pres. velia, 3 pret. velė"
velti 11,Lithuanian,511,LATV,17155,possible_ocr_digit_letter_year_or_symbol;unusual_symbol_for_manual_check,"veft [e{, el] 'roll, felt', lsg. pres. ve/u, lsg. pret. velu"
velti 11,Lithuanian,511,PIE,17157,fused_field_label,*uelH-IE Go. wulan 'seethe' (*ulH-)
vemti,Lithuanian,511,LITH,17163,contains_non_ascii,"vemti 'vomit', 3 pres. vemia, 3 pret. vemė"
vemti,Lithuanian,511,LATV,17165,possible_ocr_digit_letter_year_or_symbol,"vemt [em, em2] 'vomit', lsg. pres. vemju, lsg. pret. vemu; VAR vemt (Dobi., Dunika, Siuxt), lsg. pres. vemju2"
vemti,Lithuanian,511,IE,17168,contains_non_ascii;mojibake_candidate;possible_ocr_digit_letter_year_or_symbol,"Skt. vamiti; Gk. ėµew; Lat. vomere, lsg. varno"
vergas,Lithuanian,511,LATV,17173,contains_non_ascii,"vęrgs [ęr, ęr2, ęr2] 'slave'; VAR vargs"
verkti,Lithuanian,511,LITH,17179,contains_non_ascii,"verkti 'cry, weep', 3 pres. verkia, 3 pret. verkė"
verkti,Lithuanian,511,BSL,17181,fused_field_label,"*werk-PSL *verskjati v. 'cry, scream'"
verkti,Lithuanian,511,SL,17182,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"CS vreštati; Ru. vereščat' 'squeal, chirp', lsg. verešču, 3sg. vereščit; Cz. vfeštėti; Pl. wrzeszczee; SCr. vrištati 'shriek', lsg. vrištatlm; Sln. vręščati, lsg. vręščim; Bulg. vreštja"
verkti,Lithuanian,511,PIE,17183,fused_field_label,"*uerk-IE Olc. var n. 'rheum'; Nw. var n. 'rheum'; OSw. var n. 'mucus, rheum, pus'; OHG warah n. 'pus, liquid manure' (al from PGmc. *u6rk-o-)"
verpti,Lithuanian,511,LITH,17189,contains_non_ascii;unusual_symbol_for_manual_check,"verpti 'spin, ( dial.) stab, <lig', 3 pres. verpia, 3 pret. verpė"
verpti,Lithuanian,511,LATV,17190,possible_ocr_digit_letter_year_or_symbol,"verpt [er, er2] 'spin', lsg. pres. verpju, lsg. pret. verpu"
verpti,Lithuanian,511,PIE,17192,contains_non_ascii;fused_field_label,"*uerp-IE Hitt. ųarp-zi 'wash, bathe, rub(?)'"
versti,Lithuanian,512,LITH,17202,contains_non_ascii,"versti 'fell, turn over, pile up, turn to, reduce to, translate', 3 pres. verčia, 3 pret. vertė"
versti,Lithuanian,512,LATV,17203,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"verst [er, er2] 'turn, turn over, plunge', lsg. pres. veršu, lsg. pret. versu; VAR verst, lSg. pres. veršu, lsg. pret. vertu"
versti,Lithuanian,512,PIE,17204,fused_field_label;possible_ocr_digit_letter_year_or_symbol,"*uert-IE Skt. vartate 'turn, roll'; Lat. vertere 'turn', lsg. verto; Go. wairpan 'become'; OHG werdan 'become'"
veršis,Lithuanian,512,LITH,17210,contains_non_ascii,"veršis 2 [ 2/ 4] 'calf, bull calf, ( dial.) bull, ox'"
veršis,Lithuanian,512,PIE,17213,broken_reconstruction_spacing;contains_non_ascii;fused_field_label,"*uers-IE Skt. vfǷan- adj./m. 'manly, powerful, male animal (bull, stallion)'; Gk. apOT]V 'manly'"
verti,Lithuanian,512,LITH,17219,contains_non_ascii,"verti 'pierce, string', 3 pres. veria, 3 pret. Verė"
verti,Lithuanian,512,LATV,17220,possible_ocr_digit_letter_year_or_symbol,"vert [ er, er, er2] 'pierce, string, stitch, open, close', lsg. pres. vqu, lsg. pret. veru"
verti,Lithuanian,512,BSL,17222,fused_field_label,"*wer(-PSL *zaverti v. 'close, enclose'"
verti,Lithuanian,512,SL,17223,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"OCS zavbri 3sg. aor. 'closed'; Ru. zaveret' ( dial.) 'mend, patch, wrap, roll up', lsg. zavru, 3sg. zavret; Cz. zavfiti 'close, lock, incarcerate'; Slk. zavriet""close, lock'; Pl. zawrzee 'contain, enclose, ( dial.) close'; SCr. zavrijeti 'hide', lsg. zavrem; Čak. zavriti (Vrg.) 'hide', 2sg. zavreš; Sln. zavręti 'detain, obstruct', lsg. zavrem"
veržti,Lithuanian,512,LITH,17229,contains_non_ascii,"veržti 'string, tighten, squeeze', 3 pres. veržia, 3 pret. veržė"
veržti,Lithuanian,512,LATV,17230,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"verzt2 'turn', lsg. pres. veržu2, lSg. pret. verzu2"
veržti,Lithuanian,512,BSL,17232,contains_non_ascii,*werž-PSL *ot'bverzti v.
veržti,Lithuanian,513,SL,17236,possible_ocr_digit_letter_year_or_symbol,"OCS otvresti 'open, reveal', isg. otvrbZ9 (less frequently oto-); Ru. otverzt' (poet.) 'open', isg. otverzu, 3sg. otverzet"
vesti,Lithuanian,513,LITH,17243,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"vesti 'lead', 3 pres. veda, 3 pret. vedė LATV vest 'lead', isg. pres. Vfdu, isg. pret. vedu OPR westwey (II), westwei (III), west (III) 'lead', 3 pret. wedde (III)"
vesti,Lithuanian,513,BSL,17245,fused_field_label,"*wed-PSL *vesti v. (e) 'lead, conduct'"
vesti,Lithuanian,513,SL,17246,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol;unusual_symbol_for_manual_check,"OCS vesti, isg. ved9; Ru. vest{, isg. vedu, 3sg. vedet; Cz. vėsti, isg. vedu; Slk. viest; Pl. wie5c; Sln. vėsti, isg. vėdem"
vesti,Lithuanian,513,PIE,17248,fused_field_label,"*uedh-IE Olr. fedid 'go, bring'"
vėsus,Lithuanian,513,LITH,17254,contains_non_ascii,"vėsus 4 [3/4] (i.e. vesus 3) 'fresh, cool'"
vėsus,Lithuanian,513,LATV,17255,contains_non_ascii,"vęss [ę, ę2] 'fresh, cool'"
vėti,Lithuanian,513,BSL,17263,fused_field_label,"*wd-PSL *vJjati v. (a) 'blow ( of wind), winnow'"
vėti,Lithuanian,513,SL,17264,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"OCS vejati (Supr.) 'blow ( of wind)', isg. vej9, 3sg. vejet11; Ru. vejat' 'winnow, blow ( of wind)', isg. vėju, 3sg. vėet; Cz. vati 'blow ( of wind)', isg. veji; OCz. vati 'id:, isg. veju; vieti 'id:, isg. veju; Slk. viat' 'id:; Pl. wiac 'id:; SCr. vi'jati 'winnow, fal heavily (snow), isg. vi'jem'; Čak. vi'jati (Vrg.) 'rise (steam), winnow', 2sg. vi'ješ; vejat (Orb.) 'sieve, winnow', 3sg. vieje; Sln. vęti 'blow ( of wind), winnow', isg. vęjem; vęjati 'id:, isg. vęjam, isg. vęjem; Bulg. veja 'blow ( of wind), blow away, winnow'"
vėti,Lithuanian,513,IE,17267,contains_non_ascii;mojibake_candidate,Skt. vati; Gk. a11µ1 (Hom.); OHG waen
vėtra,Lithuanian,513,LITH,17272,contains_non_ascii,"vetra l [1/4] 'storm' LATV vętra [ę, ę2] 'storm'; VAR vętri Npl. 'tempestuous weather'"
vėtra,Lithuanian,514,BSL,17277,fused_field_label,*wdtro-PSL *vJfrb m. O (a ) 'wind'
vėtra,Lithuanian,514,SL,17278,contains_non_ascii,"OCS vetrb; Ru. veter; Cz. vitr; Slk. vietor; Pl. wiatr; SCr. vjetar, Gsg. vjetra; Čak. vl'tar (Vrg.), Gsg. vl'tra; Sln. vętJr, Gsg. vętra; Bulg. vjatar"
vėtra,Lithuanian,514,PIE,17280,broken_reconstruction_spacing;fused_field_label,*h2ueh1-tr-o-IE Skt. vdti 'blow (of wind)'; Gk. a11cri 'blows (of wind)'; OHG waen 'blow (of wind)'
vetušas,Lithuanian,514,LITH,17286,contains_non_ascii,"vetušas ( obs.) 3 b 'old, archaic'"
vežti,Lithuanian,514,LITH,17296,contains_non_ascii,"vežti 'lead, convey', 3 pres. veža, 3 pret. vežė"
vežti,Lithuanian,514,BSL,17297,contains_non_ascii,"*wež-PSL *vezti v. (e) 'cart, lead, convey'"
vežti,Lithuanian,514,SL,17298,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"OCS vesti (Supr.), isg. vez9; Ru. vezti 'cart, convey', isg. vezu, 3sg. vezet; Cz. vezti 'lead, convey', isg. vezu; Slk. viezf 'id', isg. veziern; Pl. wiežc 'id:, isg. wiozę; SCr. vesti 'lead, convey', isg. vezern; Sln. vesti 'id:, isg. vezern"
vežti,Lithuanian,514,PIE,17299,fused_field_label,"*uegh-IE Skt. vahati 'carry, drive, lead'; Lat. vehere 'drive, lead'; Ok. vega 'move, swing, lift'"
vidus,Lithuanian,514,PIE,17308,fused_field_label,"*uidh-u-IE Olr. fid m. 'tree, wood, forest'; W gwydd pl. 'woods, trees'; Ok. vilfr 'tree, wood'; OE widu m. 'tree, wood'; OHG witu m.!n. 'tree, wood'"
viekas,Lithuanian,515,LITH,17316,contains_non_ascii,"viėkas ( dial.) 2 [ 1/2/ 4] 'physical strength, century, age, lifetime'; VAR vieka l [1/4] 'vigor, strength'; viekė (Būga) l 'vigor, coeundi cum femina potentia'"
viekas,Lithuanian,515,PSL,17319,contains_non_ascii,"*vįh, m. o (e)"
viekas,Lithuanian,515,SL,17320,contains_non_ascii,"OCS vėko 'age, lifetime'; Ru. vek 'century, age, lifetime'; Cz. vėk 'age, lifetime'; Slk. vek 'eternity, age, (lit.) lifetime'; Pl. wiek 'age, century, lifetime'; SCr. vljek 'age, century, lifetime'; Sln. vęk 'strength, age'"
viekas,Lithuanian,515,PIE,17322,fused_field_label,*uoik-o-IE Ok. veig f. 'pith strength'
vienas,Lithuanian,515,LATV,17329,contains_non_ascii,"viens [ie, iė] 'one'"
vienas,Lithuanian,515,PSL,17332,unusual_symbol_for_manual_check,*ji>no prn. (a) 'other'
vienas,Lithuanian,515,PIE,17335,contains_non_ascii;fused_field_label,*Hoi-no-IE Gk. 0'1v11 f. 'one ( on dice)'; Lat. ūnus 'one'
viesulas,Lithuanian,515,LITH,17340,contains_non_ascii,"viesulas 3• 'whirlwind'; VAR viesula l; viesulys 3b LATV viėsulis [iė, ie, ie2, ie2] 'whirlwind'; VAR viėsuls; viesuls2; viesals2"
viesulas,Lithuanian,515,SL,17344,unusual_symbol_for_manual_check,"Ru. vixr' m.(jo) 'whirlwind'; vix6r m.(o) 'forelock'; vixor (dial.) m.(o) 'whirlwind'; vix6r (dial.) m.(o) 'whirlwind'; ORu. viX'bTb m.(jo) 'whirlwind'; Cz. vichr m.(o) 'stormwind'; Slk. vichor m.(o) 'stormwind'; Pl. wicher m.(o) 'whirlwind, storm'; USrb. wichor m.(o) 'storm'; LSrb. wichor m.(o) 'storm'; wichar (arch.) m.(o) 'storm'; SCr. vl'har m.(o) 'whirlwind'; Sln. vih<JT m.(o) 'storm, lock of hair', Gsg. vihra; vihar m.(jo) 'storm', Gsg. viharja; vfhra f.(a) 'storm'; Bulg. vixar m.(o) 'stormwind'"
viešpati,Lithuanian,516,LITH,17352,contains_non_ascii,"viešpati 1 [1/3b] 'queen, mistress, lady'; VAR viešpatė 1; viešpačia 1; viešpačia 3b; viešpatni (WP) 'mistress, lady'"
viešpati,Lithuanian,516,IE,17356,broken_reconstruction_spacing,"Skt. vispatni- f. 'female ruler, mistress'"
viešpats,Lithuanian,516,LITH,17361,contains_non_ascii,viešpats m.(i) 1 'lord'; VAR viešpats m.(io) 1; viešpats m.(i) 3b; viešpatis m.(i) 1; viešpatis m.(i) 3b; viešpatis m.(i) 2
viešpats,Lithuanian,516,PIE,17366,broken_reconstruction_spacing;fused_field_label,"*uik-poti-IE Skt. vispati- m. 'lord, master, ruler'; vis- f. 'settlement, community, tribe'; vesa-m. 'house, brothel'; Gk. OlKOc; m. 'house, dwelling of any kind, household, native land'; Lat. vicus m. 'neighbourhood, street, village'; Go. weihs n. 'village'"
vykti,Lithuanian,516,LATV,17384,possible_ocr_digit_letter_year_or_symbol,"vikt 'thrive', ISg. pres. vikstu, ISg. pret. viku"
vilgšnas,Lithuanian,517,LITH,17392,contains_non_ascii,"vilgšnas (Žem.) 3 'moist, wet'; VAR vilgšnus l [1/4]"
vilgšnas,Lithuanian,517,BSL,17395,fused_field_label,*wilrg-PSL *vblgbh adj. o 'moist'
vilgti,Lithuanian,517,LATV,17406,possible_ocr_digit_letter_year_or_symbol,"vilgt 'become wet', lsg. pres. vilgstu, lsg. pret. vilgu"
vilkas,Lithuanian,517,SL,17418,contains_non_ascii,"OCS vlbh; Ru. volk, Gsg. v6lka; Cz. vlk; Slk. vlk; Pl. wilk; SCr. vuk, Gsg. vuka; Čak. vuk (Vrg., Hvar), Gsg. vuka; Sln. volk, Gsg. volka, volka; Bulg. valk"
vilkas,Lithuanian,517,PIE,17419,broken_reconstruction_spacing;fused_field_label,*ulkw-o-IE Skt. vfka- m.; Go. wulfs m.
vilkė,Lithuanian,517,LITH,17425,contains_non_ascii,vilkė l [1/2] 'she-wolf'
vilkė,Lithuanian,517,PSL,17428,contains_non_ascii,*vblčica f. ja 'she-wolf'
vilkė,Lithuanian,517,SL,17429,contains_non_ascii,Ru. volčica; Pl. wilczyca; SCr. vučica; Sln. volčica
vilkė,Lithuanian,517,PIE,17430,broken_reconstruction_spacing;fused_field_label,*ulkw-iH-IE Skt. vrki- f. 'she-wolf'; Ok. ylgr f. 'she-wolf'
vilkti,Lithuanian,518,LATV,17441,possible_ocr_digit_letter_year_or_symbol,"vilkt [il, if2, il2] 'drag', lsg. pres. Vflku, lsg. pret. vilku; VAR viikt2, lsg. pres. viiku2"
vilkti,Lithuanian,518,BSL,17443,fused_field_label,*welk-; *wilk-PSL *veikti v. 'drag'
vilkti,Lithuanian,518,SL,17444,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"OCS vlešti 'drag', lsg. vlek9; Ru. vol6č' ( coll.), lsg. valoku, 3sg. voločet; vleč', lsg. vleku, 3sg. vlečet (from Church Slavic); ORu. voloči, lsg. valoku; Cz. vlėci, lsg. vleku; Slk. vliecf, lsg. vlečiem; Pl. wlec, lsg. wlokę; SCr. vuCi, lsg. vucem; Čak. vūCi (Vrg.), 2sg. vūceš; Sln. vlęči, lsg. vlęčem; Bulg. vlekti, 2sg. vlečėš"
vilkti,Lithuanian,518,IE,17446,unusual_symbol_for_manual_check,Av. var<Jk- 'draw'
vilna,Lithuanian,518,SL,17457,contains_non_ascii,"OCS vlbna; Ru. v6lna ( dial.); volnti ( dial.); Ukr. v6vna; Cz. vlna; Slk. vlna; Pl. welna; SCr. vuna; Čak. (v)una (Vrg., Orb.); Sln. v6lna; Bulg. v&lna"
vilna,Lithuanian,518,IE,17459,broken_reconstruction_spacing,Skt. drva- f.; Lat. lana f.; Go. wulla f.
vilnis,Lithuanian,518,BSL,17465,fused_field_label,*wil?n-PSL *vblna f. a (e) 'wave'
vilnis,Lithuanian,518,PIE,17468,broken_reconstruction_spacing;contains_non_ascii;fused_field_label;unusual_symbol_for_manual_check,*ulH-n-IE Skt. ūrm{- m. 'wave'
vilpišys,Lithuanian,519,LITH,17476,contains_non_ascii,vilpišys 3b 'wild cat'; VAR viŽpišas; vilpišius
vyras,Lithuanian,519,PIE,17497,broken_reconstruction_spacing;fused_field_label,*uiHr6-IE Skt. vlra- m.; Lat. vir m.; Olr. fer m.; Go. wair m.
virbas,Lithuanian,519,SL,17507,contains_non_ascii,OCS VTbbije n. 'willows'; Ru. verba; verba (dial.); Ukr. verba; Cz. vrba; Slk. vfba; Pl. wierzba; SCr. vfba; Čak. vrba (Vrg.); Sln. vfba; Bulg. varba
virpėti,Lithuanian,520,LATV,17526,contains_non_ascii,"virpėt 'spin (with a spindle), tremble'"
virpti,Lithuanian,520,LATV,17533,contains_non_ascii,virptiės 'whirl'
