entry,section,pdf_page,field,content,line_start,extracted_star_forms,flags
antis l,Lithuanian,71,IE,"Skt. ati- f. 'aquatic bird'; Lat. anas f. 'duck'; OE ened f. 'duck', OHG anut f. 'duck'",1271,,broken_reconstruction_spacing
antis 11,Lithuanian,71,LITH,antis 2 'bosom'; VAR užuntis (E. Lith.) 2,1275,,contains_non_ascii
antis 11,Lithuanian,71,LATV,"azuOts f.(i) [uo, iw2] 'bosom'; VAR azuote [uo, uo]; azuots m.( o); azauts f.(i); azaute",1276,,
antras,Lithuanian,71,LITH,"antras 4 [2/ 4) 'second'; VAR antaras ( dial., OLith.) l/3b",1282,,
antras,Lithuanian,71,LATV,"uotrs [uo, uo, uo2, uo2] 'second'; VAR uotars (BW) 'second, other'; uotęrs (BW) 'second, other'",1283,,contains_non_ascii
antras,Lithuanian,71,OPR,"antars (III) 'second, other', Nsg. f. antra, Asg. m. antran; anters (I, II, III) 'second, other'",1284,,
antras,Lithuanian,71,PIE,*h2en-tero-IE Skt. antara- 'other'; Go. anpars 'other',1286,*h2en-tero-IE Skt. antara- 'other',fused_field_label
anūkas,Lithuanian,72,LITH,"anukas 2 'grandchild, grandson'; anukė 2 'granddaughter'; VAR unukas 2 'grandchild, grandson'; unukė 2 'granddaughter' SL Ru. vnuk 'grandchild, grandson', Gsg. vnuka; Ru. unuk ( dial.) 'grandchild, grandson'; Bel. unuk 'grandchild'; Ukr. onuk 'grandson'",1293,,contains_non_ascii
apačia,Lithuanian,72,LITH,apačia 3b 'bottom',1299,,contains_non_ascii
apačia,Lithuanian,72,LATV,"apakša 'bottom'; apakša 'below, beneath'; VAR apakšan (obs.) 'below, beneath'; apakš 'id:; apu( k )š 'id:",1300,,contains_non_ascii
apačia,Lithuanian,72,PIE,"*h2ep-etio-IE Skt. apatya- 'offspring, descendant'; Hitt. appezzi(ja)- 'backmost, hindmost'.",1302,*h2ep-etio-IE Skt. apatya- 'offspring,fused_field_label
apyaušris,Lithuanian,72,LITH,"apfaušris l 'early dawn, time just before daybreak'; VAR apyauštris (Vrn.) 1; apyaušra 1",1307,,contains_non_ascii
apie,Lithuanian,72,LITH,"apie prep. 'around, about'; ap(i)pref. 'round, around, about'; apy- pref. 'partly, around, about'; VAR apei prep. 'around, about'; apė, apl, apė prep. 'around, about'; api prep. 'around, about'",1313,,broken_reconstruction_spacing;contains_non_ascii
apie,Lithuanian,72,LATV,"ap prep. 'around, about'; ap- pref. 'round, around, about'",1314,,broken_reconstruction_spacing
apie,Lithuanian,72,OPR,"ep-, eb-, ab- pref. Corresponds with MoHG be- and occasionally occurs as a marker of perfective aspect.",1315,,broken_reconstruction_spacing
apie,Lithuanian,72,PIE,*h1epi; *h1opi,1317,*h1epi | *h1opi,
apie,Lithuanian,72,IE,"Skt. api adv., prev., prep. 'also, further, even'; Gk. em, trri adv., prep. 'on it, at it; on, at, by, at the same time, because' with gen., dat. and acc. (Il.), Myc. e-pi prep.",1318,,
apyūšris,Lithuanian,72,LITH,"apyūšris ( dial.) 1 'early dawn, time just before daybreak'",1324,,contains_non_ascii
apvalus,Lithuanian,72,LITH,apvalus 4 'round'; VAR apalus 3b; apvalas 3b; apalas 3b LATV apa/š 'round',1329,,contains_non_ascii
apvalus,Lithuanian,73,IE,Ok. valr 'round',1333,,
apvaras,Lithuanian,73,LITH,"apvaras 3b 'cord, string, lace'; VAR aparas (Žem.) 1; apvara 3b [1/3b]; apara (Žem.) 1; apivaras 1; apyvaras 1; apivara 1; apyvara 1",1339,,contains_non_ascii
apvaras,Lithuanian,73,PSL,"*obora f. a 'string, twine'",1341,*obora f. a 'string,
apvaras,Lithuanian,73,SL,"CS obora 'buckle'; Ru. ob6ra ( dial.) 'string for tying up bast shoes'; ob6r, 6bor (dial.) m. 'string, kind of fishing-net'; ORu. obora 'strap, string for tying up bast shoes'; Bel. ob6ra 'string, twine'; Ukr. ob6ra 'string, twine'; Pl. obora ( dial.) 'string for tying up bast shoes'",1342,,
ar,Lithuanian,73,LITH,"ar 'interrogative ptcl., whether, if, (OLith., dial.) and'; VAR er (DP, Sirv., Bretk.) interrogative ptcl.",1348,,
ar,Lithuanian,73,LATV,"ar ( obs., dial.) 'interrogative p tel., whether, if'; ar prep. 'with'",1349,,
ar,Lithuanian,73,PIE,"*h2er-IE Gk. lipa, pa 'then'; apa interrogative ptcl.",1351,*h2er-IE Gk. lipa,fused_field_label
ardamas,Lithuanian,73,LITH,ardamas (Pruss. Lith.) 1 'crossbar to which the sails of a ship are attached',1357,,
ardas,Lithuanian,73,LITH,"ardas 4 [2/4] 'pole in a barn for drying sheafs, layer (of plants)' (according to Illič-Svityč (1963: 32), the card files of the Lithuanian dialect atlas contain evidence for AP 2 in Žemaitian and the neighbouring Aukštaitian dialects)",1363,,contains_non_ascii
ardas,Lithuanian,73,LATV,"ardi Npl. [ar, ar, ar2, &r2] 'die Dorrbalken in der Heizriege, dicke Stangen, die iiber oder nebem dem Ofen im Zimmer zum Trocknen der Pergel, Kleider u.s.w. angebracht sind' (the singular is rare)",1364,,
ardas,Lithuanian,73,SL,"Ru. arda (Olon.) 'rack consisting of poles for hanging a sweep-net out to dry'; Ru. ardy Npl. 'rack for drying flax (Novg.), device for drying fishingnets (Arkh.)'",1366,,
ardyti,Lithuanian,74,LITH,"ardyti 'pull down, destroy', 3 pres. ardo, 3 pret. ardė",1376,,contains_non_ascii
ardyti,Lithuanian,74,LATV,"ardit [ar, ar, ar2] 'destroy, scatter', lsg. pres. ardu, lsg. pret. ardiju",1377,,possible_ocr_digit_letter_year_or_symbol
ardyti,Lithuanian,74,BSL,*or-ei/i-PSL *oriti v.,1378,*or-ei/i-PSL *oriti v.,
ardyti,Lithuanian,74,SL,"OCS oriti 'tempt' (lit. 'drag down'); razoriti 'throw away, cast out'; Ru. razorit' 'destroy'; Cz. obofiti 'collapse'; SCr. razoriti 'destroy'; Bulg. 6rja 'bring down'",1379,,
ardyti,Lithuanian,74,PIE,*Hor-eie-,1381,*Hor-eie-,
arklas,Lithuanian,74,LITH,"arklas 3 [1/3] 'plough' (AP l is mentioned by Illič-Svityč (1963: 82 fn.), but not by the LKZe) LATV arkis [ar, ar] 'plough'; VAR arklis (Tam.) ssL *arrdlo; *arrtlo PSL *ordlo n. o (a) 'plough' SL OCS ralo; Ru. ralo; Cz. radlo; Slk. radlo; Pl. radlo; SCr. riilo; Sln. ral9 'small plough'; Bulg. ralo PIE *h2rhrdhlom IE Gk. lipoTpov n. 'plough'; Arm. arawr 'plough'",1388,*arrdlo | *arrtlo PSL *ordlo n. | *h2rhrdhlom IE Gk. lipoTpov,contains_non_ascii
arklys,Lithuanian,74,LITH,arklys 3 'horse',1394,,
aršus,Lithuanian,75,LITH,"aršUs 4 'violent, furious, ( dial.) bad'",1402,,contains_non_ascii
arti l,Lithuanian,75,LITH,"arti 'plough', 3 pres. aria, 3 pret. arė",1408,,contains_non_ascii
arti l,Lithuanian,75,LATV,"art [ar, ar] 'plough', 1sg. pres. aru, 1sg. pret. aru",1410,,
arti l,Lithuanian,75,BSL,*ar?-,1412,*ar?-,
arti l,Lithuanian,75,PSL,*orati v. 'plough',1414,*orati v. 'plough',
arti l,Lithuanian,75,SL,"OCS orati, lsg. orj9; Ru. orat' ( dial.), lsg. orju, 3sg. oret; Cz. orati; Slk. orat'; Pl. orati, lsg. orzę; SCr. arati, 1sg. orem; Čak. orati (Vrg.), 2sg. oreš; Sln. orati, 1sg. oram, lsg. 6rjem; 6rati; Bulg. orei",1416,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
arti l,Lithuanian,75,PIE,*h2erhrie-,1418,*h2erhrie-,
arti l,Lithuanian,75,IE,Gk. čtp6w 'plough'; Lat. arare 'plough',1420,,contains_non_ascii
arti 11,Lithuanian,75,LITH,"arti adv.!prep. 'near, close'; VAR artie",1426,,
arti 11,Lithuanian,75,PIE,*h2er-t-,1428,*h2er-t-,
arti 11,Lithuanian,75,IE,"Gk. apn adv. 'just, just now, recently'; Arm. ard 'just now'",1430,,
artimas,Lithuanian,76,LITH,"artimas 3b [3•/3b] 'near, close, neighbouring, not long'; VAR af""tymas 3b; artymas 3•",1440,,contains_non_ascii
artojas,Lithuanian,76,LITH,"artojas i 'ploughman, farmer' LATV ariijs 'ploughman, farmer'; VAR arejs OPR artays (EV) 'farmer'",1445,,
artojas,Lithuanian,76,BSL,*ar(tarjas,1447,*ar(tarjas,
artojas,Lithuanian,76,PSL,"*ortajb m. jo (a) 'ploughman, farmer'",1448,*ortajb m. jo (a,
artojas,Lithuanian,76,SL,Ru. rataj (folk poet.); OCz. rataj; OPI. rataj; SCr. ratiir; Sln. rataj,1449,,
aržus,Lithuanian,76,LITH,"aržus ( dial.) 4 'ardent, voluptuous, stubborn'; VAR eržus 4",1455,,contains_non_ascii
aržus,Lithuanian,76,PIE,"*h 1 arg""-IE Gk. opxw; Npl. m. 'testicles'; Av. arazi 'testicles' Ndu. m.; Olc. argr 'indecent, bad, libidinous'",1457,"*h 1 arg""-IE Gk.",broken_reconstruction_spacing
ąsa,Lithuanian,76,LITH,"ąsa 4 'ear ( of a jug), eye ( of a needle ), button-hole'",1463,,contains_non_ascii
ąsa,Lithuanian,76,LATV,"uasa [ua, uo2, ua2] 'handle, ear, eyelet'; VAR uase [ua, uo2]; uose2; uass f.(i) [ua, u62]",1464,,
ąsa,Lithuanian,76,OPR,ansis (EV) 'hook',1465,,
ąsa,Lithuanian,76,PIE,*h2ens-ehr,1466,*h2ens-ehr,
ąsa,Lithuanian,76,IE,"Lat. iinsa f. 'handle ( of a cup, jar or similar vessel), handle of a door, loop, clamp, fish-hook'; Olc. a:s f. 'hole for shoe-laces'",1467,,
asilas,Lithuanian,76,LITH,iisi[as 3b 'donkey',1473,,
asilas,Lithuanian,76,OPR,asilis (EV) 'donkey',1474,,
asilas,Lithuanian,76,BSL,*asilas,1475,*asilas,
asilas,Lithuanian,76,PSL,*asih m. o (b) 'donkey',1476,*asih m. o (b,
asilas,Lithuanian,76,SL,"ocs asbl'b; Ru. asei, Gsg. asla; Cz. asei; Slk. asai; Pl. asial; SCr. osaa, Gsg. asla; Sln. 6sal, Gsg. 6sla",1477,,
ąsotas,Lithuanian,77,LITH,qs6tas l 'with ears',1485,,
aš,Lithuanian,77,LITH,aš'I'; VAR eš (OLith.),1491,,contains_non_ascii
aš,Lithuanian,77,LATV,es 'I',1492,,
aš,Lithuanian,77,OPR,"as (I, III), es (II) T",1493,,
aš,Lithuanian,77,BSL,*e?ž-um; *(es?),1495,*e?ž-um | *(es?,contains_non_ascii
aš,Lithuanian,77,PSL,*az11 prn. T,1496,*az11 prn. T,
aš,Lithuanian,77,SL,"OCS az11; Ru. ja; ORu. (j)az11; Cz. ja; OCz. jaz; Pl. ja; OPL jaz; jaz; SCr. ja; jiiz ( dial.); Čak. jd (Vrg.); jii (Novi); ja (Orb.) 'I, me'; Sln. jaz; Bulg. az; ja ( dial.)",1497,,contains_non_ascii
aš,Lithuanian,77,PIE,*h1eg-H-om,1499,*h1eg-H-om,
aš,Lithuanian,77,IE,Skt. aham; Gk. tyw; Lat. ego; Go. ik,1500,,
ašara,Lithuanian,77,LITH,"ašara l 'tear' (I have not encountered any attestations of Pokorny's variant ašara (IEW: 23, 279))",1504,,contains_non_ascii
ašara,Lithuanian,77,LATV,asara 'tear',1505,,
ašara,Lithuanian,77,PIE,*h2ekru-IE Skt. a5ru- n. 'tear'; Toch. A akiir 'tear',1507,*h2ekru-IE Skt. a5ru- n.,broken_reconstruction_spacing;fused_field_label
ašis,Lithuanian,77,LITH,"ašis f.(i) 4 'axle, axis'",1513,,contains_non_ascii
ašis,Lithuanian,77,LATV,"ass f.(i) 'axle, axis'",1514,,
ašis,Lithuanian,77,OPR,assis (EV) 'axle',1515,,
ašis,Lithuanian,77,BSL,*asis,1517,*asis,
ašis,Lithuanian,77,PSL,"*OSb f. i (e) 'axle, axis'",1518,*OSb f. i (e,
ašis,Lithuanian,77,SL,"CS osv; Ru. os'; OCz. os; Slk. os; Pl. os; SCr. 6s; Sln. 9s, Gsg. asi; Bulg. os",1519,,
ašis,Lithuanian,77,PIE,*h2eks-(i-),1521,*h2eks-(i-,
ašis,Lithuanian,77,IE,Skt. <ik$a- m.; Gk. a0wv m.; Lat. axis m.; OHG ahsa f.,1522,,broken_reconstruction_spacing;unusual_symbol_for_manual_check
ašmas,Lithuanian,77,LITH,ašmas ( obs.) 4 'eighth',1527,,contains_non_ascii
ašmas,Lithuanian,78,OPR,"asmus (I, II, III) 'eighth', Asg. asman (III)",1531,,
ašmas,Lithuanian,78,BSL,*ošmos,1532,*ošmos,contains_non_ascii
ašmas,Lithuanian,78,PSL,*osm'b num. o (b) 'eighth',1533,*osm'b num. o (b,
ašmas,Lithuanian,78,SL,OCS osm'b; Ru. vos'm6j; Cz. osmy; Slk. osmy; Pl. 6smy; SCr. osmi; Čak. osmi (Vrg.); 6smi (Novi); Y{jsmi (Orb.); Sln. psmi; Bulg. 6smi,1534,,contains_non_ascii;unusual_symbol_for_manual_check
ašmas,Lithuanian,78,PIE,*h3ekthrUO-IE Lat. octiivus 'eighth',1536,*h3ekthrUO-IE Lat. octiivus 'eighth',fused_field_label
ašmenys,Lithuanian,78,LITH,"iišmenys Npl. m. 3b 'cutting-edge, blade'; VAR iišmens Npl. m. 3b; iišmenes Npl. m. 1 LATV asmens m.(n) 'cutting-edge, blade', Gsg. asmens, asme1;1a; VAR asmins m.(n), Gsg. asmins, asmi1;1a; asmins m.( o)",1541,,contains_non_ascii
aštrus,Lithuanian,78,LITH,"aštrus 4 'sharp'; VAR aštras (OLith., dial.) 4; ašrus 4; ašras",1547,,contains_non_ascii
aštrus,Lithuanian,78,LATV,"ass 'sharp'; VAR asrs (Rutzau, Dunika)",1548,,
aštrus,Lithuanian,78,BSL,*ašros,1550,*ašros,contains_non_ascii
aštrus,Lithuanian,78,PSL,*astro adj. o (b/c) 'sharp',1551,*astro adj. o (b/c,
aštrus,Lithuanian,78,SL,"OCS ostr'b; Ru. 6stryj; Cz. ostry; Slk. ostry; Pl. ostryj; SCr. oštar, f. oštra; SCr. oštar, f. oštra; Čak. oštar (Vrg.), f. oštra, n. oštro; Sln. 6star",1552,,contains_non_ascii
aštrus,Lithuanian,78,PIE,*h2ek-ro-IE Gk. čiKpo<; 'pointed'; Lat. iicer 'sharp',1554,*h2ek-ro-IE Gk. čiKpo<,contains_non_ascii;fused_field_label;unusual_symbol_for_manual_check
aštuntas,Lithuanian,78,LITH,aštuntas 4 'eighth'; VAR aštuoiitas 4 [1/4] [i.e. aštuontas 1],1562,,contains_non_ascii
aštuntas,Lithuanian,78,LATV,astu6tais 'eighth'; VAR astCttais; astantęs; astitais,1563,,contains_non_ascii
aštuoni,Lithuanian,78,LITH,aštuoni 3 'eight',1569,,contains_non_ascii
aštuoni,Lithuanian,78,LATV,"astu61;1i 'eight'; VAR astu1;1i; asti1;1(i) (Tam., High Latv.)",1570,,
aštuoni,Lithuanian,78,BSL,*ošto(,1571,*ošto(,contains_non_ascii
aštuoni,Lithuanian,79,PSL,*osm1> num. (b) 'eight',1575,*osm1> num. (b,unusual_symbol_for_manual_check
aštuoni,Lithuanian,79,SL,"OCS osm1>; Ru. v6sem'; vosem' ( dial.); Cz. osm; Slk. osem; Pl. osiem; OPI. osm; Slnc. vuęsem; USrb. w6som; LSrb. wosym; wosom ( dial.); SCr. osam; Čak. osan (Vrg., Orb.); osam (Novi); Sln. psam",1577,,contains_non_ascii;unusual_symbol_for_manual_check
aštuoni,Lithuanian,79,PIE,*h3ekteh3,1579,*h3ekteh3,broken_reconstruction_spacing
aštuoni,Lithuanian,79,IE,Skt. a?ttiu; Lat. acto,1580,,
ašutas,Lithuanian,79,LITH,ašutas 3h 'hair of a horse's tail or manes',1588,,contains_non_ascii
ašutas,Lithuanian,79,BSL,*a.Sutos,1590,*a.Sutos,
ašutas,Lithuanian,79,PSL,*os'btb m. o 'thistle',1592,*os'btb m. o 'thistle',
ašutas,Lithuanian,79,SL,"OCS osot'b (PsDim.) 'thistle, sow thistle'; Ru. os6t; Cz. oset; Pl. oset; USrb. w6st; LSrb. woset; Sln. osat; 6sat",1593,,
ašva,Lithuanian,79,LITH,ašva (obs.) 2 'mare'; VAR ešva (Bretk.) 'mare'; Ašva 2 'name of a river',1599,,contains_non_ascii
ašva,Lithuanian,79,LATV,"Asva 'place-name, name of a lake'",1600,,
ašva,Lithuanian,79,OPR,aswinan (EV) 'mare's milk',1601,,
ašva,Lithuanian,79,PIE,*h1ekuehr,1603,*h1ekuehr,
ašva,Lithuanian,79,IE,Skt. asva- f. 'mare',1604,,broken_reconstruction_spacing
ašvienis,Lithuanian,79,LITH,ašvienis (Žem.) 1 [1/3h] 'workhorse',1612,,contains_non_ascii
at,Lithuanian,79,LITH,at- pref. 'back' LATV at- pref. 'back',1617,,broken_reconstruction_spacing
at,Lithuanian,80,OPR,"at-, et- pref. 'back, away'",1621,,broken_reconstruction_spacing
at,Lithuanian,80,BSL,*ot,1623,*ot,
at,Lithuanian,80,PSL,*ot( 'b) prep. 'from',1624,*ot( 'b,
at,Lithuanian,80,SL,OCS ot'b; Ru. ot(o) ; Cz. od(e) ; Slk. od(o) ; Pl. od(e) ; SCr. od(a) ; Sln. od,1625,,
at,Lithuanian,80,PIE,*h1eti,1627,*h1eti,
at,Lithuanian,80,IE,"Skt. eiti prep. 'beyond, over'; Gk. fn adv. 'yet, still, besides'; Lat. et conj. 'and'; Go. ip conj. 'but, if'",1628,,
atkarus,Lithuanian,80,LITH,"atkarus 4 [3b/4] (AP 4 is not mentioned in the LKZe) 'turned back (of a scythe), obstinate'; VAR atkaras 3b",1634,,
atkusti,Lithuanian,80,LITH,"atkusti 'come off ( crust, rind), recover, become more prosperous again', 3 pres. atkunta, 3 pret. atkilto",1640,,
atkusti,Lithuanian,80,LATV,"atkust 'grow, increase, get better'",1641,,
atlaikas,Lithuanian,80,LITH,"atlaikas 3b 'remainder, remnant'; VAR atlaika 3b 'remainder, remnant, spare time'",1646,,
atlaikas,Lithuanian,80,BSL,*otloiko(s) ( otloikum ?),1648,*otloiko(s,
atlaikas,Lithuanian,80,PSL,*ot'blek'b m. o,1649,*ot'blek'b m. o,
atlaikas,Lithuanian,80,SL,"OCS ot'blek'b 'remainder, remnant'",1650,,
atolas,Lithuanian,80,LITH,"atolas l [1/3] 'after-grass, aftermath'; VAR atolis (Donel.) m. l",1656,,
atolas,Lithuanian,80,LATV,"atals [a, a, a2, a2] 'after-grass, aftermath'; VAR attais; atals; attais",1657,,
atolas,Lithuanian,80,OPR,"attolis (EV) 'after-grass, aftermath'",1658,,
atsailė,Lithuanian,81,LITH,"iitsailė I 'cross-bar between beam and axle' LATV saiklis 'string, band' PSL *sfdlo n. o (b) 'noose, snare' SL OCS silo; Ru. sil6 ( dial.); Ru. si/o ( dial.); ORu. silo; Pl. sidlo 'snare, trap' IE OHG seil n. 'rope, snare, fetter'",1665,*sfdlo n. o (b,contains_non_ascii
atsala,Lithuanian,81,LITH,"atsala I 'sand-bank, shallow, creek, backwater'",1670,,
atšankė,Lithuanian,81,LITH,"atšanke ( dial.) 3h 'barb, funnel-shaped part of a fishing-net', iitšankė (Būga) I 'branch, bough'; VAR atšanka (Ness.) 'barb' BSL *fonk-PSL *s(Jk'b m. o (e) 'bough, knot (in wood), splinter' SL OCS s9h 'splinter'; Ru. suk 'bough, knot (in wood)', Gsg. sukti; Ru. suk (arch.), Gsg. suka; Bel. suk, Gsg. sukti; Bel. suk, Gsg. suka; Ukr. suk 'knot (in wood)', Gsg. sukti; Cz. suk 'knot (in wood)'; Slk. suk; Pl. sęk; Slnc. siįk; Kajk. souk (Bednja) 'knot (in wood)', Gsg. souka; Sln. s(Jk PIE *konk-u-s IE Skt. 5anku- m. 'peg, wooden nail'; Oic. htir m. 'thole pin'",1675,*fonk-PSL *s(Jk'b m. o | *konk-u-s IE Skt. 5anku-,broken_reconstruction_spacing;contains_non_ascii;fused_field_label
atverti,Lithuanian,81,LITH,"atverti 'open', 3 pres. atveria, 3 pret. atvi!rė LATV atvert 'open' OPR etwerreis 2sg. imper. 'open!' BSL *otwer?-PSL *ot( 1' )verti v. 'open' SL Cz. otevfiti 'open', isg, otevfu, isg. otevru; Sln. odvręti 'remove an obstruction, open', ISg. odvrem",1678,*otwer?-PSL *ot( 1',contains_non_ascii;fused_field_label;possible_ocr_digit_letter_year_or_symbol
au-,Lithuanian,82,LITH,au- 'away',1686,,
au-,Lithuanian,82,LATV,au- 'away',1687,,
au-,Lithuanian,82,OPR,au- 'away',1688,,
au-,Lithuanian,82,BSL,*au-,1690,*au-,
au-,Lithuanian,82,PSL,"*u prep./pref. 'from, by, at, (pref.) away'",1692,*u prep./pref. 'from,
au-,Lithuanian,82,SL,"OCS u 'from, at'; u- 'away'; Ru. u 'by, at'; u- 'away'; Pl. u 'by, at'; u- 'away'; SCr. u 'by, at'; u- 'away'; Sln. u- 'away'; Bulg. u 'by, at'; u- 'away'",1693,,
au-,Lithuanian,82,PIE,*h2eu,1695,*h2eu,
au-,Lithuanian,82,IE,"Skt. ava prvrb./prep. 'off, away'; Lat. au- pref. 'away'; Olr. 6 (ua) prep. 'from'",1696,,broken_reconstruction_spacing
audra,Lithuanian,82,LITH,audra 1 [1/4] 'heavy storm (usually. accompanied by rain or snow)'; VAR audras (Pruss. Lith.) 1,1702,,
auginti,Lithuanian,82,LITH,"auginti 'raise, bring up', 3 pres. augina, 3 pret. augino",1708,,
auginti,Lithuanian,82,LATV,"audziniit 'raise, bring up, educate'",1709,,
auginti,Lithuanian,82,OPR,auginnons ptc. pf. act. 'raised'; poaugints ptc. pf. pass. 'raised'; poauginneiti 2pl. imper. 'raise'!,1710,,
augmuo,Lithuanian,82,LITH,"augmuo m.(n) 3• [3•/3b] 'plant, sprout'",1716,,contains_non_ascii
augmuo,Lithuanian,82,PIE,"""h2eug-men-IE Skt. ojman- m. 'strength, power'; Lat. augmentum n. 'increase, growth'",1718,,broken_reconstruction_spacing
augti,Lithuanian,82,LITH,"augti 'grow', 3 pres. auga, 3 pret. augo",1724,,
augti,Lithuanian,82,LATV,"augt 'grow', 1sg. pres. augu, 1sg. pret. augu",1725,,
augti,Lithuanian,82,PIE,"""h2eug-IE Lat. augere 'increase, augment (tr.)'; Go. aukan 'increase'",1727,,
auka,Lithuanian,83,LITH,"auka 4 'saerifiee, vietim, offering'",1737,,
auklė,Lithuanian,83,LITH,"aūklė 2 (2/4] 'shoe-laee (of sandals or bast-shoes), cord, foot-cloth'; VAR auklis 'string, eord' LATV aukla (au, aū, au2] 'string, cord'; VAR auklis; aukle OPR auclo (EV) 'halter",1742,,contains_non_ascii
auklė,Lithuanian,83,IE,Lat. subūcula f. 'woolen undertunie',1744,,contains_non_ascii
aukoti,Lithuanian,83,LITH,"auk6ti 'grow', 3 pres. aukoja, 3 pret. aukojo",1750,,
auksas,Lithuanian,83,LITH,auksas 3 (1/3] 'gold'; VAR ausas l,1756,,
auksas,Lithuanian,83,OPR,"ausis (EV), Asg. ausin (III) gold'",1757,,
auksas,Lithuanian,83,PIE,*h2e-h2US-O-IE Toeh. A wiis m. 'gold'; Toeh. B yasa n. 'gold'; Lat. aurum n. 'gold',1758,*h2e-h2US-O-IE Toeh. A wiis,fused_field_label
auksinas,Lithuanian,84,LITH,"auksinas l 'golden, (m.) monetary unit'",1770,,
aukštas,Lithuanian,84,LITH,aukštas 3 'high',1776,,contains_non_ascii
aukštas,Lithuanian,84,LATV,augsts 'high',1777,,
aukštas,Lithuanian,84,PIE,"*h2eug-IE Lat. augustus 'exalted, lofty'",1779,*h2eug-IE Lat. augustus 'exalted,fused_field_label
aulas,Lithuanian,84,LITH,"aūlas 4 [2/4) 'leg of a boot, pipe in a mill for pouring grain to the millstones' LATV aūls (aū, au2] 'leg of a boot'; VAR aūle OPR aulis (EV) 'shin'",1784,,contains_non_ascii
aulas,Lithuanian,84,BSL,*aul-PSL *ulica f. ja (a) 'street',1786,*aul-PSL *ulica f. ja,fused_field_label
aulas,Lithuanian,84,SL,"Ru. ulica; ORu. ulica 'square, street, passage'; Cz. ulice; Slk. ulica; Pl. ulica; SCr. Ulica 'yard, street'; Sln. ulica 'alley, street'; Bulg. ulica 'street'",1787,,
aulas,Lithuanian,84,PIE,"*h2eul-IE Gk. auA6c; m. 'pipe, flute'; UUAWV m. 'hollow, channel, strait'; Olc. hvannj6li m. 'stalk of angelica' (with secondary e-grade, cf. Kroonen 2013: 42).",1789,*h2eul-IE Gk. auA6c,fused_field_label
aulys,Lithuanian,84,LITH,aulys (Zem.) 4 '(bee)hive'; VAR avilys 3b,1795,,
aulys,Lithuanian,84,LATV,aūlis '(bee )hive',1796,,contains_non_ascii
aulys,Lithuanian,84,BSL,*aulio-PSL *ulbjb m. io '(bee)hive',1798,*aulio-PSL *ulbjb m. io,fused_field_label
aulys,Lithuanian,84,SL,"RuCS ulii; Ru. ulej, Gsg. ul'ja; Cz. ul; Slk. ul; Pl. ul; Čak. ūlj (Orb.), Gsg. ūljii; Sln. ūlj 'hollow tree, (bee )hive'; Bulg. ulej 'pipe, opening'",1799,,contains_non_ascii
aumuo,Lithuanian,85,LITH,aumuo m.(n) 3h 'mind',1807,,
aumuo,Lithuanian,85,BSL,*aum(en)-PSL *umo m. o (b) 'mind',1808,*aum(en | *umo m. o (b,fused_field_label
aumuo,Lithuanian,85,SL,"OCS umo; Ru. um, Gsg. urna; Cz. um (lit.); Slk. um; Pl. um; SCr. um, Gsg. urna; Sln. um 'mind, wrath'; um 'mind', Gsg. urna",1810,,
aure,Lithuanian,85,LITH,"aure ptcl. 'there, over there'; aure adv. 'there, then, approximately'",1816,,
ausčioti,Lithuanian,85,LITH,"ausčioti 'gossip, talk nonsense', 3 pres. ausčioja, 3 pret. ausčiojo",1822,,contains_non_ascii
ausčioti,Lithuanian,85,LATV,"aušat [aū, au2] 'chatter, talk nonsense'",1823,,contains_non_ascii
ausčioti,Lithuanian,85,BSL,*OU?t- ( au?t-?),1825,*OU?t- ( au?t-?,
ausčioti,Lithuanian,85,PSL,*ustiti v.,1826,*ustiti v.,
ausčioti,Lithuanian,85,SL,"OCS ustiti 'incite, persuade'; Sln. ustiti 'say, talk, agitate'",1827,,
ausis,Lithuanian,85,LITH,ausis f.(i) 4 'ear',1833,,
ausis,Lithuanian,85,LATV,"auss f.(i) [au, au2] 'ear'",1834,,
ausis,Lithuanian,85,OPR,iiusins Apl. 'ears',1835,,
ausis,Lithuanian,85,BSL,*auǷ-PSL *uxo n. o (e) 'ear',1837,*auǷ-PSL *uxo n. o,contains_non_ascii
ausis,Lithuanian,85,SL,"OCS uxo n.(s/o), Gsg. ušese, Gsg. uxa, Ndu. uši; Ru. uxo, Npl. uši; Cz. ucho; Slk. ucho; Pl. ucho; SCr. uho, Npl. f. uši; uvo, Npl. f. uši; Čak. uho (Vrg„ Hvar), Gsg. uha, Npl. m. uši; uho (Novi), Npl. ūši; uho (Orb.), Gsg. aha, Npl. f. uši; Sln. uh{) n.(s), Gsg. ušęsa; Bulg. ux6, Npl. uši",1838,,contains_non_ascii;unusual_symbol_for_manual_check
ausis,Lithuanian,85,PIE,*h2eus-IE Lat. auris f.; Olr. au n.; Go. auso f.,1839,*h2eus-IE Lat. auris f.,fused_field_label
austi,Lithuanian,85,LITH,"austi 'weave', 3 pres. audžia, 3 pret. audė",1843,,contains_non_ascii
austi,Lithuanian,85,LATV,"aust 'weave', isg. pres. aužu, isg. pret. audu",1844,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
aušra,Lithuanian,86,LITH,aušra 4 [2/4] 'dawn'; VAR auštra (S. dial.) 4,1852,,contains_non_ascii
