form	count
Eponī	1
equī	1
erdžiù	1
ERVDINO	1
EST	1
EUSAL	1
F(ACTVM	1
F(ILII	1
F(ILIO	1
faciō	1
FEBRARIAS	1
februārius	1
FELICIS	1
FIL(IA	1
FL/AVI	1
FLVERE	1
FLVIO	1
FLVVIVS	1
frīgēdō	1
FVSCVS	1
fīnis	1
fīnīre	1
fīnītus	1
fīnīvī	1
GADARENSIVM	1
GAULISH	1
GENTILITATEM	1
GRANNO	1
GRANNO.30	1
GRATVS	1
grātu-ītus	1
grātēs	1
gu̯	1
H(IC	1
H(OSPITIVM	1
H.-H	1
hēaf	1
hēofi	1
i)i̯o-	1
i.i̯V	1
i.u̯a-	1
i.u̯V-	1
III	1
INTER	1
IOVANTVCARO	1
IOVINCILLOS	1
iuventūs	1
iuvāre	1
IV/TI	1
IVENGAR	1
IVENTA	1
IVLI	1
IVLIA	1
IVLIVS	1
IVVENIS	1
iðo	1
i̯no-	1
i̯R-	1
i̯ro-	1
i̯u.u̯a-	1
i̯u.u̯V-	1
i̯u̯a-	1
J.-C	1
K.-H	1
K.0.6	1
K.6.1	1
ki̯	1
ku.u̯e	1
kuaśoni	1
kūpėti	1
Kηρπατης	1
L(IBERTA	1
L(VCI	1
L-13	1
LAETA	1
LALIES	1
le̯	1
LIBERTVS	1
li̯ar	1
li̯e	1
lopāśá-	1
LOSSIO	1
loði̯o	1
luō	1
LVCANI	1
M(ANIBVS	1
M(ARCVS	1
M]ARTI	1
MAT(-	1
MATRER	1
mazdā-	1
MCMLXXXIV	1
med-ot-m̥	1
med-ōt-s	1
medhā-	1
MEDOTIO	1
MEDVIONI	1
MEDVTICA	1
MEDVTTI/CORVM	1
MEDVTTIVS	1
MEDVTTVS	1
MEDVTVS	1
MERQV	1
MEZVTVS	1
MILES	1
MIR(OBRIGENSIS	1
MORPHOLOGY	1
MOSICA	1
MOSICVNI	1
MOSQV[-	1
N(VMINI	1
N>	1
NEPOS	1
NIVIS	1
NOS(TR)I	1
NOTES	1
Nr̥	1
NVAN(A)E	1
oe̯	1
oi̯	1
OPTA(TVS	1
OPTATO	1
ORDINATVS	1
o̯e	1
P(OSVIT	1
P.-M	1
PATRITIVS	1
paśu-pā-	1
PEQVARIA	1
PEQVNIA	1
ph2-o-	1
PHONOLOGY	1
PII	1
POC	1
ponth2-	1
POSVIT	1
POTESTATIS	1
PRAEF(ECTVS	1
PRE-	1
PRIMIO	1
PRINNI	1
PRO	1
prákupitām̐	1
párvatān	1
Q(VINTVS	1
quī	1
QV>	1
QVADIATIVM	1
QVARIAT(IVM	1
QVERATI	1
QVIMON[-	1
QVIRAVM	1
QVNAVONIS	1
QVORDAI	1
QVORDAIONIS	1
QVORDI[-	1
QVORDNI	1
QVPITI	1
QVPRINNO	1
QVSMON	1
ram͂	1
RECONSTRUCTION	1
RICOVERIVGVS	1
RIG-	1
RIG-2/1	1
RIO	1
ROQV/[ETI]O	1
ROQVETI/O	1
RVSTICE	1
R̥	1
S(ITVS	1
s-dhh1(h2)-ó-	1
s-dhh1-eh2	1
SABINAIVS	1
sacerdōs	1
SECISAMA	1
SEGGVES	1
SEGOVESO	1
SEGOVETIS	1
SEGVETI	1
SEINQ	1
SENATVI	1
SEQVANA	1
SERBVS	1
SILVANO	1
SIMPLICIA	1
SINQ	1
SITTIVS	1
siñcatī.14	1
siñcatīr	1
SMALL	1
su.u̯a-	1
su̯ā-	1
SVA	1
SVAVIS	1
SVO	1
Sēquanī	1
tacēre	1
TALVSICO/BO	1
TALVSICORV(M	1
te.nu.u̯e	1
ten.u̯e	1
TENVE	1
TENVVE	1
THE	1
TIO	1
ti̯	1
TRIBVNITIAE	1
u.i̯V-	1
u.u̯a-	1
u.u̯V	1
u.u̯V-	1
UCLA	1
uu̯]).49	1
u̯.i̯o-	1
u̯.i̯V-	1
u̯.u̯e	1
u̯]-	1
u̯a	1
u̯a-	1
u̯CV-	1
u̯e	1
u̯i	1
u̯iðo	1
u̯no-	1
u̯nV-	1
u̯rV-	1
u̯u̯V-	1
vacuī	1
VAD(INIENSI	1
VADONIS	1
VBALA/CINO	1
VEDA	1
VELONSAE	1
VEPOGENI	1
VERCOBIVS	1
VESVCCIVS	1
VETERANVS	1
VIBEBOS	1
VICTORI(A)E	1
VICTORIE	1
VIDVA	1
Viro-manduī	1
VITALIS	1
Vo-coriī	1
vrkī́-Typus	1
ðv	1
Óðinn	1
þs	1
āt	1
śata-patha-	1
̯a	1
β̞	1
ββ	1
Βηπολιτανος	1
βρατου.8	1
δεδε	1
δεκαντεν/μ	1
Δοβηδων	1
εμι	1
