line,pdf_page,category,matches,context
1751,109,suspicious_greek_ocr,q,"\*bogu- m. 'shoulder, upper arm' - ON b6gr m. 'shoulder', Elfd. buog m. 'id.', OE bag m. 'shoulder, arm, branch', E bow, Du. boeg c. 'bow', OHG buog m. 'shoulder, hip, bow', G Bug m. 'id.' ⇒ \*bheh₂9h·u- (IE) - Identical to ToA poke, ToB poko 'arm', Skt bahu- m. 'arm, forearm, forefoot of an animal', YAv. b<izu- m. 'arm', NP biizii 'id.', Oss. bazyg / bazug 'id.', Gr. niixu<;. Dor., Aeol. nfixu<; m. 'forearm, arm; cubit'. A u-stem related to \*bOsma- 'bosom' and \*bagma- 'beam; tree' (q.v.). Als"
1753,109,suspicious_greek_ocr,q; q; q,"\*bOk- f. 'book' - ON b6k, pl. brekr f. 'id.', Far. b6k, pl. bekr f. 'id.', Elfd. buok, pl. byoker f. 'id.', OE Mc, pl. bee f. 'id.', E book, OFri. bOk f. 'id.' (DRY). Also cf. Go. boka f. 'letter', OHG buoh m./n./f. 'book, script, scripture, letter', Buch n. 'book', OS bok n. 'book, tablet', Du. boek n. 'book', OFri. bOk f./n. 'id.' < \*boka/o-. Related to \*bokOJo- 'beech' (q.v.); it is generally assumed that the first scriptures consisted of wooden tablets (cf. OS bOk), cf. Tacitus (Germania "
1757,110,suspicious_greek_ocr,0;,<!-- pdf-page: 110; section: dictionary -->
1761,110,suspicious_greek_ocr,q; q,"\*bOni- f. 'request, prayer' - ON bren f. 'id.', Far. ben f. 'id.', Elfd. byon f. 'id.', OE bOn f. 'id.' ⇒ \*bhehi-ni- (EUR/DRV) - Arm. ban 'word, speech; matter, thing' < \*bhehi-ni-. A Germanic-Armenian isogloss (Olsen 1999: 79) derived from the root of \*bannan- (q.v.) with a ni-suffix."
1769,111,suspicious_greek_ocr,1;,<!-- pdf-page: 111; section: dictionary -->
1779,112,suspicious_greek_ocr,2;,<!-- pdf-page: 112; section: dictionary -->
1781,112,suspicious_greek_ocr,q,"Mir. bren adj. 'putrid, foul', MW braen, Bret brein 'putrid, corrupt' < \*bhrhl{J-no- (De Vaan 2008: 238-9). MHG brrehen, however, may also continue \*brejan- (with unetymological h in hiatus position) from older \*brean(q.v.). Finally, there is the formal similarity with \*rak[k)an- 'dog', which has not yet been satisfactorily accounted for."
1785,112,suspicious_greek_ocr,q,"\*brannjan- w.v. 'to make burn' - Go. brannjan w.v. 'id.', ON brenna w.v. 'id.', OE brernan w.v. 'id.', OHG brennen w.v. 'id.', G brennen w.v. 'id.' (DRV). The causative to \*brinnan- (q.v.)."
1787,112,suspicious_greek_ocr,q,"\*branta- adj. 'steep' - ON brattr adj. 'steep; sudden', OE brant, bront adj. 'high, deep, steep, difficult' ⇒ \*bhrond-o-(?) (WEUR?). No certain etymology: perhaps to W brynn m. 'heap, mound' if from \*bhrendo-. The alternative is to link the cluster to Olr. do-eprinn 'to gush, pour out' < \*bhre-n-d- and Mir. bruinnid 'to spring, flow, rush' < \*bhrond-eie, which would require a semantic shift from 'skewed, slanting' to 'pour' in Celtic. Also cf. ON bretta w.v. 'to turn upwards', OSw. brrenta "
1789,112,suspicious_greek_ocr,q,"\*brauda- n. 'bread' - ON brauo n. 'id.', OE bread n. 'id.', E bread, OFri. briid n. 'id.', OS brad n. 'id.', Du. brood n. 'id.', OHG brat n. 'id.', G Brat n. 'id.' ⇒ \*bhrouhrt6- (DRY). A to-stem derived from \*brewwan- 'to brew' (q.v.)."
1791,112,suspicious_greek_ocr,q; q,"\*brazda- n. 'edge, brim' - Ice!. bradd n. 'edge', Nw. bradd m. 'shore, side', Elfd. bradd m. 'edge', OE breard m. 'brim, margin', OHG brart 'edge', MHG brart m. 'edge, board' ⇒ \*bhrozdh-o- (WEUR). An o-grade formation related to \*brezda- and \*burzda- (q.v.). It is cognate with Olr. brat m. 'goad, spike' < \*bhrozdh-o-, which was probably not borrowed from ON broddr < \*bruzda- (Greene 1972: 70). A secondary formation is represented by \*barzda- 'edge; beard' which in view of the position of "
1795,113,suspicious_greek_ocr,3;,<!-- pdf-page: 113; section: dictionary -->
1799,113,suspicious_greek_ocr,q,"\*brekan- s.v. 'to break' - Go. brikan s.v. 'id.', OE brecan s.v. 'id.', E to break, OFri. breka s.v. 'id.', OS brekan s.v. 'id.', Du. breken s.v. 'id.', OHG brehhan s.v. 'id.', G brechen s.v. 'id.' ⇒ \*bhreg-e- (WEUR). A strong verb closely related to the iterative \*bruk(k)on-, which may be etymologically identical to Lat. frango 'to break' < \*bhrg-neh₂-. There must also have been an a-grade intensive verb \*brakan- in view of OE bracan, pret. brae. It probably served as the basis for \*brok-"
1801,113,suspicious_greek_ocr,q,"\*breman- - \*brimman- s.v. 'to drone, hum' - OHG breman s.v. 'id.', MHG bremen, brimmen s.v. 'id.' ⇒ \*bhrem-e- (IE) - MP bl'm- 'to cry, weep', Lat. fremo, -ere 'to drone, roar', W brefu 'to roar' < \*bhrem-e-. A strong verb derived from a Proto-Indo-European onomatopoetic root \*bhrem-. MHG bremen preserves the original form of the verb, while brimman appears to have been influenced by the iterative \*brummon- (q.v.). See further \*bremisa/on-."
1803,113,suspicious_greek_ocr,q; q,"\*bremisa/on- m./f. 'gadfly' - OE breosa, briosa m., brimse f. 'id.', ME brese, brimse 'gadfly; locust', OS brimissa f. 'gadfly', MLG bromese f. 'id.', MDu. breemse, bremse f. 'gadfly; locust; beetle', Du. brems c. 'gadfly' (DRY). Derived from the more primary \*breman-, cf. OS, OHG bremo m. 'id.', an n-stem created to the strong verb \*breman- - \*brimman- (q.v.). OE breosa / briosa, which previously has been derived from \*breusan-, probably developed from \*bremisan-, just as OE f>lestre adj."
1803,113,slash_in_headword,\*bremisa/on-,"\*bremisa/on- m./f. 'gadfly' - OE breosa, briosa m., brimse f. 'id.', ME brese, brimse 'gadfly; locust', OS brimissa f. 'gadfly', MLG bromese f. 'id.', MDu. breemse, bremse f. 'gadfly; locust; beetle', Du. brems c. 'gadfly' (DRY). Derived from the more primary \*breman-, cf. OS, OHG bremo m. 'id.', an n-stem created to the strong verb \*breman- - \*brimman- (q.v.). OE breosa / briosa, which previously has been derived from \*breusan-, probably developed from \*bremisan-, just as OE f>lestre adj."
1807,114,suspicious_greek_ocr,4;,<!-- pdf-page: 114; section: dictionary -->
1809,114,suspicious_greek_ocr,q,"\*breusta- n. 'breast, chest' - ON brj6st n. 'id.', OE breost n. 'id.', E breast, OFri. briast n. 'id.', OS briost n. 'id.' ⇒ \*bhreus-sth₂-o- (EUR) - Olr. bnl.asach adj. 'big-bellied' < PCelt \*brous-t-<iko- < \*bhreus-t-; Ru. brjuxo n. 'belly, paunch' < \*bhreus-o-; Olr. bnl., gen. bronn f., MW bru m. 'womb, belly', MW bron f. < \*bhrus-on-; Olr. bruinne m. 'breast, bosom, chest' < \*bhrus-n-io-. In (unclear) ablaut relation with the root noun \*brust- (q.v.). Given the largely complementary d"
1811,114,suspicious_greek_ocr,q,"\*breutan- s.v. 'to break (open), bud' - ON brj6ta s.v. 'to break, break open; to destroy', Far. br6ta s.v. 'to break; to infringe; to offend', Elfd. briuota s.v. 'to break', OE breotan s.v. 'id.', MHG briezen s.v. 'to break open, to bud, swell up' (DRY?). A strong verb possibly back-formed to the iterative \*brut(t)on- (q.v.). Closely related to OE breatan s.v. 'to break, kill', continuing an o-grade iterative-intensive verb \*brautan-. For a similar parallelism of a class 2 with a class 7 stro"
1813,114,suspicious_greek_ocr,q,"\*brewo- f. 'eyebrow' - ON br(!, bra f. 'eyelid', lcel. bra f. 'eyelid; eyelash', Far. bra f. 'eyelash', OS br<iwa f. 'eyelid', MDu. brauwe f. 'eyebrow; edge', Du. wenk-brauw c. 'eyebrow', OHG briiwa f. 'id.', G Augen-braue f. 'id.' ⇒ \*h₃bhreuH-o/eh₂- (IE). Also cf. OHG wint-briiwa, OS wint-briiwa, MDu. wint-brauwe 'eyebrow; eyelid', Du. wimper 'eyelash' < \*winda-brewo- (for the first element, cf. Gr. fov-Oo<; m. 'young, downy hair' < \*ui-uondh-o-) and the closely related OE br;Ew, breaw m. '"
1817,115,suspicious_greek_ocr,5;,<!-- pdf-page: 115; section: dictionary -->
1819,115,suspicious_greek_ocr,q,"\*brezda· n. 'side, edge; board' - Far. breddi m. 'edge, side', Nw. bredd m. 'id.', OSw. brredder m. 'id.', OHG bret n. 'board', G Brett n. 'id.' ⇒ \*bhrezdh-o(WEUR). A full-grade formation to \*burzda- ( q.v.). The loss of the \*z in OHG bret is irregular, but may be due to dissimilation in the plural OHG \*brertira < \*brezd-izo. ME bred 'board, tablet' can be a loanword from Old Norse \*breddr as presupposed by the OSw. and Far. forms. Du. berd 'board' does not belong here, but represents a d"
1821,115,suspicious_greek_ocr,£; q,"\*brinda(n)· m. 'elk' - Elfd. brinde m. 'id.', Nw. bringe m. 'male elk' (GM). Unrelated to Messap. ,p£vt5ov 'deer' < \*bhrendh-(?) as given by Hesychius or to OPru. braydis, Latv. briedis 'elk' < \*braidi- (pace Pokorny IEW: 168-9). In view of Elfd. brunda w.v. 'to rut' and the Nw. Sunnmi;lre context e/gen hev alt teke ti/ a brunda 'the elk has started rutting' < \*brundojan-, it is evident that the word started out as a late North Germanic deverbal formation that has nothing to do with the extr"
1823,115,suspicious_greek_ocr,£,"\*bringan· s.v. 'to bring' - Go. briggan w.v. 'id.', OE bringan w.v. 'id.', E to bring, OFri. bringa w.v. 'id.', OS bringan w.v. 'id.', Du. brengen w.v. 'id.', OHG bringan w.v. 'id.', G bringen w.v. 'id.' (IE?). A verb of obscure origin. Perhaps it can be analyzed as a conflation of the PIE roots \*bher- 'to carry' and \*h₂enli- 'to arrive', arisen from a suppletive paradigm, cf. Gr. cp£pw, aor. T]vEyKa < \*h₁ne-h₁nli-, cf. OCS nesti, Ru. nest[ (nesu), SCr. nesti 'to carry' < \*h₁nel<-, cf. MW h"
1825,115,suspicious_greek_ocr,q,"\*brinka· m. 'edge' - ON brekka f. 'slope' ( < \*brinkon-), ME brinke, brenke 'seashore; rim, edge; margin, end, boundary', E brink, MLG brink m. 'hill, edge, shore', MDu. brine m. 'edge, grass verge; stretch of grass; market', Du. brink c. 'village square, green' ⇒ \*bhrong-o· (IE) - ToA prank, ToB prenke 'island' < \*bhrong-o-. A Germanic-Tocharian isogloss."
1829,116,suspicious_greek_ocr,6;,<!-- pdf-page: 116; section: dictionary -->
1833,116,suspicious_greek_ocr,q,"\*broan- s.v. 'to singe' - MDu. broeyen w.v. 'id.', Du. broeien w.v. 'to be brewing', MHG briiejen w.v. 'to singe', G briihen w.v. 'to boil, brew' ⇒ \*bhr6hi-e- (GM). An a-grade intensive verb related to \*brean- (q.v.). Also cf. OE brod f. 'brood', MHG bruot f. 'heat; incubation' < \*brodi-."
1835,116,suspicious_greek_ocr,q; q,"\*brok- f. 'loin-cloth, breeches; rump(?)' - ON brok f. 'leg of a pair of breeches', pl. brrekr 'breeches', Far. br6k f. 'id.', pl. brekur 'pants', Elfd. bruok, pl. bryoker f. 'shorts; diapers', OE broc f. 'behind, breech', pl. 'breeches', E breech(es), OFri. brek f. 'pants', Du. broek c. 'id.', OHG bruoh f. 'id.' (GM?) - To Lat. suffrago, -inis n. 'joint in the hind leg of a quadruped; sucker shoot' < \*-bhrg-en-? Etymology disputed. Within Germanic, the word can have been derived from an a-gra"
1841,117,suspicious_greek_ocr,7;,<!-- pdf-page: 117; section: dictionary -->
1843,117,suspicious_greek_ocr,q,Probably a vṛddhi-derivation to the adjective \*brakka- 'brackish' (q.v.); the geminate of this adjective was regularly shortened in the overlong syllable \*brokk-.
1845,117,suspicious_greek_ocr,q>; q>,"\*broper- m. 'brother' - Go. bropar m. 'id.', ON br6oir, pl. brrear m. 'id.', Far. br6oir, pl. breaur m. 'id.', Elfd. bruoaer, pl. bryoarer m. 'id.', OE brooor m. 'id.', E brother, OFri. brother m. 'id.', OS brothar m. 'id.', Du. broer c. 'id.', OHG bruodar m. 'id.', G Bruder m. 'id.' ⇒ \*bhreh₂-ter- (IE) - ToA pracar, ToB procer 'brother', Skt bhrdtar-, Av. bratar- m. 'id.', Arm. efbayr 'id.', Gr. Att. q>ptrn1p, Dor. q>paTJ'ip m. 'member of a brotherhood', Phryg. ,pan:pE dat.sg. 'brother', Latf"
1847,117,suspicious_greek_ocr,q; q; £; q,"\*brii- f. 'bridge' - ON bru f. 'id.', Far. brugv f. 'bridge; quay; heap, pile; eyebrow', Nw. bru f. 'bridge', dial. 'edge; eyebrow', OE bru f. 'eyebrow', E brow ⇒ \*h₃bhruH- (IE) - ToB piirwci-ne du. 'eyebrow', Skt bhni- f. '(eye)brow', YAv. bruuatbiiqm datdu. 'id.', MP brug 'id.', Oss. <£rfyg / <Erfug 'id.', Gr. ocppu<; f. 'id.'; Lith. bruvls f. 'id.'; OCS bnvb f. 'id.'. A zero-grade root noun, perhaps originally the same word as \*brewo(q.v.). See also \*bru[w)i- \*brujjo-."
1849,117,suspicious_greek_ocr,q,"\*briidi· f. 'bride' - Go. brups f. 'id.', ON bruar f. 'id.', Far. bruour f. 'id.', Elfd. brauoe f. 'id.', OE bryd f. 'id.', E bride, OFri. breid f. 'id.', OS briid f. 'id.', Du. bruid c. 'id.', OHG brut f. 'id.', G Braut f. 'id.' (GM). No certain etymology. The reconstruction as \*mruH-tf- ""who is spoken for"" (Hirt 1897: 234) is based on the erroneous derivation of Skt braviti, bruvanti 'to say' from PIE \*mr[e)uH- rather than \*ml[e)uH-, cf. Ru. m6/vit'. Cz. mluviti 'to say'. I am tempted to a"
1851,117,suspicious_greek_ocr,q,"\*bruki- m./f. 'breach' - OE bryce f. 'id.', E breach, OFri. breke m./f. 'id.', MDu. broke f. 'id.', Du. breuk c. 'id.', OHG bruh m. 'id.', G Bruch m. 'id.' (DRV). An i-stem derived from \*brekan- (q.v.)."
1853,117,suspicious_greek_ocr,q,"\*bruk(k)on- w.v. 'to break, crumble' - Nw. broka w.v. 'to break, bite, tear', MDu. brocken, broken w.v. 'to bend, break', MHG er-brochen w.v. 'to crush, squash' (WEUR) - Lat frango, -ere 'to break' < \*bhrg-neh₂- ( < \*frag-n- with Thurneysen's law)."
1855,118,suspicious_greek_ocr,8;,<!-- pdf-page: 118; section: dictionary -->
1857,118,suspicious_greek_ocr,q; q,"The iterative to \*brekan- (q.v.), probably to be equated with Lat.frango (if from \*bhrg-neh₂-). Also cf. OHG brocko, G Bracken m. 'chunk, crumb' < \*brukkan-."
1859,118,suspicious_greek_ocr,q,"\*brummon- w.v. 'to drone, hum' - Du. brommen w.v. 'id.', MHG brummen w.v. 'id.', G brummen w.v. 'id.' ⇒ \*bhrm-neh₂- (IE). The iterative to \*breman- \*brimman- (q.v.)."
1863,118,suspicious_greek_ocr,q,"\*brunna(n)- m. 'well, spring' - Go. brunna m. 'id.', ON brunnr m. 'id.', OE brunna, burna m. 'id.', OS brunno m. 'id.', Du. bron c. 'id.', OHG brunno m. 'id.', G Brunnen m. 'id.' ⇒ \*bhreh₁u-r/n- (IE) - Gr. cppfop, -croc; n. 'well', Arm. afbewr, afbiwr, gen. afber 'fountain, spring' < \*bhreh₁u-r, \*bhrh₁u-n(t)-6s. An n-stem continuing a PIE heteroclitic nom. \*bhreh₁u-r-, gen. \*bhrh₁u-en-s / \*bhrh₁u-n-6s. The second genitive is postulated on the basis of the PGm. root \*brun-, which develope"
1867,118,suspicious_greek_ocr,q; q,"\*brust- f. 'breast, chest' - Go. brusts f. 'id.', OFri. brust, burst n. 'id.', OS brust f. 'id.', MLG borst f. 'id.', Du. borst c. 'id.', OHG brust f. 'id.', G Brust f. 'id.' ⇒ \*bhrus-sth₂-o- (EUR). A root noun closely related to \*breusta- (q.v.) with the same meaning. In the older literature, a link with MHG briustern 'to swell up' is usually assumed, but this is probably a frequentative to a strong verb \*breusan- (cf. OE briesan w.v. 'to break' < \*brausjan-) through a meaning 'to break op"
1871,119,suspicious_greek_ocr,9;,<!-- pdf-page: 119; section: dictionary -->
1873,119,suspicious_greek_ocr,q,"A u-stem derived from the strong verb \*brestan- 'to break, burst' (q.v.). Also cf. OS brustian w.v. 'to bud' < \*brustjan-."
1875,119,suspicious_greek_ocr,q,"\*brut(t)on- w.v. 'to bud' - MHG brozzen w.v. 'id.', G Als. brossen w.v. 'id.' ⇒ \*bhrd-neh₂- (WEUR) - To Lat [rems, -ondis f. 'foliage, leaves' < \*bhrod-ni(with Thurneysen's law). The iterative to \*breutan- 'to break, bud' (q.v.), originally conjugated as 3sg. \*bruttopi, 3pl. \*brutunanpi. The Pre-Gm. root seems to have been \*bhrud-, but in view of the potential Latin cognate, the u is likely to have arisen secondarily in an iterative derived from a strong verb \*bretan- ( < \*bhred-e-). Th"
1877,119,suspicious_greek_ocr,q; q; q; q,"\*bru(w)i- - \*brujjo- f. 'bridge' - ON bryggja f. 'pier, quay; bridge', Far. bryggja f. 'wharf, quay; bridge of a ship', Elfd. bryddja f. 'dock', OE brycg, bricg f. 'bridge', E bridge, OFri. bregge f. 'bridge; arch', OS bruggia f. 'bridge', Du. brug c. 'id.', OHG brucka f. 'id.', G Briicke f. 'id.' ⇒ \*h₃bhruH-ihi- (IE). An old ih₂-stem related to the root noun \*bru- (q.v.). The original paradigm \*h₃bhruH-fh₂, gen. \*h₃bhruH-ieh₂-s regularly developed into PGm. \*bru(w)f, gen. \*brujjoz under"
1879,119,suspicious_greek_ocr,q,"\*bruzda- m. 'spike' - ON broddr m. 'id.', Far. broddur m. 'thorn, prickle; spike', Elfd. brudd m. 'shoot, sprout', OE brord m. 'point; grass shoot', OHG brort m. 'spear; edge' (WEUR). A zero-grade variant of \*brazda- ( q.v.)."
1881,119,suspicious_greek_ocr,q,"\*buda- n. 'offer' - ON boa n. 'id.', OE bod n. 'command; message', OFri. bod n. 'command; announcement', Du. bod n. 'bid', OHG bot n. 'authoritative pronouncement' (ORV). Derived from the strong verb \*beudan- (q.v.). Also cf. OE ge-bod, OS gi-bod, Du. ge-bod, G Ge-bot n. 'command, commandment' from the perfective \*ga-beudan-."
1883,119,suspicious_greek_ocr,q,"\*budan- m. 'messenger' - ON boiJi m. 'id.', OE boda m. 'id.', OFri. boda m. 'id.', OS bodo m. 'id.', Du. bode c. 'id.', OHG boto m. 'id.', G Bote m. 'id.' (DRV). Derived from the strong verb \*beudan- (q.v.)."
1885,120,suspicious_greek_ocr,0;,<!-- pdf-page: 120; section: dictionary -->
1887,120,suspicious_greek_ocr,4;,"\*budman- - \*buttman- m. 'bottom' - ON botn m. 'id.', Far. botnur m. 'id.', Elfd. buottn m. 'id.', OE botm m. 'id.', E bottom, OS bodom m. 'id.', Du. bodem c. 'id.', OHG bodam m. 'id.', G Boden m. 'id.' ⇒ \*bhudh-men- (IE) - Gr. 1IDBμJ1v m. 'bottom, depth, root' < \*bhudh-men-; Skt. budhnci- m. 'bottom', Lat.[undus m. 'id.', Mir. bond 'foot sole' < \*bhudh-n6-. An old hysterokinetic mn-stem nom. \*bhudh-men, gen. \*bhudh-mn-6s. In the genitive, the m was dissimilated at the Proto-Indo-European "
1889,120,suspicious_greek_ocr,q,"\*bugan- m. 'bow' - Go. Crim. boga 'id.', ON bogi m. 'id.', Elfd. bugi m. 'id.', OE boga m. 'id.', E bow, OFri. boga m. 'id.', OS bogo m. 'id.', Du. boog c. 'id.', OHG bogo m. 'id.', G Bogen m. 'id.' (DRV). An n-stem derived from \*beugan- - \*bugan- (q.v.)."
1897,121,suspicious_greek_ocr,1;,<!-- pdf-page: 121; section: dictionary -->
1899,121,suspicious_greek_ocr,q,"\*bukk/gon- w.v. 'to bend' - Far. boga, buga, bukka w.v. 'to bend, curve', Nw. boga w.v. 'to bend, swing', bukka w.v. 'to nod', OFri. bukkia w.v. 'to bend down', MHG bocken w.v. 'to alight' ⇒ \*bhugh-neh₂- (IE). The iterative to \*beugan- - \*biigan- (q.v.). Also cf. Swi. Visp. bikku w.v. 'to bend, turn' < \*bugjan-."
1899,121,slash_in_headword,\*bukk/gon-,"\*bukk/gon- w.v. 'to bend' - Far. boga, buga, bukka w.v. 'to bend, curve', Nw. boga w.v. 'to bend, swing', bukka w.v. 'to nod', OFri. bukkia w.v. 'to bend down', MHG bocken w.v. 'to alight' ⇒ \*bhugh-neh₂- (IE). The iterative to \*beugan- - \*biigan- (q.v.). Also cf. Swi. Visp. bikku w.v. 'to bend, turn' < \*bugjan-."
1903,121,suspicious_greek_ocr,q,"\*bulgjon- f. 'wave; bag' - ON bylgja f. 'wave', Far. bylgja f. 'id.', E billow, MLG bulge f. 'wave; hide', MHG bulge f. 'wave; leather bag' (ORV). A zero-grade formation (quasi PIE \*bh/gh-ieh₂-) to \*belgan- 'to swell' and \*balgi- 'skin bag'. The word was taken over by the Romans, cf. Lat bulga 'leather knapsack', and it seems likely that the continuant OFr. boulge, bouge was the source of ME bulge 'leather bag, wallet; hump', E bulge. As the meaning 'protuberance' is reminiscent of \*belgan-"
1905,121,suspicious_greek_ocr,q,"\*bullan- 'ball' - ON bolli m. 'cup', Far. bolli m. 'cup, bowl; head; ball', OE bolla m. 'bowl', OFri. bolla m. 'type of (round?) bread', MDu. bolle m. 'sphere, round object', Du. bol c. 'id.', OHG bolla f. 'bud; bowl' (EUR). Ablauting with \*ballan- (q.v.)."
1907,121,suspicious_greek_ocr,6c;,"\*bul(l)an- m. 'bull' - ON boli m. 'id.', OE bu/a m. 'id.', E bull, MLG bulle m. 'id.', MDu. bul(le) m. 'id.', Du. bu/ c. 'id.' ⇒ \*bh/-en- (EUR? /ORV?) - Gr. cpaAA.6c; m. 'penis' < \*bh/-no-; Latfollis m. 'bag, sack; ball, testicle' < \*bho/-ni-; Oir. ball m. 'member, penis', W balleg 'sack, purse' < \*bh/-no-. An n-stem alternating between \*bu/an- and \*bullan-, thus pointing to a paradigm with consonant gradation, nom. \*bu/6, gen. \*bullaz. Analogically to other hysterokinetic male animal n"
1909,122,suspicious_greek_ocr,2;,<!-- pdf-page: 122; section: dictionary -->
1913,122,suspicious_greek_ocr,q,"\*bullon- w.v. 'to roar, howl' - Icel. bulla w.v. 'to bubble; to talk nonsense', Far. bu//a w.v. 'to gush, bubble; to chatter, babble', MDu. bullen w.v. 'to bubble up', OHG bullon w.v. 'to howl, bark, roar', MHG bullen w.v. 'id.' ⇒ \*bhlhrneh₂- (EUR) - Lat.jleo,jlere 'to cry, weep', Latv. blet (bleju) 'to bleat'; RuCS blejati, Ru. b/ejat' 'to bleat, dial. to cry' < \*bhleh₁-ie-. An iterative synchronically belonging to \*bel/an- (q.v.). This verb may be . secondary, however, replacing a more pri"
1915,122,suspicious_greek_ocr,q,"\*bulstra(n)- m. 'bolster, pillow' - ON bolstr m. 'id.', OE bolster n. 'id.', Du. bolster 'husk', OHG bolstar m. 'cushion', G Polster m. 'id.' ⇒ \*bho/gh-stro(DRV?). A formation created to the same root as found in \*balgi- ( q.v.)."
1919,122,suspicious_greek_ocr,q,"\*bunda- m. 'binding' - OS gi-bund n. 'bundle', Du. bond c. 'league', MHG bunt m./n. 'fetter; bundle', G Bund m. 'league; bundle' (DRV). A zero-grade neuter derived from \*bindan- ( q.v.)."
1921,122,suspicious_greek_ocr,q,"\*biira- n. 'cabin, hut' - ON bUr n. 'women's apartment; pantry; storehouse', OE bur m. 'hut, chamber', E bower, OS bur n. 'chamber, dwelling', OHG bur m. 'dwelling; cage', G Bauer m. '(bird)cage' ⇒ \*bhuh₂-ro- (IE). Related to \*bOan- - \*buan- (q.v.)."
