page,line,headword,label_gloss,gloss,opening
395,5663,marpru-,m. 'marten',marten,"\*marpru- m. 'marten' - ON mpror m. 'id.', Nw. mord m. 'id.', Sw. mard c. 'id.', Elfd. mard, marder m. 'id.', OE mearo m. 'id.', WFri. mird c. 'id.', OHG mardar m. 'id.', MHG mart, marder m. 'id.', G Marder m. 'id.' (GM). The dialects point to at least three different proto-forms, 1. \*marpu- (ON mprour), 2. \*marpra- (OHG mardar) and 3. \*marpa- (OE mearo, WFri. mird, MHG mart). I assume that they all developed from PGm. \*marpru- by"
396,5669,marzjan-,w.v. 'to impede',to impede,"\*marzjan- w.v. 'to impede' - Go. marzjan w.v. 'to hamper, impede, offend', OE mierran w.v. 'to impede; to get lost', OS merrian w.v. 'to disturb, annoy', ODu. merren w.v. 'to wait, linger', OHG merren w.v. 'to impede, tie up' ⇒ \*mors-eie- (IE) - Hitt. marsant- adj. 'deceitful, dishonest; unholy' < \*mrs-ont-, ToA mriisii-, ToB miirsii- 'to forget' < \*mers-; Skt. mr՘yate 'to forget' < \*mrs-ie-; Arm. mofanam 'forget' < \*mors-; Lith. mifsti (mirstil), Latv. -mirst 'id.' < \*mrs-ske-. A causative to an unattested strong verb \*mersan- continuing a root PIE \*mers-. The Germanic meaning 'to impede, irritate, make err' can be understood more easily from Hittite 'to be deceitful' than from 'to forget', the meaning that is found in all the other IE languages. Also Far. marra w.v. 'to plague' < \*marzon-."
396,5671,masjinga-(?),m. 'brass',brass,"\*masjinga-(?) m. 'brass' - OE m<es(t)ling, m<eslen(n) n. 'id.', OFri. mesken adj. 'made of brass', MDu. messinc, missinc n. 'id.', Du. messing n. 'id.', MHG messinc, missinc, moschinc m. 'id.' (GM). Etymology unclear. It has been suggested that the word was borrowed from Slavic (cf. Pol. mosiqdz < PSlav. \*most;gb), but this was rejected by Franck 1949: 425 on the basis of the attestation in Old English. It is further clear that the Germanic word is related to the derivationally more primitive MHG mess(e), MDu. mes n. 'brass' < \*masja- and MHG messe f. 'Jump of metal' < \*masjo-. Borrowing in the opposite direction is therefore more likely. Perhaps, the Germanic word ultimately goes back to Lat. massa f. 'mass', cf. ME masse 'chunk; mass of minerals, ingot'. For the suffix \*-inga-, cf. Go. ski/liggs, OE sci/ling, E shilling, OFri., OS skilling, Du. schelling, OHG sci/ling, G Schilling and OE penning, pennig, E penny, OS penning, Du. penning, OHG pfenning, pfennic, G Pfennig."
396,5673,maska-,m. 'mesh; stain(?)',mesh; stain(?),"\*maska- m. 'mesh; stain(?)' - OE masc, max n. 'mesh, net, toil', E mesh, WFri. mesk c. 'id.' ⇒ \*mozg-o- (IE) - ToA masiik, ToB meske\* m. 'joint', Lith. mii.zgas m. 'knot', Latv. mazgs m. 'id.' < \*mozg-o-; Lith. megzti (mezga) 'to tie (a knot), knit', Latv. megzt 'id.' < \*mezg-e-. A Germanic-Baltic and Tocharian isogloss \*mozgo-. Several related derivatives can be found in the Germanic dialects. West Germanic has a feminine \*mask6(n)-, cf. OS maska f. 'snare, hole', OHG masca f. 'mesh, loop', G Masche f. 'mesh'. This formation may have merged with the presumably related OS"
397,5679,masta-,"1 m. 'mast, fruit of forest trees'","mast, fruit of forest trees","\*masta- 1 m. 'mast, fruit of forest trees' - OE mrest m. 'id.', E mast, OHG mast n. 'id.', G Mast f. 'fattening' ⇒ \*mosd-o- (IE) - Close to Olr. mess m. 'acorns, tree-fruit', W mes pl. 'id.' < \*mezd-tu-. Also cf. G miisten, Du. vet-mesten w.v. 'to fatten up' < \*mastjan-. It is likely that Olr. mess belongs here, the semantic match with mast being especially close: acorns and beech-nuts were used to feed pigs. On a deeper level, both words may be related to Skt. med as- n. 'fat, ghee(?), marrow' < \*mezd-es- (cf. Skt. medyati 'to become fat' < \*mezd-ie-; YAv. azdiia- adj. 'well-fed, fat' < \*mzd-io-). Others have compared and \*mazga- 'marrow' (q.v.), which seems to consists of a root \*most- followed by an unknown velar element The alternative derivation from the root \*mod- (for which see \*mati- 'food') plus an element starting in \*-d-, possibly the root \*dh₃- 'to give' (Hill 2003: 186-196), is formally problematic, as \*mod-dh₃-o- should have given \*massa-."
397,5681,masta-,"2 m. 'post, mast'","post, mast","\*masta- 2 m. 'post, mast' - OE mrest m. 'mast', E mast, OS mast m. 'mast, pole', Du. mast c. 'id.', OHG mast m. 'stick, pole, mast', G Mast m. 'mast' ⇒ \*mazdo- (WEUR/NIE) - Mir. maide m. 'stick' < \*mazd-io- (Olr. matan m. 'club' is not attested). A Celtic-Germanic isogloss. The connection of Lat. miilus m. 'pole, mast' can only be maintained by reconstructing a rather far-fetched proto-form \*mazd-s/o-, which is unattractive, or assuming a dialectal development of Lat. \*miidus to miilus (De Vaan 2008: 361). OCS mostb, Ru. most, SCr. most m. 'bridge' was borrowed from Germanic."
397,5683,masura-,"m. 'burl, growth'","burl, growth","\*masura- m. 'burl, growth' - ON mpsurr m. 'burl wood; maple', Ice!. mosur m. 'maple', Sw. masur c. 'burl wood', OS masur m. 'swelling', MDu. maser m. 'burl', OHG masar m. 'speckle; burl, vein (of wood)', G Maser f. 'id.' (GM). The original meaning of this word was 'growth' or 'tumor', for which see \*mes/0-. Maple wood typically has a decorative wood grain, especially in the so-called burls. As a result, the word came to be applied to the tree as a whole. The word seems to have been in association with ON mppurr m. 'maple', OE mapu/der, mapu/dorm./f. 'id.', which is of unknown origin."
398,5689,mati-,m. 'food',food,"\*mati- m. 'food' - Go. mats m. 'id.', ON matr m. 'id.', Far. matur m. 'id.', Elfd. mat m. 'id.', OE mete m. 'id.', E meat, OFri. mete m. 'id.', OS meti n. 'id.', MLG met n. 'pork', MDu. met-worst 'air-dryed pork sausage', OHG maz n. 'food' Ǽ"
398,5691,mod-i-,(IE),,"\*mod-i- (IE) - Gr. μrn""T6<; adj. 'full, filled, satiated' < \*med-to-. An old i-stem, the basis for the factitive Go. matjan 'to eat', ON mettr adj. 'satisfied, full' ( < \*matida-), OE mettan w.v. 'to feed' < \*matjan-. Also note the Verner alternation in the compound \*mati-sahsa- - \*mati-zahsa- 'knife', cf. OHG mezzisahs, OE meteseax, OS mezas-, Du. mes vs. OHG mezzirahs, G Messer (Kluge 1883: 82). The word probably continues a PIE root \*med- 'to satiate' in view of Gr. μEcrr6c;. The link with Skt. mcindati 'to rejoice, get intoxicated', Gr. μmSaw 'to drip, melt, be moist' and Lat. madeo 'to be wet' < \*mh₂(-n-}d- is erroneous (see \*matjan- 'to lap'). Lat. mando 'to bite, chew' is also not related, as this verb continues an n-present \*mt-neh₂- (see \*minpla-) rather than \*ma-n-d- (with a schwa secundum and nasal infixation by Thurneysen's law). See also \*masta- 1 and \*mosa-."
398,5693,matjan-,w.v. 'to lap',to lap,"\*matjan- w.v. 'to lap' - ON metja w.v. 'id.' ⇒ \*mh₂d-ie- (IE) - Skt. mcindati 'to rejoice, get intoxicated', Alb. mend 'to suckle, nurse' < \*mh₂-n-d(Lubotsky 1981); Gr. μacScXw 'to drip, melt, be moist' < \*mh₂d-h₂-ie-(?); Lat. madeo, -ere 'to be wet' < \*mh₂d-ehi-. An IE term for 'sucking', 'lapping' or 'guzzling'. In spite of Torp 1909: 305 and Pokorny IEW: 694-5, unrelated to \*mati- 'food' (q.v.)."
398,5695,mapan-,"m. 'maggot, moth'","maggot, moth","\*mapan- m. 'maggot, moth' - Go. mapa m. 'worm', OE maoa m. 'grub, worm, maggot', OS matho m. 'maggot, worm', Du. made c. 'maggot', OHG mado m. 'maggot, worm', MHG matte f. 'moth', G Made m. 'maggot' (NEUR) - Ru. mot.JI' m. 'maggot'. An n-stem that together with \*muþþa/on- ( q.v.) split off from an ablauting paradigm nom. \*maþo, gen. \*muttaz continuing \*m6t-6n, \*mt-n-6s (Kroonen 2011a: 218-21). For the full grade, also cf. ON maokr, ME maoek, maggot, maddock, MLG maddike, meddeke < \*maþikan-, Nw. mare m. 'woodworm' < \*maþran- and Nw. mrere m. 'mite' < \*maprjan-."
398,5697,mapla-,n. 'meeting-place',meeting-place,"\*mapla- n. 'meeting-place' - Go. map/ n. 'forum, marketplace, assembly', ON mcil n. 'speech; case', OE mreoel n. 'assembly, council; speech, address', OS mahal n. 'court, meeting; speech', OHG mahal n. 'court, assembly' (ORV). An instrumental noun in \*-t/o-, derived from the zero-grade stem of \*motan- (q.v.). The resulting \*mad-tlo- developed into PGm. \*maþ/athrough a simplified form \*matlo-, and further into \*mah/a- in NWGm. (cf. \*stahla- and \*staþla-)."
399,5703,mauja-,"adj. 'fine, pretty'","fine, pretty","\*mauja- adj. 'fine, pretty' - LG moie adj. 'pretty', MDu. mooy adj. 'pretty, elegant, proud, vain', Du. mooi adj. 'pretty, fine, beautiful' ⇒ \*mouH-io(NEUR?). A purely Low German and Dutch word ( = Sw. moj adj. 'nice, fine') with no certain etymology. Perhaps related to OCS myti 'to wash' < \*muH- and Latv. maut 'to submerge, swim' < \*mouH- (Van Wijk 1918: 156). EDu. ver-mooyen w.v. 'to squander' ( = Sw. moja sig 'to enjoy oneself?) could point to a more original meaning 'vain'."
399,5705,maura-,m. 'ant',ant,"\*maura- m. 'ant' - ON maurr m. 'id.', Nw. maur m. 'id.', OSw. mၰr m. 'id.' ⇒ \*mour-o- (IE) - Skt. vamrci- m. 'ant' < \*uomr-o-; YAv. maoiri- m. 'id.', NP mor 'id.', Oss. mcel3YB / mul3ug 'id.' < \*moru-i-; Skt. vamrf-, Av. maoiri- f. 'id.' < \*uomr-ih₂- I \*moru-ih₂-; Gr. μupμri4, -riKo˸ m. 'id.' < \*morm-; Lat. form/ca f. 'id.' < \*bh(o)rm-; Olr. moirb f. 'id.', W myr 'id.' < PIE \*moru-i-; CS mravii f. 'id.' < \*moru-ih₂-, ORu. morovej, Ru. muravej m. 'id.' < \*moru-io-, SCr. mriiv m. 'id.' < \*moru-o-; ToB warme\* 'id.' < \*urm-i-. Also cf. the derived feminine Far. meyra f. 'id.', Elfd. mi;ra f. 'id.' < \*maurjon-, which is parallel to \*meurjon- ( q.v.). The word is of IE origin, but the original form is difficult to reconstruct due to cross-dialectal tabooistic distortions and metatheses (cf. Van Wijk 1914)."
399,5707,mawen-,w.v. 'to scrape',to scrape,"\*mawen- w.v. 'to scrape' - ON ma w.v. 'to blot or rub out, efface; to wear, make blunt', Icel. ma w.v. 'to blur, efface', Nw. ma w.v. 'to scrape, grate; wear' ⇒ \*mHu-ehi- (NEUR?) - Lith. mauti (mauna, mciuju) 'to put on, tear, pull, stab, strike, dash', Latv. maut 'to pull up, pull off, bridle' < \*meHu-. I reconstruct this verb as \*mlju-eh₁-. The presence of a radical laryngeal is hypothetical, but not improbable, since statives in -eh₁- usually take zero grade of the root. In addition, there is Baltic evidence for a root with a laryngeal. Also cf. Nw. mugg m./n. 'sawdust; drizzle' < \*muwwa- < \*muH-o(with metathesis), Far. moo n. 'speck of dust, seed' < \*mHu-to- and ON m6oa f. 'dust' < \*moHu-teh₂- (with regular loss of \*u after PGm. \*o)."
399,5709,mawi-,f. 'girl',girl,"\*mawi- f. 'girl' - Go. mawi, gen. maujos f. 'girl, maid', ON mcer, gen. meyjar f. 'girl; daughter', Far. moyggj f. 'maid(en), virgin' (WEUR). The feminine counterpart of \*magu- (q.v.). Cf. the ancient diminutive Go. mawilo, ON meyla, OE meowle < \*mawilon-. See also \*magapi-."
399,5711,mazga-,m. 'marrow',marrow,"\*mazga- m. 'marrow' - ON mergr, gen. mergjar m. 'id.', Far. mergur m. 'id.', Elfd. mjiirg m. 'id.' ( < \*mazgi-), OE mearh, mcerh n./m. 'id.', OFri. merch m./n. 'id.', OS marg n. 'id.', Du. merg n. 'id.', OHG marg n. 'id.', G Mark n. 'id.' ⇒ \*mozgh-i/o- (IE) - Skt. majj{m- f. 'marrow, pith' < \*mozgh-en-; YAv. mazga'marrow, brain', NP mayz 'brain, fat, marrow, kernel', Oss. magz 'brain,"
400,5717,mean-,s.v. 'to mow',to mow,"\*mean- s.v. 'to mow' - OE mawan s.v. 'to mow', E to mow, OFri. mia, mian s.v. 'id.', MDu. maeyen s./w.v. 'id.', Du. maaien w.v. 'id.', OHG maen w.v. 'id.', G mahen w.v. 'id.' ⇒ \*h₂mehre- (IE) - Hitt. bamesbac. 'spring' < \*h₂m(e)H-sh₂0- (for the suffix cf. damme/isba- 'damage' < \*demh₂-sh₂6-); Gr. aμaw 'to reap corn, cut' < \*h₂mh₁-eh₂-ie-; aμrp:o<; m. 'harvest' < \*h₂mh₁-eh₂-to-. A reduplicating strong verb \*mean-; the different glides of OE mawan, OHG maen ( < \*majan) and Du. maaien arose secondarily in hiatus position. See also \*mepa-."
400,5719,medi,prep. 'with',with,"\*medi prep. 'with' - Go. mip prep. 'id.', ON meo prep. 'id.', OE mid prep. 'id.', OFri. mith prep. 'id.', OS mid, midi, mith prep. 'id.', Du. met prep. 'id.', OHG mit, miti prep. 'id.', G mit prep. 'id.' ⇒ \*met-i (IE) - Gr. μem, μETa adv., prep. 'in the midst, afterwards; between, with, after' < \*met-m (with an ending as in KCXTa prep. 'down, against'); Alb. mjet adv. 'between' < \*met-. An Indo-European adverb and preposition, originally a locative in -i to a root noun \*met- or \*medh-. See \*medja- 1 'middle'."
400,5721,medja-,1 adj. 'middle',middle,"\*medja- 1 adj. 'middle' - Go. midjis adj. 'id.', ON mior adj. 'id.', Far. miour adj. 'id.', OE midde adj. 'id.', OFri. midde adj. 'id.', OS middi adj. 'id.', OHG mitti adj. 'id.' ⇒ \*medh·io- (IE) - Skt. mcidhya- adj. 'middle', OAv. maidiia-, YAv. mai6iia- adj. 'id.', Arm. mef 'the middle; mid, middle', Gr. μfoo<; adj. '(in the) middle', Lat. medius adj. 'central, middle', Olr. mide m. 'middle', Lith. mediias m. 'forest', Latv. meis m. 'wood'; OPru. median 'id.' < \*medh-io-; Ru. meza f. 'boundary', SCr. meaa f. 'id.'. The Indo-European word for 'center, middle'. The ja-stem has a formal variant ON, Far. mioja, Elfd. mioa, OHG mitti f. 'middle' < \*medjo(n)-. See also \*meduma-."
400,5723,medja-,2 n. 'aim',aim,"\*medja- 2 n. 'aim' - Ice!. mio n. 'id.' ⇒ \*met-io- (NEUR) - Lith. matjti 'to look, watch' < \*mot-eie-. The word is usually equated with \*medja- 1 'middle' (Magnusson 1989: 618), but it may alternatively be a Germanic-Baltic isogloss derived from a root \*met- 'to look'. Also cf. ON, Far. mioa w.v. 'to aim' < \*mepjojan-."
401,5729,medu-,"m. 'mead, alcoholic liquor made of honey and water'","mead, alcoholic liquor made of honey and water","\*medu- m. 'mead, alcoholic liquor made of honey and water' - ON mjpor m. 'id.', Far. mjeour m. 'mead', Elfd. myoa m. 'honey', OE meodo m./n. 'mead', E mead, OFri. mede m. 'id.', MDu. mede m. 'id.', Du. mede c. 'id.', OHG metu, meta, mito m. 'id.', G Meth m. 'id.' ⇒ \*medh-u- (IE) - CLuv. maddu- 'wine', HLuv. matu- 'id.', ToB mit 'honey', Skt. madhu- n. 'sweet drink, honey', Gr. μ£-Bu n. 'intoxicating drink, wine', Olr. mid n./m. 'mead', MW medd m. 'id.', Lith. medits m. 'honey', Latv. m՚dus m. 'id.', OPru. meddo 'id.', OCS med'b m. 'id.', Ru. med 'honey, mead', Ser. med 'honey'. The PIE word for 'honey, mead'. In Germanic, the default word for 'honey' was \*hunanga- (q.v.)."
401,5731,meduma-,"comp. 'middle, midmost'","middle, midmost","\*meduma- comp. 'middle, midmost' - Go. miduma f. 'middle', OE medume, medeme, meodume adj. 'moderate, common', OHG metemo comp. 'middle(most)' ⇒ \*medh-mh₂-eh₂- (IE) - Identical to Skt madhyama- (with analogical -y-), YAv. maoama- adj. 'middle, midmost'. The original comparative to \*medja- 1 'middle'. Also cf. the derived Go. miduma f. 'middle', ON mjpam f. 'waist', Far. mjedn, Elfd. myorm f. 'hip' < \*medum6-."
401,5733,mega-,m. 'son-in-law',son-in-law,"\*mega- m. 'son-in-law' - Go. megs m. 'id.', ON magr m. 'son-in-law; brother-in-law', Far. magur m. 'id.', Elfd. mqg m. 'id.', OE mreg m. 'relative', OFri. mech m. 'id.', OS mag m. 'id.', Du. obs. maag c. 'id.', OHG mag m. 'id.' (DRV?). A vṛddhi-formation to \*magu- (q.v.). It was probably created in analogy to the proportion of\*swehra(n)- : \*swegura- (q.v.)."
401,5735,mekan-,s.v. 'to hinder',to hinder,"\*mekan- s.v. 'to hinder' - MHG ver-mechen s.v. 'to delay, hinder, weaken' (GM). An obscure strong verb without any intraor extra-Germanic *comparanda*."
401,5737,mekila-,"adj. 'large, great; much'","large, great; much","\*mekila- adj. 'large, great; much' - Go. mikils adj. 'id.', ON mikill adj. 'id.', Far. mikil adj. 'id.', Elfd. mikkel adj. 'id.', OE mice/ adj. 'id.', OS mikil adj. 'id.', MDu. mekel adj. 'id.', OHG mihhil adj. 'id.', MHG michel adj. 'id.' ⇒ \*meg-e/(IE) - Hitt. mekk- adj. 'much, many, numerous', ToA mak, ToB maka adv./indecl. adj. 'much', Gr. μfym; adj. 'great, big, large', Arm. mec adj. 'great, big, large', adv. 'much', Alb. madh adj. 'big' < \*meg-h₂-; Lat magnus adj. 'great, big, large' < \*mg-no- (with schwa secundum); Mir. maige adj. 'great' < \*meg-io- (with the regular change of lrish -eg- to -ag-). Unlike the other IE languages, Germanic added a suffix \*-ila- ( < \*-eli-?) to the root \*meg-. It is unclear whether this happened on the basis of analogy with \*litila- 'small' ( q.v.) or vice versa, but the suffixation has a clear parallel in Gr. μfya˸. f. μey<XAri adj. 'great, big, large' and the semantically comparable Lith. dide/is (beside didis) adj. 'big'. An entirely different formation is"
402,5743,mela-,1 n. 'point in time',point in time,"\*mela- 1 n. 'point in time' - Go. me/ n. 'season, point in time, period of time', ON mcil n. 'time; meal', OE mǣl n. 'moment; meal', E meal, MDu. mael n. 'point in time', Du. maal n. 'meal; time', OHG m<il n. 'point (in time), spot; meal', G Mal n. 'time', Mahl n. 'meal' (with unetymological orthographical disambiguation) (IE). Of disputed origin: some assume that the word is identical to \*me/a'measure' (see \*me/a- 3), but it is also possible to start from a meaning 'spot' or 'point', for which see \*me/a- 2."
402,5745,mela-,"2 n. 'spot, mark'","spot, mark","\*mela- 2 n. 'spot, mark' - ON mcil n. 'goal', OE mǣl n. 'mark', E mole, MDu. mael n. 'sign, mark, stigma', OHG ma/ n. 'spot', G Mal n. 'mark' ⇒ \*melh₂-o(1E?) - Skt. mcila- n. 'dirt' < \*molh₂-o-; Gr. μtA.ac; adj. 'dark, black' < \*melh₂-n-; Lith. mJlas adj. 'blue', Latv. mၱls adj. 'dark blue, violet' < \*melhi-o-. Etymology uncertain. The word has been connected with Gr. μD.ac; and Lith. mJ/as (cf. Pokorny IEW: 720-1). It is alternatively possible to equate it with \*me/a- 1 'point' and \*me/a 3- 'measure'; the meaning 'mark' may then be used to bridge the semantic gap between these potential cognates. Also cf. ON mcila w.v. 'to paint' < \*melojan-."
402,5747,me/a-,"3 n. 'measure, amount'","measure, amount","\*me/a- 3 n. 'measure, amount' - Go. me/a m. 'bushel' ( < \*me/an-), ON ma/ n. 'measure', OE mǣl n. 'measure', ODu. m<il 'jar, vase' ⇒ \*meh₁-lo- (IE) - OCS mera f. 'measure', Ru. mera 'id.', SCr. mjera f. 'measure, weight' < \*mehi-reh₂-. Derived from the PIE root \*meh₁- 'to measure', cf. \*me/Ji-. Also cf. ON mælir, OE mele m. 'cup, bowl, basin' < \*melja-, for which cf. ON mæla w.v. 'to measure' < \*meljan-."
402,5749,melda-,"adj. 'pleasant, mild'","pleasant, mild","\*melda- adj. 'pleasant, mild' - Go. un-milds\* adj. 'unloving', ON mildr adj. 'merciful, generous', Far. mildur adj. 'mild, gentle, pleasant', OE milde adj. 'friendly, merciful', E mild, OFri. mi/de adj. 'merciful, gracious', OS mi/di adj. 'kind', Du. mild adj. 'mild, benign', OHG mi/ti adj. 'merciful, meek', G milt adj. 'lenient, mild' ⇒ \*melh₂-t6- (IE) - Skt. ml<itci- adj. 'soft' < \*mlehi-to-; Olr. mlciith adj. 'tender, soft' < \*mlhi-ti-. A to-formation created to the PIE root \*melh₂-, which is also supported by the stative \*mu/wen- 'to soften' (q.v.). Unrelated to OCS mlado adj. 'young' < \*mold-a- and Olr. mell adj. 'pleasant' < \*meld-a- (for which see \*multojan-). Problematic, too, is the link with Gr. μaA.-8aK6<; adj. 'weak, tender, soft, mild'"
