page,line,headword,label_gloss,gloss,opening
540,7599,swepan-,s.v. 'to burn (with smoke)',to burn (with smoke),"\*swepan- s.v. 'to burn (with smoke)' - OHG swedan s.v. 'id.' (GM). No certain etymology. There is a possibility that the verb developed from a zero-grade present \*swipan- by a-mutation (Pokorny IEW: 1042). If so, it may be related (or even etymologically identical) to \*swlpan- 'to burn, ache'. Also cf. OHG sweda f. 'vapor' < \*swepo(n]-, MHG swadem, swaden m. 'haze' < \*swapma- and OE swapul m. 'smoke' < \*swap[V]la-."
540,7601,swiban-,"s.v. 'to sway, swerve'","to sway, swerve","\*swiban- s.v. 'to sway, swerve' - ON svifa s.v. 'to ramble; to swerve, drift; to bustle', Far. svfva s.v. 'to float, hang, swing', OE swifan s.v. 'to move, wend, sweep', OFri. swlva s.v. 'to deviate', MDu. swiven w.v. 'to move, remove', MHG swifen s.v. 'to move, swing' ⇒ \*kwseibh-e- (IE?) - Skt. k$ipciti 'to throw' < \*kwsip-e-; Av. xsuuaeþaiiatastra- 'swinging the whip' < \*kswoibh-eie- (with metathesis?); OCS sibati 'to whip', Ru. sibcit' (sibciju) 'to throw, hit', SCr. si'bati 'to flog, whip' < \*kwseibh-ehi-ie-; Mir. scibid 'to move, recede', MW chwyfu, chwifio 'id.' < \*skwibh-ie- or \*kwsibh-ie-. By reconstructing the Germanic form as \*swifan-, the verb can together with Skt. k$ipati be derived from a PIE root \*kwseip- (> Pre-Gm. \*ksweip- like"
541,7607,swigen-,w.v. 'to be silent',to be silent,"\*swigen- w.v. 'to be silent' - OE swigian, sugian w.v. 'id.', OFri. swigia w.v. 'id.', OS swigon w.v. 'id.', Du. zwijgen s.v. 'id.', OHG swigen w.v. 'id.', G schweigen s.v. 'id.' (GM). An originally weak stative verb that in German and Dutch became strong, for which cf. the appurtenant causative OHG sweigen, Swi. Visp. sweiggu w.v. 'to (make) shut up' < \*swaigjan-. No further etymology. The connections with Gr. cri:yaw 'to be silent' an Gr. otwnaw 'id.' are formally impossible."
541,7609,swiglojan-,w.v. 'to play the flute',to play the flute,"\*swiglojan- w.v. 'to play the flute' - Go. swig/on w.v. 'id.', EDu. sweghelen w.v. 'id.', OHG swegalon w.v. 'id.', MHG swegeln w.v. 'id.' (GM). A denominative verb derived from OHG swegala, EDu. sweghel f. 'flute' < \*swiglo- (also cf. OE swegel-horn 'some kind of musical instrument'). No further etymology, probably originally an onomatopoeia."
541,7611,swimman-,"s.v. 'to swim, float'","to swim, float","\*swimman- s.v. 'to swim, float' - ON swimma s.v.3 svima, symja s.v.4 'id.', Far. svimja s.v. 'id.', Elfd. simma s.v. 'id.', OE swimman s.v. 'id.', E to swim, MDu. swemmen s.v. 'to swim, float', Du. zwemmen s.v. 'to swim', OHG swimman s.v. 'id.', G schwimmen s.v. 'id.' (GM?). The WGm. forms all point to a verb \*swimman-, which developed from a nasal present, i.e. either \*suem-ne- or \*sue-n-m-e-. In Old Norse, the variation between svimma (svam, summu) vs. svima (svam, svpmu) implies that the alternation between the presentic root \*swVmm- and the preterite root \*swVm- was preserved up to a relatively late stage: svima was probably created on the basis of the preterite, otherwise the i, which in \*swemmregularly arose before the covered nasal, remains unexplained. In a similar way, the variant symja may have been created by adding the presentic j-suffix: \*swemjan- > ON symja. There is no need to reconstruct a zero-grade formation \*s(w)umjan- (pace e.g. Magnusson 1989: 1010). The verb has no good extra-Gm. etymology. The connection with Olr. seinnid 'to reach, bring' is extremely doubtful, both on the formal and semantic side. See also \*swammjan-, \*swamon- and \*sunda-."
542,7617,swina-,n. 'pig',pig,"\*swina- n. 'pig' - Go. swein n. 'id.', ON svfn n. 'id.', Far. svfn n. 'id.', Elfd. swain n. 'id.', OE swin n. 'id.', E swine, OFri. swin n. 'id.', OS swin n. 'id.', Du. zwijn n. 'id.', OHG swin n. 'id.', G Schwein n. 'id.' (DRY). A derivative of \*sii- - \*suw- 'sow' with the neuter diminutive suffix \*-ina-, cf. Go. gaitein n. 'little goat, kid'. Only indirectly related to Lat. suinus adj. 'consisting of pork'."
542,7619,swinan-,"s.v. 'to dwindle, decrease'","to dwindle, decrease","\*swinan- s.v. 'to dwindle, decrease' - ON svfna s.v. 'to go down, subside', OHG swinan s.v. 'id.', MHG swinen s.v. 'id.' (IE). An n-present to the root \*dhgwhei-, cf. Nw. dial. sva w.v. 'to abate' < \*swian-. A slightly different (iterative?) formation is Ice!. svina w.v. 'to subside, disappear', Nw. svina, svena w.v. 'id.' < \*swinon- < \*dhgwhi-neh₂-. Formally, it is notable that the Germanic verbs with this root show a remarkable set of variants, viz. \*dwinan-, \*swinan- and \*pwinan-. Apparently, the outcome of the initial cluster \*dhgwh_ was unstable in Germanic."
542,7621,swipp/bon-,"w.v. 'to sway, swerve'","to sway, swerve","\*swipp/bon- w.v. 'to sway, swerve' - ON svipa w.v. 'to move swiftly, shift; to whip', OE swipian w.v. 'to strike, scourge, lash', G schwippen w.v. 'to sway' ⇒ \*kwsibh-neh₂- (IE?). The iterative to \*swiban- (q.v.). The root \*swibb- (cf. G schwippen) arose as a secondary variant from the original paradigm 3sg. \*swippopi, 3pl. \*swibunanpi < \*skwibh-neh₂-ti, \*skwibh-nh₂-enti. The iterative OHG sweib6n w.v. 'to float, turn' probably adopted its ablaut from \*swaipan- (q.v.)."
542,7623,switjan-,w.v. 'to sweat',to sweat,"\*switjan- w.v. 'to sweat' - OHG swizzen w.v. 'id.', G schwitzen w.v. 'id.' ⇒ \*suid-ie- (IE) - Identical to ToB saya- 'to sweat', Skt. svfdyati 'id.'; also cf. Gr. doo<; n. 'sweat' (cf. Gr. lo(w, Hom. do(w), Lat. siidor m. 'id.', MW chuis m. 'id.' < \*sueid-os, \*suid-s-6s; Arm. k'irt-n 'id.', Alb. djerse f. 'id.' < \*suid-ro-; Latv. sviedri pl. 'id.' < \*suoid-ro-. An ie-present related to \*swaita- (q.v.)."
542,7625,swipan-,"s.v. 'to burn, ache'","to burn, ache","\*swipan- s.v. 'to burn, ache' - ON svfaa s.v. 'to singe, burn', Far. sviaa s.v. 'id.', Elfd. swaiaa s.v. 'id.' ⇒ \*(H)sueit-e- (IE) - Av. xvaena- 'glowing, blazing' < \*(H)su-oi-no-; Av. hauuaiieiti 'to braise' < \*(H)sou-eie-. Possibly, this verb represents a full-grade variant of \*swepan- (q.v.), which may have developed from a zero-grade present \*swipan- by a-mutation. The attested OHG swedan would then be parallel to the strong verb OHG redan 'to shiver' < \*hrepan- (q.v.), which similarly evolved from PGm. \*hripan- < PIE \*kri-t-e-. In both of these formations, the root-final dental may have been suffixal in origin. This leaves us with a root \*suei·, which in turn may have come about as an i-present to the root \*seu- 'to braise' (cf. Seebold 1970: 487)."
543,7631,swora-,m. 'oath',oath,"\*swora- m. 'oath' - MHG swuor m. 'id.', G Schwur m. 'id.' (DRY). Derived from the strong verb \*swarOJan- (q.v.). Also cf. the collective ON sceri n.pl. 'id.' < \*sworja-."
543,7633,swotu·,adj. 'sweet',sweet,"\*swotu· adj. 'sweet' - ON sretr adj. 'id.', Far. setur adj. 'id.', Elfd. syot adj. 'id.', OE swat, swete adj. 'id.', E sweet, OFri. swete adj. 'id.', OS swoti adj. 'id.', Du. zoet adj. 'id.', OHG swuozi, suozi adj. 'id.', G siifl adj. 'id.' ⇒ \*sueh₂d-u- (IE) - Skt. sviidu- adj. 'sweet, tasting good, pleasant', Gr. ԮOU<; adj. 'sweet, tasteful, pleasant, pleasing', Lat. suiivis adj. 'sweet, pleasant'; also cf. ToA swiir, ToB swiire adj. 'sweet' < \*suh₂d-ro- and OAv. hudama- 'sweetness' < \*suh₂d-mo-. The PIE word for 'sweet'. Most NWGm. languages point to a ja-stem \*swotja- which replaced the u-stem \*swotu- at a relatively late stage. OE swat, for instance, shows no sign of umlaut. Go. sutis adj. 'mild' < \*silti-, -jahas been compared as well, but its appurtenance is less certain because of the different meaning. If it belongs to \*swotu-, however, it contains a zero-grade root \*siit- < PIE \*suh₂d-. Did Germanic preserve an ablauting u-stem, viz. \*sueh₂d-u-s, gen. \*suh₂d-u-6s?"
543,7635,swul{l)i·,m. 'boil',boil,"\*swul{l)i· m. 'boil' - ON sullr m. 'id.', Far. sullur, svullur m. 'id.', OE swyle m. 'id.' (DRY). An i-stem to the strong verb \*swellan- ( q.v.). In view of the short I of OE swyle, this verb is likely to have developed from an n-present \*suel-ne-."
543,7637,swulti-,m. 'starvation',starvation,"\*swulti- m. 'starvation' - ON sultr m. 'hunger', Far. svultur m. 'id.', OE swylt m. 'death' (DRY). An i-stem to \*sweltan- (q.v.)."
543,7639,swurron-,"w.v. 'to buzz, crackle(?)'","to buzz, crackle(?)","\*swurron- w.v. 'to buzz, crackle(?)' - Icel. surra w.v. 'to creak', MLG surren w.v. 'to buzz' ⇒ \*sur-neh₂- (IE) - Skt. svarati 'to sound, make a sound, snort', OAv. xvaramna- ptc.pres.med. 'swearing' < \*suer-e-; Gr. upov n. 'beehive, bee swarm' < \*suro-; MW chwyrnaf'to snore' < \*suer-neh₂-. An iterative verb closely related to Icel. svarra w.v. 'to murmur, crack' < \*swarron- < \*suor-neh₂-. Also cf. MHG surm m. 'buzz' < \*surma- and Icel. svarmr m. 'tumult', OE swearm m. 'swarm, crowd', MDu. swarm n./m. 'swarm', Du. zwerm c. 'id.', OHG swarm, G Schwarm m. 'id.' < \*swarma-. Related to \*swar(j)an-(?)."
544,7647,tabjan-,"w.v. 'to delay, hinder'","to delay, hinder","\*tabjan- w.v. 'to delay, hinder' - ON tefja w.v. 'to hinder, delay' ⇒"
544,7649,dobh-eie-,(IE),,"\*dobh-eie- (IE) - Identical to OAv. diibaiieiti 'to deceive', YAv. dauuaiieiTJtfptc.f. 'damaging' < \*dobh-eie-; also cf. Skt. dfpsati des. 'to deceive' < \*di-dbh-s-e-. ON tejja formally and semantically classifies as a causative, which allows us to reconstruct the verb as Pre-Gm. \*dobh-eie-. I connect this formation to the aforementioned Indo-Iranian forms, which in spite of the older literature cannot be based on a root \*dhebh- with aspirated dental (LIVZ: 132-3). Cf. \*toba- 'hesitation' and perhaps also Far. tava w.v. 'to endeavor, exert oneself."
544,7651,tafna-,n. 'sacrificial meat',sacrificial meat,"\*tafna- n. 'sacrificial meat' - ON tafn n. 'id.' ⇒ \*dl[zp-no- (IE/NIE) - Formally identical to Lat. damnum n. 'loss, expense', Arm. tawn 'feast'; also cf .. Lat. daps f. 'sacrificial meal, feast' < \*dh₂p-; Gr. 8arr6:VTJ f. 'cost' < \*dh₂p-nh₂-; Hitt. tappa/a- 'person responsible for court cooking'(?). A formation possibly derived from a verbal root, cf. Gr. 86:m:w 'to tear to pieces, slaughter' < \*dh₂p-ie- and ToA tiipii- suppl. 'to eat' < \*dh₂p- (Adams 1999: 286). The word also has some conspicuously close lookalikes in Semitic, however, cf. Akk. zfbu, Ugar. dbb, Hebr. ze/;Jab 'sacrifice, sacrificial animal' (cf. Moller 1911: 44-5). See also \*tapp/bon- 'to lose'."
544,7653,tag/a-,n. 'hair',hair,"\*tag/a- n. 'hair' - Go. tag/ n. 'id.', ON tag/ n. 'horse's hair, tail', OE tcegl m. 'id.', E tail, MLG tagel 'end of a rope', OHG zagal m. 'tail, sting, penis', MHG zagel m. 'id.' ⇒ \*dorJil./6- / \*dHfJ<l./6- (IE?). The word has been compared to Skt. dasii- f. 'fringe' < \*deJ<-eh₂-, Olr. dual m. 'tuft, plait' < \*doJ<-/o-(?) and SCr. dldka f. 'single hair' < \*dok-lehr (with depalatalization and metathesis, Matasovic 2009: 102). Within Germanic, however, \*tag/a- can just as well be a diminutive \*dHk-16- to the root of"
544,7655,tahjan-,"'to tear, unravel' or to \*togan-","to tear, unravel","\*tahjan- 'to tear, unravel' or to \*togan- - \*takkan- 'prickle, branch'."
544,7657,tagra-,- \*trahna- n. 'tear',tear,"\*tagra- - \*trahna- n. 'tear' - Go. tagr n. 'id.', ON tar n. 'id.', Far. tar n. 'id.', Elfd. tcir n. 'id.', OE tcehher, tear, teagor m. 'id.', E tear, OFri. tiir m./n. 'id.', OS trahan m. 'id.', Du. traan c. 'id.', OHG trahan, zahar m. 'id.', MHG traher, zaher m. 'id.', G Triihne, obs. Ziihre f. 'id.' ⇒ \*drli-h₂eli-ur/n- (IE) - Gr. MKpu n. 'id.' < \*dh₂1i-ru-; Arm. artawsr, pl. artasu-k' 'id.' < \*drh₂1i-ru-/-un-; Lat. dacrima, lacrima 'id.' < \*dh₂J<-ru-mehr; Olr. der n. 'id.', W deigr 'id.' < \*dh₂1i-ro-; also cf. Hitt. isbabru- n. 'tear(s), weeping'. An old PIE heteroclitic that can only be reconstructed with great difficulties due to the many formal problems in both Germanic and the other IE"
545,7661,tahjansos,"languages. The Germanic dialects provide evidence for four different stem variants: 1) Go. tagr, OE teagor < \*tagra-; 2) OE tæhher, OFri. tar, OHG zahar < \*tahra-; 3) MHG traher < \*trahra-; and 4) OS, OHG trahan < \*trahna-. Presumably, these variants all split off from a heteroclitic paradigm, e.g. nom. \*tragru (> \*tagru by dissimilation), gen. \*trahnaz. According to Kortlandt 198Sb, the original PIE word developed from a compound \*dr](-h₂e/(-ur, \*drK-h₂eK-un-h₂, identifying the first member as the PIE root \*der/(- 'to see' (cf. \*turhta- 'clear'). The second element \*h₂ek-ru- 'tear' can be retrieved from ToA ii.kiir, ToB akriina pl. 'tear', Skt. a§ru- n. 'id.', YAv. asrii n. pl. 'id.', NP ars, ask 'id.' and",to see,"\*tahjansos languages. The Germanic dialects provide evidence for four different stem variants: 1) Go. tagr, OE teagor < \*tagra-; 2) OE tæhher, OFri. tar, OHG zahar < \*tahra-; 3) MHG traher < \*trahra-; and 4) OS, OHG trahan < \*trahna-. Presumably, these variants all split off from a heteroclitic paradigm, e.g. nom. \*tragru (> \*tagru by dissimilation), gen. \*trahnaz. According to Kortlandt 198Sb, the original PIE word developed from a compound \*dr](-h₂e/(-ur, \*drK-h₂eK-un-h₂, identifying the first member as the PIE root \*der/(- 'to see' (cf. \*turhta- 'clear'). The second element \*h₂ek-ru- 'tear' can be retrieved from ToA ii.kiir, ToB akriina pl. 'tear', Skt. a§ru- n. 'id.', YAv. asrii n. pl. 'id.', NP ars, ask 'id.' and - in modified form - from Lith. ii.sara, Latv. asara f. 'id.' < \*h₂eK-or-eh₂-."
545,7663,tahjan-,w.v. 'to tear',to tear,"\*tahjan- w.v. 'to tear' - Go. tahjan w.v. 'lacerate, tear', Ice!. tæja w.v. 'to card', Far. tre(g)a w.v. 'to pluck loose; to unravel; to tear into bits and pieces', Nw. treja w.v. 'to unravel, pluck' ⇒ \*dh₁k-ie- (GM). Cf. Nw. ta w.v. 'to unravel' < \*taholja)n-; ON tag (pl. tagar, tægr), Far. tag f. 'fibre, sinew' < \*teg-o- < \*deh₁k-eh₂-; MHG zache, G Bav. Zahen, Zachen m. 'wick; tousle' < \*tehan- < \*deh₁k-on- and perhaps also \*tag/a- 'hair' < \*dl)1k-/o-."
545,7665,taihwo(n)-,- \*taiwo(n)- f. 'toe',toe,"\*taihwo(n)- - \*taiwo(n)- f. 'toe' - ON ta, pl. tær f. 'id.', Far. ta, pl. teer, dat. t6m f. 'id.', Elfd. ton, pl. toner f. 'id.', OE tii.(he) f. 'id.', E toe, MLG te(n), tewe f. 'id.', Du. teen c. 'id.', OHG zeha f. 'id.', G Zehe f. 'id.' ⇒ \*doi/(-ueh₂- (IE). An old derivation, apparently from the root of \*tihan- 'to show, indicate' < \*deiK-e-, cf. Lat. digitus m. 'finger; toe'. The originally oxytone MLG tewe < \*taiwo(n)- points to an athematic paradigm, possibly \*d6iK-uh₂, gen. \*di](-ueh₂-s. The zero grade has a possible vestige in OGutn. tia, Gutn. (Faro) tiiia f. 'toe' < \*ti{h)won (hardly \*tihwon-, Pipping 1904: 11-2) < \*di/(-uehr. For the use of the suffix \*-won-, cf. \*tehswo(n)- 'right (hand)'."
545,7667,taik/gon-,w.v. 'to show',to show,"\*taik/gon- w.v. 'to show' - OHG zeigon w.v. 'id.', G zeigen w.v. 'id.', Swi. Visp. zeixxu w.v. 'id.' ⇒ \*doi/(-neh₂- (IE). An a-grade iterative Pre-Gm. 3sg. \*taikkopi, 3pl. \*taigunanpi to the root of \*tihan- (q.v.). The Swiss form seems to point to \*taikon- with the geminated root generalized from the singular, but it may alternatively have been dissimilated from \*taiknojan-, cf. OHG zeihhonon, MHG zeichenen, zeichen w.v. 'to show'. See also \*taikna-."
545,7669,taikjan-,w.v. 'to show',to show,"\*taikjan- w.v. 'to show' - OE ti!can w.v. 'to show', E to teach (DRY). A formation \*taikjan- created to the geminated root \*taikk- as found in \*taikna- and the iterative \*taik/gon-. Perhaps, the formation can be analyzed as continuing a medial causative, quasi-PIE \*doiK-nH-eie- ""to make oneself point out""."
546,7675,taikna-,n. 'sign',sign,"\*taikna- n. 'sign' - ON teikn n. 'id.', OE tcicn n. 'id.', OS tekan n. 'id.', Du. teken n. 'id.', MHG zeichan n. 'id.', G Zeichen n. 'id.' (DRY). A nominal derivative from the geminated root \*taik(k)- (for which see \*taikjan-), and the ON teikna, OE tcicnian, OFri. tekna, OHG zeihhonon w.v. 'to point out, indicate' < \*taiknojan-. Also cf. Go. taikns f. 'omen, miracle' < \*taik-ni-, which similarly gave rise to the verb taiknjan w.v. 'to show'."
546,7677,taikwer-,n. 'brother-in-law',brother-in-law,"\*taikwer- n. 'brother-in-law' - OE tcicor, tcicur m. 'husband's brother, brother-in-law', OFri. taker m. 'id.', OHG zeihhur, zeichur, zeihhor m. 'brother-in-law', MHG zeicher m. 'id.' ⇒ \*deh₂i-uer- (IE) - Skt. devar- m. 'husband's brother', NP dial. ewar, hewar 'id.', Oss. tiw / tew 'id.', Gr. liiiЌp m. 'id.', Lat levir m. 'id.', Arm. taygr 'id.', Lith. dieveris, dieveris, Latv. dieveris, Ru. dever', SCr. djever m. 'id.'. An old IE kinship term. As to the form of the word, there is reason to assume that PGm. \*kw arose in the sequence laryngeal plus labial glide, cf."
546,7679,aikwernan-,,,\*aikwernan- - \*lkwernan- 'squirrel'. The implied proto-form \*daiHuerprobably developed from PIE \*deh₂i-uer- by laryngeal metathesis (Kortlandt 1988b: 356).
546,7681,tailja-,m. 'teal',teal,"\*tailja- m. 'teal' - ME tel 'id.', E teal, MLG te/ink 'id.', MDu. teling, teiling 'id.', EDu. teelingh 'id.', Du. ta/ing c. 'id.' (GM). According to the OED, ME tel can be derived from OE \*t<il < \*tela- or \*tele < \*tailja-. The latter reconstruction is corroborated by the e vocalism of the MLG and MDu. forms. Modern Dutch ta/ing with its ti < \*ai classifies as a Frisian ism."
546,7683,taina-,m. 'sprig',sprig,"\*taina- m. 'sprig' - Go. tains m. 'branch, shoot, twig', ON teinn m. 'twig; spit; stake', OE tan m. 'twig, sprout, shoot', MLG ten m. 'thin metal rod; shaft of an arrow', MDu. teen m. 'willow twig', Du. teen c. 'id.', OHG zein m. 'twig, stick, ruler, shaft, pipe, bar (of metal)', MHG zein m. 'stick, twig, staff ⇒ \*doin-o- (GM). OE ta f. 'twig', E mistle-toe is the same word: it lost its final -n due to conflation with \*taihwo(n)- 'toe'. I assume that \*taina- is related to \*tina- 'tin' (q.v.) in view of the meaning 'metal rod' in Middle Low German and Middle High German. Also cf. the diminutive OE tǣnel < \*tainila- and the derivation Go. tainjo, ON teina, OHG zeinna f. 'basket' < \*tainjon-."
546,7685,tairi-,adj. 'clear',clear,"\*tairi- adj. 'clear' - ON ta?rr adj. 'clear (of water)', Nw. ta?r adj. 'clean' (DRY). The Nordic forms point to a gerundive \*tairi- 'visible' or 'shining' (whence Far. ta?ri n. 'quality' < \*tairja-) to the root of \*tlren- (q.v.). It corresponds to WGm. \*tiari- (OHG ziari, MHG ziere adj. 'neat, beautiful, splendid', MLG un-tere adj. 'ugly'), which I derive from \*diH-or-i- with a different suffix"
547,7691,taisan-,s.v. 'to tousle',to tousle,"\*taisan- s.v. 'to tousle' - ME tosen w.v. 'to tease (wool, flax, etc.), card; to pull apart, to pluck', OHG zeisan s.v. 'to pull, tousle, pluck', MHG zeisen s.v. 'id.' ⇒ \*d6is-e- (GM). In view of MDu. tesen 'to point with a sharp object' < \*taisjan- (q.v.), the original meaning is likely to have been 'to prick', whence 'to untangle'. In this way, the word became associated with wool carding, cf. OHG zeisala, OE ti!s(e)l f. 'teasle' < \*taisilo-. The root \*tais- has no Indo-European etymology, but within Germanic, there is a clear associative link with the cluster of \*tilsan- ( q.v.). Also cf. Nw., Sw., Elfd. test m. 'strand of hair' < \*tista- and Du. dial. tist c. 'tangle' < \*tisti-."
547,7693,taisjan-,"w.v. 'to pluck, card, prick'","to pluck, card, prick","\*taisjan- w.v. 'to pluck, card, prick' - Sw. tesa w.v. 'pull, to pluck (of wool)', OE tæsan w.v. 'to pluck, card', E to tease, MLG tesen w.v. 'to pluck, scratch', MDu. tesen w.v. 'to pluck, jerk; to point something sharp at someone' ⇒ \*dois-eie- (GM). The causative to \*taisan-."
547,7695,takan-,- \*tekan- s.v. 'to touch',to touch,"\*takan- - \*tekan- s.v. 'to touch' - Go. tekan s.v. 'id.', ON taka s.v. 'to take; to reach, touch', Far. taka s.v. 'id.', Elfd. taga s.v. 'to take; to hit', MDu. taken w.v. 'to take, seize' ⇒ \*th₂9-e- (IE/DRY?) - ToB tiik- 'to touch' < \*th₂9- (with secondary ii after the full grade eek- < \*teg- < \*te-th₂.g-?); Gr. 1""£Taywv 'taking' < \*te-th₂.g-ont-. The Germanic strong verb is clearly derived from PIE \*teh₂.g-, but the development of this root into \*takan- and \*tekan- is not straightforward. An important problem is the ablaut difference between Go. tekan and ON taka. The later form seems to continue a tudati-formation with zero grade of the root, viz. \*th₂g-e-, but Go. tekan cannot regularly be derived from the full-grade \*teh₂g-e-, as this would give \*\*tokan-. The greatest difficulty, however, consists of the irregular correspondence of PGm. \*t- with PIE \*t-. It has been suggested that the t arose in reduplicated root \*te-th₂.g-, cf. Gr. T£1""aywv. As laryngeals do not vocalize in unstressed syllables, this stem would yield a PGm. form \*tedg- in which the reduplication may have been restored (Mottausch 1993). The long \*e can subsequently be explained as from a form \*deh₁g- that developed out of \*dedg- by dissimilation of the second (glottalized) \*d (Kortlandt 2000). An alternative explanation would be to assume that \*tekan- was back-formed to the iterative \*pak(k)on- < \*th₂g-neh₂-, as a-grade iteratives give rise to secondary reduplicated verbs more often, cf. \*slepan- 'to sleep' from \*slapp/b6n- (q.v.)."
548,7701,tala-,n. 'number; speech',number; speech,"\*tala- n. 'number; speech' - ON ta/ n. 'talk; speech', Far. ta/ n. 'number; speech, conversation', Elfd. ta/ n. 'number; talk(ing)', OE taJ/, ge-taJ/ n. 'number; reckoning', OS gi-tal n. 'number, row', Du. ge-ta/ n. 'number' Ǯ"
548,7703,do/H-o-,(IE),,"\*do/H-o- (IE) - Hitt. tal/ije/azi 'to pray to, evoke (a deity)' < \*d/H-ie-; Gr. MA.oc; m. 'bait, trick', Arm. tof 'row' < \*do/H-o-. An a-stem close to Arm. tof. Also cf. ON telja, OE tel/an, OFri. tel/a, Du. tel/en, OHG zellen, G ziih/en w.v. 'to count; to talk' < \*ta/jan-. The oldest meaning seems to have been 'to aline', whence 'to (re)count'. See also \*ta/On-."
548,7705,talga/6-,m./n./f. 'tallow',tallow,"\*talga/6- m./n./f. 'tallow' - Icel. t6/g f. 'id.', Far. talg f. 'id.', Nw. talg, to/g f. 'id.', Elfd. tag m. 'id.', OE tcelg m. 'dye', E tallow, MLG ta/ch n. 'tallow', MDu. ta/ch n. 'id.', Du. talg n. 'id.' ⇒ \*do/gh-o/eh₂- (IE) - Hitt. taiga- c. 'fat, grease(?)' < \*do/gh-o-. A possible Anatolian-Germanic isogloss (Rosenkranz 1964: 254). All Germanic attestations point to a root \*talg-. Icel. t6/g does not represent a zero-grade formation \*tu/go- (pace Pokorny IEW: 196); its vowel 6 developed from ON \*p, which like other back vowels was regularly lengthened before + plus velar or labial, so as to merge with ON 6. Also cf. OE te/gan, w.v. 'to dye' < \*talgjan-."
548,7707,talO(n)-,"f. 'speech, recount'","speech, recount","\*talO(n)- f. 'speech, recount' - ON ta/a f. 'speech; number', OE talu f. 'recount, story', E tale, OFri. tele f. 'number; story', MDu. tale f. 'conversation; speech', Du. taa/ c. 'language', OHG za/a f. 'number; calculation', G Zahl f. 'number, amount' (IE). Related to \*ta/a- (q.v.). Also cf. ON ta/a 'to speak', OE talian, OFri. talia, OS talon, OHG zalon 'to count' < \*ta/Ojan-."
548,7709,tamjan-,w.v. 'to tame',to tame,"\*tamjan- w.v. 'to tame' - Go. ga-tamjan w.v. 'tame, subdue', ON temja w.v. 'to tame; train', OE temian w.v. 'to tame', MLG temen, temmen w.v. 'id.', Du. temmen w.v. 'id.', OHG zemman w.v. 'id.', MHG zemen w.v. 'id.', G ziihmen w.v. 'id.' ⇒ \*domh₂-eie- (IE) - Skt. damayati 'to subdue' < \*domh₂-eie-; Lat. domo, -are 'to tame' < \*domh₂-eh₂-ie-; Gr. cSaμvriμL 'to tame', Olr. damnaim 'to bind' < \*dm-n-eh₂-. A verb continuing either a purely verbal causative to the root \*demh₂- (as known from the other IE languages) or a denominal factitive to ON tamr, OE, OFri. tam, OHG zam, G zahm adj. 'tame' < \*tama- < \*domh₂-o-. The simi· larly denominal OHG zamon, G zahmen w.v. 'to tame' < \*tamojan- is paral· leled by Lat. domiire."
548,7711,tandjan-,w.v. 'to kindle',to kindle,"\*tandjan- w.v. 'to kindle' - Go. tandjan w.v. 'id.', ON tenda w.v. 'id.', OE on-tendan w.v. 'id.', ME on-tenden w.v. 'id.' ⇒ \*dondh-eie- (GM)."
549,7717,tandra(n)-,m. 'ember',ember,"\*tandra(n)- m. 'ember' - ON tandri m. 'fire, spark', Far. tandur n. 'weakly burning light', OHG zantaro m. 'ember', MHG zanter, zander m. 'id.' ⇒ \*dondh-ro- (ORV). See \*tandjan- and \*tundra-."
549,7719,tangan-,"m. 'tip, blade(?)'","tip, blade(?)","\*tangan- m. 'tip, blade(?)' - ON tangi m. 'point projecting into the sea, spit of land; pointed end by which the blade is driven into the handle', Far. tangi m. 'id.', Nw. tange m. 'id.' ⇒ \*dongh-on- (IE). Closely related to MLG tange f. 'sandbank'. < \*tango- and \*tungon- 'tongue' (q.v.)."
549,7721,tangja-,adj. 'approximate',approximate,"\*tangja- adj. 'approximate' - OE ge-tenge adj. 'close to, pressing upon', OS bi-tengi adj. 'sticking, linked', OHG gi-zengi adj. 'near, close' ⇒ \*donl<-i6- (DRV). Aja-stem derived from the strong verb \*tingan- ( q.v.)."
549,7723,tango-,f. 'tongs',tongs,"\*tango- f. 'tongs' - ON tpng, pl. tangir, tengr f. 'id.', Far. tong, pl. tengur f. 'id.', OE tang[e) f. 'id.', E tongs, OFri. tange f. 'id.', MDu. tange f. 'id.', Du. tang c. 'id.', OHG zanga f. 'id.', G Zange f. 'id.' ⇒ \*donl<-eh₂- (IE) - Alb. dare / diine f. 'tongs' < \*dT.Jlt-nehr. An old derivation from the root of \*tingan-."
549,7725,tangra-,"adj. 'sharp, acute'","sharp, acute","\*tangra- adj. 'sharp, acute' - MDu. tanger adj. 'id.', OHG zangar adj. 'id.', MHG zanger adj. 'id.' ⇒ \*donl<-r6- (IE). A ro-stem created to the strong verb \*tingan- (q.v.). Also cf. Elfd. taungg adj. 'brisk, alert' < \*tanga-."
549,7727,tanhu-,adj. 'tough',tough,"\*tanhu- adj. 'tough' - OE toh adj. 'id.', E tough, MLG ta adj. 'id.', MDu. taey adj. 'id.', Du. taai adj. 'id.', OHG zcihi adj. 'id.', MHG za?he, Za?h, Za?ch adj. 'id.', G ziihe adj. 'id.' ⇒ \*d6nl<-u- (IE). A u-stem derived from \*tingan- ( q.v.). The continental WGm. languages remodeled the adjective into aja-stem."
