lookup_candidate_pass7	normalized_candidate_pass7	confidence_pass7	greek_nonlatin_class_pass7
**megʷ-no-	**megʷ-no-	medium-repaired	
**modʰ..	**modʰ..	medium-repaired	
**nClIino-	(**nClIino-)	source-layer	
**noJ(’-t-ep	?[**noJ(’-t-ep	medium-repaired	
**nogʷ-(0-	**nogʷ-(0-)	medium-repaired	
**nogʷno-dʰʰ	**nogʷno-dʰʰ	medium-repaired	
**nog’l-o-	**nog’l-o-	medium-repaired	
**p6d-s	**p6d-s	source-layer	
**pM-p-s	**pM-p-s	source-layer	
**pa-n-hr	**pa-n-hr	source-layer	
**peh₂ll{1-s	(**peh₂ll{1-s)	low	
**rpdʰ..	**rpdʰ..	medium-repaired	
**sen-ont-	**sen-ont-)	source-layer	
**spep-ertn	?**spep-ertn	medium-repaired	
**stah₂-perfn	**stah₂-perfn	medium-repaired	
**sth₂-un-	**sth₂-un-	medium-repaired	
**sth₂-ur-	**sth₂-ur-	medium-repaired	
**t6nhr	**t6nhr	source-layer	
**tenhru-	**tenhru-	source-layer	
*-!du-t-	*-!du-t-	low	
*-&da-	*-&da-)	source-layer	
*-(0)nt(o)-	*-(0)nt(o)-	medium-repaired	
*-(Ji-n-olahr	*-(Ji-n-olahr	source-layer	
*-(i)jo-	*-(i)jo-	source-layer	
*-(s)p(e)nd-	*-(s)p(e)nd-	source-layer	
*-(s)reg-tó-	*-(s)reg-tó-	medium-repaired	
*-(s)tig-ti-	*-(s)tig-ti-	source-layer	
*-/dOl!-jo-	*-/dOl!-jo-)	low	
*-/du-no-	*-/du-no-	source-layer	
*-0	*-0	medium-repaired	
*-0-	*-0-)	source-layer	
*-0-	*-0-	source-layer	
*-0-vom	*-0-vom	source-layer	
*-00-	*-00-	source-layer	
*-0:.	(*-0:.)	source-layer	
*-1(	*-1(	source-layer	
*-1+	*-1+	source-layer	
*-1-	*-1-	source-layer	
*-1-	*-1-)	source-layer	
*-10-	*-10-)	source-layer	
*-10-	*-10-	source-layer	
*-11-	*-11-	source-layer	
*-110-	*-110-	source-layer	
*-1iJ!’..o-	*-1iJ!’..o-	low	
*-4-	*-4-	low	
*-5-	*-5-	low	
*-5-	*-5-)	low	
*-5-5-	(*-5-5-	low	
*-50-	*-50-	low	
*-5ts-	*-5ts-)	low	
*-6n-	*-6n-	source-layer	
*-8-durch	*-8-durch	low	
*-8h₂	*-8h₂	low	
*-:Jr	*-:Jr	source-layer	
*-:JrrJ-	*-:JrrJ-	source-layer	
*-<:/o-to-	*-<:/o-to-	low	
*-<:jno-	*-<:jno-	low	
*-<JD-	*-<JD-	low	
*-<a)hr	*-<a)hr	low	
*-<fuhr	*-<fuhr	low	
*-Aha-	*-Aha-	source-layer	
*-C-	*-C-	source-layer	
*-Cn	*-Cn	source-layer	
*-DU-	*-DU-	low	
*-Dspt..sU	*-Dspt..sU	source-layer	
*-H-	*-H-	source-layer	
*-H-jōs	*-H-jōs)	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*-H-s	*-H-s	medium-repaired	
*-H[-	*-H[-	source-layer	
*-HoHk-es	*-HoHk-es	medium-repaired	
*-Hon-	*-Hon-)	source-layer	
*-Hora-?	*-Hora-?	source-layer	
*-I	*-I)	source-layer	
*-II-?	*-II-?	low	
*-IIS-	*-IIS-	low	
"*-Je"".."	"*-Je"".."	source-layer	
*-Jifin	*-Jifin	source-layer	
*-Jifta-n-	*-Jifta-n-	source-layer	
*-Ji}(i’-ep-oIah₂-	?*-Ji}(i’-ep-oIah₂-	low	
*-Ji}(i’-es-	*-Ji}(i’-es-	low	
*-JlPtbei	*-JlPtbei	source-layer	
*-Jqd-on-	*-Jqd-on-	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*-Jrundi-	*-Jrundi-	source-layer	
*-Ju-	*-Ju-	source-layer	
*-MlJri-	*-MlJri-	low	
*-NTIJ..	*-NTIJ..	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*-On	*-On	source-layer	
*-P-	*-P-)	source-layer	
*-PJhrmn-o-	*-PJhrmn-o-	low	
*-Pi-	*-Pi-	source-layer	
*-T-	*-T-	source-layer	
*-T-i-	*-T-i-	source-layer	
*-Ti-nos	*-Ti-nos	medium-repaired	
*-UTa-	*-UTa-	low	
*-Ul~	*-Ul~	low	
*-V8t-	*-V8t-	low	
*-VH-	*-VH-	low	
*-VR	*-VR	low	
*-VRH#	*-VRH#	low	
*-Ves-l-us-	*-Ves-l-us-	source-layer	
*-WLin-	*-WLin-)	low	
*-a(i-entstanden	*-a(i-entstanden	source-layer	
*-a-	*-a-	source-layer	
*-a-(ōl	*-a-(ōl	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*-a1eo-	*-a1eo-	source-layer	
*-ab	*-ab	source-layer	
*-abz-	*-abz-	source-layer	
*-abā	*-abā	filtered-noise-fragment	candidate-boundary-noise-with-nonlatin
*-ado	*-ado	source-layer	
*-aga-/-ā-	*-aga-/-ā-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*-ahT	*-ahT	source-layer	
*-ahr	*-ahr	source-layer	
*-ahr	(*-ahr	source-layer	
*-ahrVerb	*-ahrVerb	source-layer	
*-ahz	*-ahz	filtered-noise-fragment	candidate-boundary-noise-with-nonlatin
*-aiwija-in	*-aiwija-in	source-layer	
*-ai̯a-	*-ai̯a-	medium-repaired	
*-ai̯ūs	*-ai̯ūs	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*-al!-	*-al!-	low	
*-al-(l)ja-	*-al-(l)ja-	source-layer	
*-anjJa-n-	*-anjJa-n-	source-layer	
*-ap-	*-ap-	source-layer	
*-as	*-as	medium-repaired	
*-as-	*-as-	source-layer	
*-ati-	*-ati-	source-layer	
*-atro-	*-atro-	source-layer	
*-b	*-b	source-layer	
*-b.6eg-o-möglich	*-b.6eg-o-möglich	filtered-noise-fragment	
*-b30n-	*-b30n-	source-layer	
*-bamja-	*-bamja-	source-layer	
*-bara]1	*-bara]1	source-layer	
*-beTOn}	*-beTOn})	low	
*-bheUhres	?*-bheUhres	medium-repaired	
*-bhudʰ..	*-bhudʰ..	medium-repaired	
*-bhudʰ..jo-	?*-bhudʰ..jo-	medium-repaired	
*-bhāiin	*-bhāiin	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*-bito-	*-bito-	source-layer	
*-bma-	*-bma-	source-layer	
*-boVg-	*-boVg-	source-layer	
*-bu1]on-	*-bu1]on-	source-layer	
*-bur-Pi-	*-bur-Pi-	source-layer	
*-bur-a-	*-bur-a-	source-layer	
*-bur-di-	*-bur-di-	source-layer	
*-bur-ja-	*-bur-ja-	source-layer	
*-burdi-f	*-burdi-f	medium-repaired	
*-burjJi-f	*-burjJi-f	medium-repaired	
*-by-o-	*-by-o-	source-layer	
*-bzb..u-	*-bzb..u-	source-layer	
*-b~-o-erwigt	*-b~-o-erwigt	low	
*-b~r-t-/*	*-b~r-t-/*	low	
*-bʰS-U-	*-bʰS-U-	low	
*-bʰSg-	*-bʰSg-	low	
*-bʰUhrahr	*-bʰUhrahr	medium-repaired	
*-bʰ[-tro-	*-bʰ[-tro-	medium-repaired	
*-bʰag-o-	*-bʰag-o-	medium-repaired	
*-bʰag-ter	*-bʰag-ter	medium-repaired	
*-bʰag-tor-	*-bʰag-tor-	medium-repaired	
*-bʰahr	*-bʰahr	medium-repaired	
*-bʰcr-i-	*-bʰcr-i-	medium-repaired	
*-bʰcr-on-	*-bʰcr-on-	medium-repaired	
*-bʰelor-nes	*-bʰelor-nes	medium-repaired	
*-bʰer-on-	*-bʰer-on-)	medium-repaired	
*-bʰer-tiHon-	*-bʰer-tiHon-	medium-repaired	
*-bʰer-to-	*-bʰer-to-	medium-repaired	
*-bʰog-jo-	*-bʰog-jo-	medium-repaired	
*-bʰog-o-	?*-bʰog-o-	high-image-collated	
*-bʰog-ó-	?*-bʰog-ó-	high-image-collated	
*-bʰopdʰ..i..	*-bʰopdʰ..i..	medium-repaired	
*-bʰor-(i)jer	*-bʰor-(i)jer	medium-repaired	
*-bʰor-olah₂-	*-bʰor-olah₂-	medium-repaired	
*-bʰr-jon-	*-bʰr-jon-	medium-repaired	
*-bʰr-noßI	*-bʰr-noßI	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*-bʰs-u-	*-bʰs-u-	medium-repaired	
*-bʰsah:rmen-	*-bʰsah:rmen-	medium-repaired	
*-bʰu-	*-bʰu-	medium-repaired	
*-bʰug_jo-	*-bʰug_jo-	medium-repaired	
*-bʰuh	*-bʰuh	medium-repaired	
*-bʰuhr	*-bʰuhr	medium-repaired	
*-bʰuhres-	*-bʰuhres-	medium-repaired	
*-bʰuhrio-	*-bʰuhrio-	medium-repaired	
*-bʰv-e/on-	?*-bʰv-e/on-	medium-repaired	
*-bʰy-o_1I	*-bʰy-o_1I	medium-repaired	
*-bʰyo-	*-bʰyo-	medium-repaired	
*-c/i-	*-c/i-	source-layer	
*-c5T-	*-c5T-	low	
*-cj-no-	*-cj-no-	source-layer	
*-cl-	*-cl-	source-layer	
*-cn	*-cn	source-layer	
*-cn-jo-	*-cn-jo-	source-layer	
*-cn-s	*-cn-s	source-layer	
*-cno-in	*-cno-in	source-layer	
*-cpp.alo	*-cpp.alo	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
"*-d""fs-"	"*-d""fs-"	source-layer	
*-d-	*-d-	source-layer	
*-d-tra-	*-d-tra-	source-layer	
*-d-vor	*-d-vor	source-layer	
*-dJ-	*-dJ-	source-layer	
*-dJJehr	?*-dJJehr	low	
*-da-	*-da-	source-layer	
*-de/ohrt-	*-de/ohrt-	source-layer	
*-deh:rt-	*-deh:rt-	source-layer	
*-dei̯-n-olahr	*-dei̯-n-olahr	medium-repaired	
*-dh:ro-	*-dh:ro-	source-layer	
*-dhehr	?*-dhehr	source-layer	
*-dh₃-i-	*-dh₃-i-	medium-repaired	
*-di-	*-di-	source-layer	
*-di-zeigt	*-di-zeigt	medium-repaired	
*-dinih₁1l0-	*-dinih₁1l0-	medium-repaired	
*-dj-ey-t-men-	*-dj-ey-t-men-	source-layer	
*-do-	*-do-	medium-repaired	
*-doh	*-doh	source-layer	
*-dpk-	?*-dpk-	source-layer	
*-dti-	*-dti-	source-layer	
*-durs-ti-	*-durs-ti-	source-layer	
*-dyhrto-	*-dyhrto-	source-layer	
*-dz	*-dz	source-layer	
*-dāta-	*-dāta-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*-dōman	*-dōman	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*-dū-	*-dū-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*-dʰ	*-dʰ	medium-repaired	
*-dʰ..	*-dʰ..	medium-repaired	
*-dʰ..t-	*-dʰ..t-	medium-repaired	
*-dʰ:r	*-dʰ:r	medium-repaired	
*-dʰIahr	*-dʰIahr	medium-repaired	
*-dʰJahr	*-dʰJahr	medium-repaired	
*-dʰObʰ..ijo-	*-dʰObʰ..ijo-	medium-repaired	
*-dʰOjgʰ-o-s	*-dʰOjgʰ-o-s	medium-repaired	
*-dʰchr	*-dʰchr	medium-repaired	
*-dʰclohrt-	*-dʰclohrt-	medium-repaired	
*-dʰclohrt-	*-dʰclohrt-)	medium-repaired	
*-dʰeh	*-dʰeh	medium-repaired	
*-dʰehr	*-dʰehr	medium-repaired	
*-dʰehrZUTÜck	*-dʰehrZUTÜck	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*-dʰehrs	*-dʰehrs	medium-repaired	
*-dʰehrto-	*-dʰehrto-	medium-repaired	
*-dʰelohrt-	?*-dʰelohrt-	medium-repaired	
*-dʰfS-to-	*-dʰfS-to-	low	
*-dʰh	*-dʰh	medium-repaired	
*-dʰhr	?*-dʰhr	medium-repaired	
*-dʰhr	*-dʰhr	medium-repaired	
*-dʰhrab•	*-dʰhrab•	medium-repaired	
*-dʰhrf-	*-dʰhrf-	medium-repaired	
*-dʰhrfH-	*-dʰhrfH-	medium-repaired	
*-dʰhri-	*-dʰhri-	medium-repaired	
*-dʰhrihr	*-dʰhrihr	medium-repaired	
*-dʰhro-	*-dʰhro-	medium-repaired	
*-dʰhrs-	*-dʰhrs-	medium-repaired	
*-dʰhrs-i	*-dʰhrs-i	medium-repaired	
*-dʰhrs-iweisen	*-dʰhrs-iweisen	medium-repaired	
*-dʰht-O-	*-dʰht-O-	medium-repaired	
*-dʰiH-	*-dʰiH-	medium-repaired	
*-dʰibʰ..	*-dʰibʰ..	medium-repaired	
*-dʰigʰ...f	*-dʰigʰ...f	medium-repaired	
*-dʰo-	*-dʰo-	medium-repaired	
*-dʰobʰ..o-	*-dʰobʰ..o-	medium-repaired	
*-dʰohr	*-dʰohr	medium-repaired	
*-dʰohrt-	*-dʰohrt-	medium-repaired	
*-dʰoi̯gʰ...o-	*-dʰoi̯gʰ...o-	medium-repaired	
*-dʰollh-(r)jo-	*-dʰollh-(r)jo-)	medium-repaired	
*-dʰors-O}2	*-dʰors-O}2	low	
*-dʰʰb-	*-dʰʰb-	medium-repaired	
*-dʰʰb..to-	*-dʰʰb..to-	medium-repaired	
*-dʰʰri-	*-dʰʰri-	medium-repaired	
*-e	*-e	source-layer	
*-e-	*-e-	source-layer	
*-e-/	*-e-/	source-layer	
*-e-vor	*-e-vor	source-layer	
*-e/}-	*-e/}-	low	
*-eJbhr	*-eJbhr	source-layer	
*-eJ~	*-eJ~	low	
*-eals	*-eals	source-layer	
*-ed-l-d-	*-ed-l-d-	source-layer	
*-ehj	*-ehj	source-layer	
*-ehrStamm	*-ehrStamm	low	
*-ehrrp	*-ehrrp	source-layer	
*-eh₁	*-eh₁	medium-repaired	
*-eh₁vor	*-eh₁vor	medium-repaired	
*-eh₃!	*-eh₃!	low	
*-ei̯-	*-ei̯-	medium-repaired	
*-ei̯-no-	*-ei̯-no-	medium-repaired	
*-ei̯herieitbar	*-ei̯herieitbar	medium-repaired	
*-ei̯no-	*-ei̯no-	medium-repaired	
*-ei̯o-	*-ei̯o-	medium-repaired	
*-ei̯o-?	*-ei̯o-?)	medium-repaired	
*-el!-	*-el!-	low	
*-el-o-	*-el-o-	source-layer	
*-elont-	*-elont-	source-layer	
*-emo-	*-emo-	source-layer	
*-en	*-en	source-layer	
*-en-	*-en-	source-layer	
*-en-es	*-en-es	source-layer	
*-en-s	*-en-s	source-layer	
*-enln-	*-enln-	source-layer	
*-eno-	*-eno-	source-layer	
*-ep-	*-ep-	source-layer	
*-er	*-er	medium-repaired	
*-er	*-er	source-layer	
*-ermit	*-ermit	source-layer	
*-ero-	*-ero-	source-layer	
*-es	*-es	source-layer	
*-es-	*-es-)	source-layer	
*-essu-	*-essu-	source-layer	
*-et-	*-et-	source-layer	
*-etV-	*-etV-	source-layer	
*-eta-	*-eta-	source-layer	
*-eta-	*-eta-	medium-repaired	
*-eto-	*-eto-	source-layer	
*-eu̯-	*-eu̯-	medium-repaired	
*-ev-	*-ev-	source-layer	
*-ezd-	*-ezd-	medium-repaired	
*-f8.vah-	*-f8.vah-	low	
*-fak-s	*-fak-s)	source-layer	
*-ff-	*-ff-	source-layer	
*-ff-«	*-ff-«	source-layer	
*-fl-	*-fl-	source-layer	
*-flhrs	*-flhrs	source-layer	
*-fpit-	*-fpit-	source-layer	
*-f~1o	*-f~1o	low	
*-g*ebr	*-g*ebr	source-layer	
*-g-	*-g-	source-layer	
*-g-h~	*-g-h~)	low	
*-g-n-	*-g-n-)	source-layer	
*-gOrb	*-gOrb	source-layer	
*-gVrf1-t-·	*-gVrf1-t-·	source-layer	
*-gen(h₁J-(i)jo-	*-gen(h₁J-(i)jo-	medium-repaired	
*-gena-	*-gena-	source-layer	
*-genhr(i)jeH-	*-genhr(i)jeH-	source-layer	
*-genhres	*-genhres	source-layer	
*-genhro-	*-genhro-	medium-repaired	
*-geno-	*-geno-	source-layer	
*-genot(o	*-genot(o)	source-layer	
*-gen~-bei*genhres-sub	*-gen~-bei*genhres-sub	filtered-noise-fragment	
*-gi-	*-gi-	source-layer	
*-gn-	*-gn-	medium-repaired	
*-gn-	*-gn-	source-layer	
*-gn-en-	*-gn-en-	source-layer	
*-gn..o-	*-gn..o-	source-layer	
*-gnbro-	*-gnbro-	source-layer	
*-gnhro-	*-gnhro-	source-layer	
*-gnhrt-	*-gnhrt-	source-layer	
*-gno-	*-gno-	source-layer	
*-gno-z.B	*-gno-z.B	medium-repaired	
*-gnohrus-	*-gnohrus-	source-layer	
*-gnoh₁-	*-gnoh₁-	medium-repaired	
*-gp(h	*-gp(h	source-layer	
*-gp-	*-gp-	source-layer	
*-gph	*-gph	source-layer	
*-gphrs	*-gphrs	source-layer	
*-gphrt-	*-gphrt-	source-layer	
*-gphrti-	*-gphrti-	source-layer	
*-gphrto-zu	*-gphrto-zu	source-layer	
*-gph₁o-ko-s	*-gph₁o-ko-s	medium-repaired	
*-gph₃-eto-	*-gph₃-eto-	medium-repaired	
*-gplJros	*-gplJros	low	
*-gq.h	*-gq.h	source-layer	
*-gt-	*-gt-	source-layer	
*-g~ahr	*-g~ahr	low	
*-g~hru-	*-g~hru-	low	
*-gʰō	*-gʰō	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*-gʷ-	*-gʷ-	medium-repaired	
*-gʷOIl-tahr	*-gʷOIl-tahr	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*-gʷah₂1	*-gʷah₂1	medium-repaired	
*-gʷi-tro-	*-gʷi-tro-	medium-repaired	
*-gʷi-tu-	*-gʷi-tu-	medium-repaired	
*-gʷihr	*-gʷihr	medium-repaired	
*-gʷihrzu	*-gʷihrzu	medium-repaired	
*-gʷm̥-t-	*-gʷm̥-t-	high-image-collated	
*-gʷouo-	*-gʷouo-	medium-repaired	
*-gʷu-{ahr	*-gʷu-{ahr	low	
*-gʷʰr6-	*-gʷʰr6-	medium-repaired	
*-gʷʰrt-	*-gʷʰrt-	medium-repaired	
*-gʷʰru-	*-gʷʰru-	medium-repaired	
*-g’ihr	*-g’ihr	medium-repaired	
*-h	*-h	source-layer	
*-h/d-thrO-	*-h/d-thrO-	source-layer	
*-h/ed-	*-h/ed-	source-layer	
*-h/oi̯-yo-	*-h/oi̯-yo-	medium-repaired	
"*-h7lJ""O-"	"*-h7lJ""O-"	low	
*-h:	*-h:	source-layer	
*-h:JOkʷ-	*-h:JOkʷ-	low	
*-h:j/1-	*-h:j/1-	source-layer	
*-h:rtl-	*-h:rtl-	source-layer	
*-hAko)-	*-hAko)-	source-layer	
*-hjcl’-ahr	*-hjcl’-ahr	medium-repaired	
*-hjcl’-ihr	*-hjcl’-ihr	medium-repaired	
*-hjcs-tu-	?*-hjcs-tu-	source-layer	
*-hjll-s	*-hjll-s	medium-repaired	
*-hjs-ent-	?*-hjs-ent-	source-layer	
*-hp!D-	*-hp!D-	low	
*-hpg-os	*-hpg-os	source-layer	
*-hr	*-hr	source-layer	
*-hru-	*-hru-	source-layer	
*-hrvor	*-hrvor	source-layer	
*-htw(w)jan-	*-htw(w)jan-	source-layer	
*-h}ei̯-ko	?*-h}ei̯-ko	low	
*-h}en-	*-h}en-	low	
*-h}i-thfl-	*-h}i-thfl-	low	
*-h~-	*-h~-	low	
*-h~-	(*-h~-)	low	
*-h~-i	?*-h~-i	low	
*-h~-o-	*-h~-o-	low	
*-h~-rp	*-h~-rp	low	
*-h~-s	*-h~-s	low	
*-h~H)tahr	*-h~H)tahr	low	
*-hß}D-	*-hß}D-	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*-h₁CS-ti	*-h₁CS-ti	low	
*-h₁On-	*-h₁On-	medium-repaired	
*-h₁d-	*-h₁d-	medium-repaired	
*-h₁d-o-	?*-h₁d-o-	medium-repaired	
*-h₁d.l	*-h₁d.l	medium-repaired	
*-h₁e/oi̯-u-	*-h₁e/oi̯-u-	medium-repaired	
*-h₁ed-on-	*-h₁ed-on-	medium-repaired	
*-h₁ei̯-o-	*-h₁ei̯-o-	medium-repaired	
*-h₁en-	*-h₁en-)	medium-repaired	
*-h₁i-	*-h₁i-	medium-repaired	
*-h₁i-ter-	*-h₁i-ter-	medium-repaired	
*-h₁i-tn-v-	*-h₁i-tn-v-	medium-repaired	
*-h₁i-tr-ahr	?*-h₁i-tr-ahr	medium-repaired	
*-h₁i-tr-o-	*-h₁i-tr-o-	medium-repaired	
*-h₂(a)ks-ih₂	*-h₂(a)ks-ih₂	medium-repaired	
*-h₂8I1S-s-ahr	*-h₂8I1S-s-ahr	low	
*-h₂8g-men-to-	*-h₂8g-men-to-	low	
*-h₂8g-smen-	*-h₂8g-smen-	low	
*-h₂8j-II-{l)jO-	*-h₂8j-II-{l)jO-	low	
*-h₂8p-to-	?*-h₂8p-to-	low	
*-h₂8rhr	*-h₂8rhr	low	
*-h₂Bf-o-zu	*-h₂Bf-o-zu	medium-repaired	
*-h₂Mhr	*-h₂Mhr	medium-repaired	
*-h₂US-	*-h₂US-	low	
*-h₂an-ār	?*-h₂an-ār	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*-h₂ays-ro-	*-h₂ays-ro-	medium-repaired	
*-h₂l/(S-	*-h₂l/(S-	low	
*-h₂lÜCr	*-h₂lÜCr	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*-h₂n-or-O	?*-h₂n-or-O	medium-repaired	
*-h₂{1k-	*-h₂{1k-)	low	
*-h₂{er-	*-h₂{er-	low	
*-h₂{ū-	*-h₂{ū-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*-h₃0D-	*-h₃0D-	medium-repaired	
*-h₃0hr	?*-h₃0hr	medium-repaired	
*-h₃0n-	*-h₃0n-	medium-repaired	
"*-h₃c""-zu"	"*-h₃c""-zu"	medium-repaired	
*-h₃i-ó-	*-h₃i-ó-	medium-repaired	
*-h₃Ökʷ-	*-h₃Ökʷ-	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*-h₃Ö~-ahr	*-h₃Ö~-ahr	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*-h₃Ö~-o-	*-h₃Ö~-o-	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*-i-	*-i-	medium-repaired	
*-i-	*-i-	source-layer	
*-i-ko-	*-i-ko-	source-layer	
*-i-nolah₂-	*-i-nolah₂-	medium-repaired	
*-i/./	(*-i/./)	source-layer	
*-iH-	*-iH-	source-layer	
*-iH-ei̯	*-iH-ei̯	medium-repaired	
*-iH-no-	(*-iH-no-)	source-layer	
*-iHo-	*-iHo-	source-layer	
*-iJa-	*-iJa-	source-layer	
*-iba-	*-iba-	source-layer	
*-ichrti-	*-ichrti-	source-layer	
*-ie-	*-ie-	source-layer	
*-ielo-.	*-ielo-.)	source-layer	
*-iha	*-iha	source-layer	
*-ihjjabr	*-ihjjabr	source-layer	
*-ihr	*-ihr	source-layer	
*-ihrkahr	*-ihrkahr	source-layer	
*-ih₁	*-ih₁	medium-repaired	
*-ih₂	*-ih₂	medium-repaired	
*-ih₂	(*-ih₂)	medium-repaired	
*-ii-	*-ii-	source-layer	
*-ijabzw	*-ijabzw	medium-repaired	
*-ijo-	*-ijo-	source-layer	
*-ijo-l-ijl-	*-ijo-l-ijl-	source-layer	
*-ijolahr	*-ijolahr	source-layer	
*-ijoliegt	*-ijoliegt	source-layer	
*-iko-	*-iko-	source-layer	
*-ikß-	*-ikß-	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*-ila-	*-ila-	source-layer	
*-in-iiah₂	(*-in-iiah₂	medium-repaired	
*-in-ijo-	(*-in-ijo-	source-layer	
*-in-jo-	(*-in-jo-)	source-layer	
*-inolah₂-	*-inolah₂-	medium-repaired	
*-iro-?	(*-iro-?	medium-repaired	
*-irrin	*-irrin	source-layer	
*-is-	*-is-	source-layer	
*-isko-	*-isko-	source-layer	
*-isrpmo-	*-isrpmo-	source-layer	
*-isth₂a-	*-isth₂a-	medium-repaired	
*-it-	*-it-	source-layer	
*-iti-	*-iti-	source-layer	
*-ito-vorausgesetzt	*-ito-vorausgesetzt	filtered-noise-fragment	
*-itv-	*-itv-	source-layer	
*-i·	*-i·	source-layer	
*-i·ro-?	*-i·ro-?)	medium-repaired	
*-j	*-j	medium-repaired	
*-j-	*-j-	source-layer	
*-j6-	*-j6-	source-layer	
*-ja	*-ja)	source-layer	
*-je	*-je	source-layer	
*-je/ot-o-	?*-je/ot-o-	source-layer	
*-jet-	*-jet-	source-layer	
*-jet-	?*-jet-	source-layer	
*-jet-l-it-	*-jet-l-it-	source-layer	
*-jet-ti	*-jet-ti	medium-repaired	
*-jet-u-	?*-jet-u-	source-layer	
*-jo-	*-jo-	source-layer	
*-jo-von	*-jo-von	source-layer	
*-johß-	*-johß-	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*-johß-o-	*-johß-o-	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*-jonh₃-oIah₂-	*-jonh₃-oIah₂-	medium-repaired	
*-joph₁’-o-	?*-joph₁’-o-	medium-repaired	
*-jos-	*-jos-	source-layer	
*-jrp-t-	*-jrp-t-	source-layer	
*-jug-	*-jug-	source-layer	
*-jug-iah₂	*-jug-iah₂	medium-repaired	
*-jug-ti-	*-jug-ti-	source-layer	
*-k-	*-k-	source-layer	
*-k-:	*-k-:	source-layer	
*-k-erweitert	*-k-erweitert	source-layer	
*-kJ-to-	*-kJ-to-	source-layer	
*-kJCu̯-cto-	*-kJCu̯-cto-	low	
*-kJOJlS-io-zu	*-kJOJlS-io-zu	low	
*-kJus-no-	*-kJus-no-	source-layer	
*-kV-	*-kV-	source-layer	
*-ka-	*-ka-	source-layer	
*-ker-dahr	?*-ker-dahr	source-layer	
*-kk-	*-kk-	source-layer	
*-kn-o-	*-kn-o-	source-layer	
*-knahas	*-knahas	source-layer	
*-ko	*-ko	source-layer	
*-ktep-es-j8hr	*-ktep-es-j8hr	low	
*-ktep-es-o-	*-ktep-es-o-	source-layer	
*-kumts	*-kumts)	source-layer	
*-kunda-	*-kunda-	source-layer	
*-kunpa-	*-kunpa-	source-layer	
*-kunpi-f	*-kunpi-f	medium-repaired	
*-kʷ-umgebildet	*-kʷ-umgebildet	medium-repaired	
*-kʷ’ipra-in	*-kʷ’ipra-in	medium-repaired	
"*-k’""umjJi-"	"*-k’""umjJi-"	medium-repaired	
*-l!-	*-l!-	low	
*-l/1e-	(*-l/1e-)	source-layer	
*-l71{1s-dʰehr	*-l71{1s-dʰehr	low	
*-lIer-	*-lIer-	source-layer	
*-lcs-	*-lcs-	source-layer	
*-ldois-jo-	*-ldois-jo-	source-layer	
*-ldut(-0)-vorausgesetzt	*-ldut(-0)-vorausgesetzt	filtered-noise-fragment	
*-lei̯}(i’-ti-	*-lei̯}(i’-ti-	low	
*-liP-ijo/ah₂-	*-liP-ijo/ah₂-	medium-repaired	
*-lienn-Stamm	*-lienn-Stamm	filtered-noise-fragment	
*-lien’n-	*-lien’n-	medium-repaired	
*-likʷ-iHon-	*-likʷ-iHon-	medium-repaired	
*-likʷ-lIo-	*-likʷ-lIo-	medium-repaired	
*-likʷ-o	*-likʷ-o	medium-repaired	
*-likʷ-tiHon-f	*-likʷ-tiHon-f	filtered-noise-fragment	
*-lip-	*-lip-	source-layer	
*-llJhret-	*-llJhret-	low	
*-llod-n-i-	*-llod-n-i-	source-layer	
*-ln(o)h:rt-?	*-ln(o)h:rt-?	source-layer	
*-ln-	*-ln-	medium-repaired	
*-lt’umPi-	*-lt’umPi-	medium-repaired	
*-lu-	*-lu-	source-layer	
*-l~	*-l~	low	
*-lōā-	*-lōā-	filtered-noise-fragment	candidate-boundary-noise-with-nonlatin
*-m	*-m)	source-layer	
