category	form	line	pdf_page	source_page	context
slash_phonemic	/C timing slots associated with vocalic features and /	2127	pdf-125	109	> [Figure description: Syllable-rime diagram for second compensatory lengthening in Ancient Greek, showing a syllable node, rime, two moras, and V/C timing slots associated with vocalic features and /n/.]
reconstructed_star	*ns	2129	pdf-125	109	(A few dialects lack the 2CL, and forms with *ns* on the surface are actually attested; for instance, *spensai* σπενσαι and *elonsi* ελονσι are attested in Cretan, and *pansa* πανσα is attested in Thessalian.) In each of these examples the syllable rhyme is Vn, occupying two moras, at some point in 
reconstructed_star	*spensai	2129	pdf-125	109	(A few dialects lack the 2CL, and forms with *ns* on the surface are actually attested; for instance, *spensai* σπενσαι and *elonsi* ελονσι are attested in Cretan, and *pansa* πανσα is attested in Thessalian.) In each of these examples the syllable rhyme is Vn, occupying two moras, at some point in 
reconstructed_star	*elonsi	2129	pdf-125	109	(A few dialects lack the 2CL, and forms with *ns* on the surface are actually attested; for instance, *spensai* σπενσαι and *elonsi* ελονσι are attested in Cretan, and *pansa* πανσα is attested in Thessalian.) In each of these examples the syllable rhyme is Vn, occupying two moras, at some point in 
reconstructed_star	*pansa	2129	pdf-125	109	(A few dialects lack the 2CL, and forms with *ns* on the surface are actually attested; for instance, *spensai* σπενσαι and *elonsi* ελονσι are attested in Cretan, and *pansa* πανσα is attested in Thessalian.) In each of these examples the syllable rhyme is Vn, occupying two moras, at some point in 
greek	σπενσαι	2129	pdf-125	109	(A few dialects lack the 2CL, and forms with *ns* on the surface are actually attested; for instance, *spensai* σπενσαι and *elonsi* ελονσι are attested in Cretan, and *pansa* πανσα is attested in Thessalian.) In each of these examples the syllable rhyme is Vn, occupying two moras, at some point in 
greek	ελονσι	2129	pdf-125	109	(A few dialects lack the 2CL, and forms with *ns* on the surface are actually attested; for instance, *spensai* σπενσαι and *elonsi* ελονσι are attested in Cretan, and *pansa* πανσα is attested in Thessalian.) In each of these examples the syllable rhyme is Vn, occupying two moras, at some point in 
greek	πανσα	2129	pdf-125	109	(A few dialects lack the 2CL, and forms with *ns* on the surface are actually attested; for instance, *spensai* σπενσαι and *elonsi* ελονσι are attested in Cretan, and *pansa* πανσα is attested in Thessalian.) In each of these examples the syllable rhyme is Vn, occupying two moras, at some point in 
slash_phonemic	/mensa/	2131	pdf-125	109	This rule too replicates what happened historically, but it replicates two sound changes, not just one. The vowel was probably nasalized before [n] was deleted; that was probably an automatic coarticulation, not a separate change (Ohala 1981: 181–2 with references, 186, 1993: 247–8). Failure to clos
bracket_phonetic	[n]	2131	pdf-125	109	This rule too replicates what happened historically, but it replicates two sound changes, not just one. The vowel was probably nasalized before [n] was deleted; that was probably an automatic coarticulation, not a separate change (Ohala 1981: 181–2 with references, 186, 1993: 247–8). Failure to clos
bracket_phonetic	[mẽ:sa]	2131	pdf-125	109	This rule too replicates what happened historically, but it replicates two sound changes, not just one. The vowel was probably nasalized before [n] was deleted; that was probably an automatic coarticulation, not a separate change (Ohala 1981: 181–2 with references, 186, 1993: 247–8). Failure to clos
reconstructed_star	*ẃl̥kwos	2143	pdf-126	110	The Proto-Indo-European (PIE) word for ‘wolf’ is securely reconstructable as *ẃl̥kwos (cf. Sanskrit v́r̥ kas, Avestan vəhrkō, Old Church Slavonic vlŭkŭ, Lithuanian vilkas ̃, Gothic wulfs), with a typologically unusual sequence of an initial nonsyllabic vowel followed by a syllabic lateral. In Greek 
reconstructed_star	*kʷ	2143	pdf-126	110	The Proto-Indo-European (PIE) word for ‘wolf’ is securely reconstructable as *ẃl̥kwos (cf. Sanskrit v́r̥ kas, Avestan vəhrkō, Old Church Slavonic vlŭkŭ, Lithuanian vilkas ̃, Gothic wulfs), with a typologically unusual sequence of an initial nonsyllabic vowel followed by a syllabic lateral. In Greek 
greek	λυκος	2143	pdf-126	110	The Proto-Indo-European (PIE) word for ‘wolf’ is securely reconstructable as *ẃl̥kwos (cf. Sanskrit v́r̥ kas, Avestan vəhrkō, Old Church Slavonic vlŭkŭ, Lithuanian vilkas ̃, Gothic wulfs), with a typologically unusual sequence of an initial nonsyllabic vowel followed by a syllabic lateral. In Greek 
reconstructed_star	*-wr̥	2145	pdf-126	110	A converse change has affected the PIE noun-forming suffix *-wr̥, but not in the same daughter languages. In Greek this suffix developed normally to *-war; e.g. Homeric Greek ê:dar εἦδαρ ‘food’ < *édwar (cf. édmenai ἔδμεναι ‘to eat’). In Sanskrit, however, the suffix became -ur by metathesis of syll
reconstructed_star	*-war	2145	pdf-126	110	A converse change has affected the PIE noun-forming suffix *-wr̥, but not in the same daughter languages. In Greek this suffix developed normally to *-war; e.g. Homeric Greek ê:dar εἦδαρ ‘food’ < *édwar (cf. édmenai ἔδμεναι ‘to eat’). In Sanskrit, however, the suffix became -ur by metathesis of syll
reconstructed_star	*édwar	2145	pdf-126	110	A converse change has affected the PIE noun-forming suffix *-wr̥, but not in the same daughter languages. In Greek this suffix developed normally to *-war; e.g. Homeric Greek ê:dar εἦδαρ ‘food’ < *édwar (cf. édmenai ἔδμεναι ‘to eat’). In Sanskrit, however, the suffix became -ur by metathesis of syll
reconstructed_star	*pér-wr̥	2145	pdf-126	110	A converse change has affected the PIE noun-forming suffix *-wr̥, but not in the same daughter languages. In Greek this suffix developed normally to *-war; e.g. Homeric Greek ê:dar εἦδαρ ‘food’ < *édwar (cf. édmenai ἔδμεναι ‘to eat’). In Sanskrit, however, the suffix became -ur by metathesis of syll
reconstructed_star	*per-	2145	pdf-126	110	A converse change has affected the PIE noun-forming suffix *-wr̥, but not in the same daughter languages. In Greek this suffix developed normally to *-war; e.g. Homeric Greek ê:dar εἦδαρ ‘food’ < *édwar (cf. édmenai ἔδμεναι ‘to eat’). In Sanskrit, however, the suffix became -ur by metathesis of syll
greek	εἦδαρ	2145	pdf-126	110	A converse change has affected the PIE noun-forming suffix *-wr̥, but not in the same daughter languages. In Greek this suffix developed normally to *-war; e.g. Homeric Greek ê:dar εἦδαρ ‘food’ < *édwar (cf. édmenai ἔδμεναι ‘to eat’). In Sanskrit, however, the suffix became -ur by metathesis of syll
greek	ἔδμεναι	2145	pdf-126	110	A converse change has affected the PIE noun-forming suffix *-wr̥, but not in the same daughter languages. In Greek this suffix developed normally to *-war; e.g. Homeric Greek ê:dar εἦδαρ ‘food’ < *édwar (cf. édmenai ἔδμεναι ‘to eat’). In Sanskrit, however, the suffix became -ur by metathesis of syll
reconstructed_star	*péh₂-wr̥	2147	pdf-126	110	we find, e.g. pahhur ‘fire’, dat.-loc. pahhueni ‘in the fire’ < PIE *péh₂-wr̥, *ph₂wén-i (Melchert 1994: 55). A similar change may have occurred in the Old Irish name Olc, if its original meaning was ‘wolf’ (McCone 1985).
reconstructed_star	*ph₂wén-i	2147	pdf-126	110	we find, e.g. pahhur ‘fire’, dat.-loc. pahhueni ‘in the fire’ < PIE *péh₂-wr̥, *ph₂wén-i (Melchert 1994: 55). A similar change may have occurred in the Old Irish name Olc, if its original meaning was ‘wolf’ (McCone 1985).
reconstructed_star	*pérwar	2150	pdf-126	110	*pérwar > Homeric pê:rar πεῖραρ ‘end (of a rope)’. So also in Hittite, where
greek	πεῖραρ	2150	pdf-126	110	*pérwar > Homeric pê:rar πεῖραρ ‘end (of a rope)’. So also in Hittite, where
reconstructed_star	*dn̥	2155	pdf-127	111	In the cases just sketched it is perhaps unsurprising that metathesis yielded already existing feature bundles, given how common syllabic u and nonsyllabic r and l are cross-linguistically. Much stranger are the metatheses that affected the word for ‘tongue’ in two less well-known daughters of PIE. 
reconstructed_star	*tungō-n-	2155	pdf-127	111	In the cases just sketched it is perhaps unsurprising that metathesis yielded already existing feature bundles, given how common syllabic u and nonsyllabic r and l are cross-linguistically. Much stranger are the metatheses that affected the word for ‘tongue’ in two less well-known daughters of PIE. 
reconstructed_star	*-n-	2155	pdf-127	111	In the cases just sketched it is perhaps unsurprising that metathesis yielded already existing feature bundles, given how common syllabic u and nonsyllabic r and l are cross-linguistically. Much stranger are the metatheses that affected the word for ‘tongue’ in two less well-known daughters of PIE. 
reconstructed_star	*dangvā-	2155	pdf-127	111	In the cases just sketched it is perhaps unsurprising that metathesis yielded already existing feature bundles, given how common syllabic u and nonsyllabic r and l are cross-linguistically. Much stranger are the metatheses that affected the word for ‘tongue’ in two less well-known daughters of PIE. 
reconstructed_star	*n̥	2155	pdf-127	111	In the cases just sketched it is perhaps unsurprising that metathesis yielded already existing feature bundles, given how common syllabic u and nonsyllabic r and l are cross-linguistically. Much stranger are the metatheses that affected the word for ‘tongue’ in two less well-known daughters of PIE. 
reconstructed_star	*kəntwá-	2159	pdf-127	111	Proto-Tocharian *kəntwá-, nom. sg. *kəntwó One might suppose that the *d and *ǵʰ of the PIE word had simply been transposed. But PIE *d normally disappeared without a trace in Tocharian whenever a nonsyllabic immediately followed (cf. Ringe 1996b: 64–6 with references). We could suggest that the met
reconstructed_star	*kəntwó	2159	pdf-127	111	Proto-Tocharian *kəntwá-, nom. sg. *kəntwó One might suppose that the *d and *ǵʰ of the PIE word had simply been transposed. But PIE *d normally disappeared without a trace in Tocharian whenever a nonsyllabic immediately followed (cf. Ringe 1996b: 64–6 with references). We could suggest that the met
reconstructed_star	*d	2159	pdf-127	111	Proto-Tocharian *kəntwá-, nom. sg. *kəntwó One might suppose that the *d and *ǵʰ of the PIE word had simply been transposed. But PIE *d normally disappeared without a trace in Tocharian whenever a nonsyllabic immediately followed (cf. Ringe 1996b: 64–6 with references). We could suggest that the met
reconstructed_star	*ǵʰ	2159	pdf-127	111	Proto-Tocharian *kəntwá-, nom. sg. *kəntwó One might suppose that the *d and *ǵʰ of the PIE word had simply been transposed. But PIE *d normally disappeared without a trace in Tocharian whenever a nonsyllabic immediately followed (cf. Ringe 1996b: 64–6 with references). We could suggest that the met
bracket_phonetic	[pʰæŋi]	2161	pdf-127	111	For this metathesis a parallel from the speech of young children can be cited. At about the age of 2 a daughter of one of the authors evolved a rule that if a word contained both a bilabial and a velar articulation, the bilabial must precede; laryngeal features, however, were not affected, so that c
bracket_phonetic	[breɪk]	2161	pdf-127	111	For this metathesis a parallel from the speech of young children can be cited. At about the age of 2 a daughter of one of the authors evolved a rule that if a word contained both a bilabial and a velar articulation, the bilabial must precede; laryngeal features, however, were not affected, so that c
reconstructed_star	*dʰn̥	2166	pdf-127	111	(7)       PIE *dn̥ ǵʰwéh₂- > *dn̥ gʰwā- →*dʰn̥ gwā- > fangvā-
reconstructed_star	*gn̥	2168	pdf-127	111	(9)       PIE *dn̥ ǵʰwéh₂- > *dn̥ gʰwā́- → *gn̥ dʰwā́- > Proto-Tocharian *kəntwá-
reconstructed_star	*Table	2173	pdf-128	112	**Table 6.1 Latin /-li-/, /-āli-/, default realizations**
slash_phonemic	/-li-/	2173	pdf-128	112	**Table 6.1 Latin /-li-/, /-āli-/, default realizations**
slash_phonemic	/-āli-/	2173	pdf-128	112	**Table 6.1 Latin /-li-/, /-āli-/, default realizations**
bracket_phonetic	[i]	2191	pdf-128	112	Blevins and Garrett 1998: 512–22, 525–7 and 2004 suggest that metatheses involving inversion of consonants and vowels, and those involving the “migration” of laryngeal features from one consonant to a non-adjacent consonant, are acoustically motivated, resulting from learner reanalysis of acoustic c
reconstructed_star	*Table	2197	pdf-129	113	**Table 6.2 Latin /-li-/, /-āli-/ with dissimilation**
slash_phonemic	/-li-/	2197	pdf-129	113	**Table 6.2 Latin /-li-/, /-āli-/ with dissimilation**
slash_phonemic	/-āli-/	2197	pdf-129	113	**Table 6.2 Latin /-li-/, /-āli-/ with dissimilation**
reconstructed_star	*medii-diēs.	2218	pdf-129	113	base contains an l, the l of the suffix dissimilates to r, as in Table 6.2. The dissimilation is blocked if an r intervenes between the two l’s, as in Table 6.3. It seems clear that in Latin there is a constraint against having two l’s adjacent (on the tier on which the melody of l resides) in deriv
reconstructed_star	*agɛ	2218	pdf-129	113	base contains an l, the l of the suffix dissimilates to r, as in Table 6.2. The dissimilation is blocked if an r intervenes between the two l’s, as in Table 6.3. It seems clear that in Latin there is a constraint against having two l’s adjacent (on the tier on which the melody of l resides) in deriv
slash_phonemic	/l/	2218	pdf-129	113	base contains an l, the l of the suffix dissimilates to r, as in Table 6.2. The dissimilation is blocked if an r intervenes between the two l’s, as in Table 6.3. It seems clear that in Latin there is a constraint against having two l’s adjacent (on the tier on which the melody of l resides) in deriv
bracket_phonetic	[ɹ]	2218	pdf-129	113	base contains an l, the l of the suffix dissimilates to r, as in Table 6.2. The dissimilation is blocked if an r intervenes between the two l’s, as in Table 6.3. It seems clear that in Latin there is a constraint against having two l’s adjacent (on the tier on which the melody of l resides) in deriv
bracket_phonetic	[ð]	2218	pdf-129	113	base contains an l, the l of the suffix dissimilates to r, as in Table 6.2. The dissimilation is blocked if an r intervenes between the two l’s, as in Table 6.3. It seems clear that in Latin there is a constraint against having two l’s adjacent (on the tier on which the melody of l resides) in deriv
greek	ἀγηοχέναι	2218	pdf-129	113	base contains an l, the l of the suffix dissimilates to r, as in Table 6.2. The dissimilation is blocked if an r intervenes between the two l’s, as in Table 6.3. It seems clear that in Latin there is a constraint against having two l’s adjacent (on the tier on which the melody of l resides) in deriv
greek	ἐνηνοχέναι	2218	pdf-129	113	base contains an l, the l of the suffix dissimilates to r, as in Table 6.2. The dissimilation is blocked if an r intervenes between the two l’s, as in Table 6.3. It seems clear that in Latin there is a constraint against having two l’s adjacent (on the tier on which the melody of l resides) in deriv
greek	φατρία	2218	pdf-129	113	base contains an l, the l of the suffix dissimilates to r, as in Table 6.2. The dissimilation is blocked if an r intervenes between the two l’s, as in Table 6.3. It seems clear that in Latin there is a constraint against having two l’s adjacent (on the tier on which the melody of l resides) in deriv
