section,subsection,group,entry,page_refs,notes,raw_entry,source_line_start,source_line_end
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,ovis,89; 170,"89, 170","ovis 89, 170",5523,5523
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,pater,98; 123,"98, 123","pater 98, 123",5524,5524
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,patrius,76,76,patrius 76,5525,5525
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,pectere,108; 271,"108, 271","pectere 108, 271",5526,5526
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,pecū,114,114,pecū 114,5527,5527
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,pedis,14,14,pedis 14,5528,5528
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,pellis,165,165,pellis 165,5529,5529
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,perna,303,303,perna 303,5530,5530
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,perventum . . . est,186,186,perventum . . . est 186,5531,5531
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,piscis,117,117,piscis 117,5532,5532
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,plectere,108; 271; 316,"108, 271 plūs, plūrimus, (OLat.) ploirumē 316","plectere 108, 271 plūs, plūrimus, (OLat.) ploirumē 316",5533,5535
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,pōculum,75,75,pōculum 75,5536,5536
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,pōns,58 fn. 47,58 fn. 47,pōns 58 fn. 47,5537,5537
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,porcus,108; 116,"108, 116","porcus 108, 116",5538,5538
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,portus,74; 306,"74, 306","portus 74, 306",5539,5539
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,poscere,186; 23; 34,"186; poscit 23, 34","poscere 186; poscit 23, 34",5540,5540
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,precēs,23; 186,"23, 186","precēs 23, 186",5541,5541
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,prīmus,231,231,prīmus 231,5542,5542
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,quattuor,91; 123; 172,"91, 123, 172","quattuor 91, 123, 172",5543,5543
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,quī,69; 118; 168,"69; quod 118, 168","quī 69; quod 118, 168",5544,5544
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,quis,69,69,quis 69,5545,5545
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,quiēs,97,97,quiēs 97,5546,5546
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,quoque,154,154,quoque 154,5547,5547
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,rādīx,90; 119; 222,"90, 119, 222","rādīx 90, 119, 222",5548,5548
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,rēctus,134,134,rēctus 134,5549,5549
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,"rēx, rēg-",328,328,"rēx, rēg- 328",5550,5550
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,Rōmānī,171,171,Rōmānī 171,5551,5551
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,ruber,75,75,ruber 75,5552,5552
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,rubēre,34; 157,"34, 157","rubēre 34, 157",5553,5553
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,rumpit,186,186,rumpit 186,5554,5554
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,sāgīre,31 fn. 21; 136; 144; 156; 188; 31,"31 fn. 21, 136, 144, 156, 188; sāgit 31","sāgīre 31 fn. 21, 136, 144, 156, 188; sāgit 31",5555,5555
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,sapere,276,276,sapere 276,5556,5556
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,scabere,212; 117,212; scabit 117,scabere 212; scabit 117,5557,5557
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,"scindit, scindunt",186,186,"scindit, scindunt 186",5558,5558
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,scrībere,135,135,scrībere 135,5559,5559
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,sedēre,106; 273,"106, 273","sedēre 106, 273",5560,5560
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,semel,66,66,semel 66,5561,5561
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,sēmen,74; 90,"74, 90","sēmen 74, 90",5562,5562
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,sēmi-,90,90,sēmi- 90,5563,5563
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,septem,105; 123; 229,"105, 123, 229","septem 105, 123, 229",5564,5564
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,sequitur,131,131,sequitur 131,5565,5565
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,serere: serit,31; 90; 159; 215,"31; sēvise 90; sēvit 159, 215","serere: serit 31; sēvise 90; sēvit 159, 215",5566,5566
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,sex,116; 229,"116, 229","sex 116, 229",5567,5567
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,silēre,34; 288,"34, 288","silēre 34, 288",5568,5568
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,socer,116,116,socer 116,5569,5569
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,socius,130; 131; 132 (2x),"130, 131, 132 (2x)","socius 130, 131, 132 (2x)",5570,5570
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,sōl,61 fn. 52; 162,"61 fn. 52, 162","sōl 61 fn. 52, 162",5571,5571
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,"sonāre, sonā-, sonu-, sonitus",188,188,"sonāre, sonā-, sonu-, sonitus 188",5572,5572
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,sōpīre,257,257,sōpīre 257,5573,5573
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,spernere,117,117,spernere 117,5574,5574
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,status (ptc.),187,187,status (ptc.) 187,5575,5575
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,sub,141,141,sub 141,5576,5576
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,sūbula,75,75,sūbula 75,5577,5577
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,sūgere,254; 4; 255,"254 with fn. 4, 255","sūgere 254 with fn. 4, 255",5578,5578
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,suīnus,147,147,suīnus 147,5579,5579
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,sulcus,100,100,sulcus 100,5580,5580
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,summus,318,318,summus 318,5581,5581
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,sūs,147,147,sūs 147,5582,5582
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,tacēre,157; 287,"157, 287","tacēre 157, 287",5583,5583
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,tenuis,164,164,tenuis 164,5584,5584
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,tertius,231,231,tertius 231,5585,5585
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,texit,22 fn. 13; 119; 136,"22 fn. 13 tongitiō (dial.) 119, 136","texit 22 fn. 13 tongitiō (dial.) 119, 136",5586,5588
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,trabs,118,118,trabs 118,5589,5589
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,trahere,212,212,trahere 212,5590,5590
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,trēs,156; 115,156; trīs 115,trēs 156; trīs 115,5591,5591
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,tū,97,97,tū 97,5592,5592
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,tum,104,104,tum 104,5593,5593
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,"-u-, -v- (pf. suffix)",191,191,"-u-, -v- (pf. suffix) 191",5594,5594
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,unguen,120,120,unguen 120,5595,5595
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,ūnus,66,66,ūnus 66,5596,5596
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,vādere,213; 276,"213, 276","vādere 213, 276",5597,5597
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,vātēs,91; 172,"91, 172","vātēs 91, 172",5598,5598
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,vehit,109; 121; 35,"109, 121; vēxisse 35","vehit 109, 121; vēxisse 35",5599,5599
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,velī-,219; 294; 97,"219, 294; velīs 97","velī- 219, 294; velīs 97",5600,5600
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,ventus,95,95,ventus 95,5601,5601
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,vermis,101,101,vermis 101,5602,5602
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,vertere,116; 181,"116, 181","vertere 116, 181",5603,5603
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,vidēre,289,289,vidēre 289,5604,5604
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,vidua,121,121,vidua 121,5606,5606
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,vigil,135,135,vigil 135,5607,5607
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,vīgintī,230,230,vīgintī 230,5608,5608
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,vīsere,34,34,vīsere 34,5609,5609
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,vītāre,96,96,vītāre 96,5610,5610
II. Attested forms and immediate preforms,B. Non-Germanic languages,7. Latin,vīvos,76; 86; 111; 120,"76, 86, 111, 120","vīvos 76, 86, 111, 120",5611,5611
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,a- ‘un-’,100,100,a- ‘un-’ 100,5618,5618
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ad-: ádat,37; 100; 124; 110,"37 adh ás 100, 124 agh ás 110","ad-: ádat 37 adh ás 100, 124 agh ás 110",5619,5623
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ahám,97; 119; 149; 163,"97, 119, 149, 163","ahám 97, 119, 149, 163",5624,5624
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ájati,16; 89; 119,"16, 89, 119","ájati 16, 89, 119",5625,5625
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ájras,76; 119; 170,"76, 119, 170","ájras 76, 119, 170",5626,5626
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ajryás,76,76,ajryás 76,5627,5627
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ákṣas,134 fn. 20,134 fn. 20,ákṣas 134 fn. 20,5628,5628
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,-amāna-,218,218,-amāna- 218,5629,5629
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,-amīna- (Middle Indic),218,218,-amīna- (Middle Indic) 218,5630,5630
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,amnás,138 fn. 21,138 fn. 21,amnás 138 fn. 21,5631,5631
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,aṃhús,110; 111,"110, 111","aṃhús 110, 111",5632,5632
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,áṃsas,166,166,áṃsas 166,5633,5633
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ániti,212,212,ániti 212,5634,5634
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ántamas,76,76,ántamas 76,5635,5635
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ántaras,76; 116 fn. 13,"76, 116 fn. 13","ántaras 76, 116 fn. 13",5636,5636
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ántyas,144,144,ántyas 144,5637,5637
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ápa,125; 141,"125, 141","ápa 125, 141",5638,5638
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,áparas,76,76,áparas 76,5639,5639
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,apivátati,91; 172,"91, 172","apivátati 91, 172",5640,5640
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ápyas (ápias; RV),11,11,ápyas (ápias; RV) 11,5641,5641
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,as- ‘be’: ásati,37; 20; 166; 33; 206; 173,"37; ási 20; asmi 166; ásti, sánti 33; sántu 206; syā́m 173; syā́t 37","as- ‘be’: ásati 37; ási 20; asmi 166; ásti, sánti 33; sántu 206; syā́m 173; syā́t 37",5642,5644
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,asmát,52; 234,52; asmā́n 234,asmát 52; asmā́n 234,5645,5645
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,áśris,109 fn. 11,109 fn. 11,áśris 109 fn. 11,5646,5646
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,áśvas,110; 116,"110, 116","áśvas 110, 116",5647,5647
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,aṣṭáu,21; 117,"21, 117","aṣṭáu 21, 117",5648,5648
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ávis,89; 170,"89, 170","ávis 89, 170",5649,5649
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,-áya- (causative pres. suffix),187,"187 -ayá-, - āyá- (denominative pres. suffix complexes) 187","-áya- (causative pres. suffix) 187 -ayá-, - āyá- (denominative pres. suffix complexes) 187",5650,5652
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ayám: asmin,166,166,ayám: asmin 166,5653,5653
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,áyas,159; 310,"159, 310","áyas 159, 310",5654,5654
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,-ā (ā-stem nom. sg.),92,92,-ā (ā-stem nom. sg.) 92,5655,5655
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,-ā́ (a-stem inst. sg.),61 fn. 50,61 fn. 50,-ā́ (a-stem inst. sg.) 61 fn. 50,5656,5656
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,-ām (ā-stem acc. sg.),92,92,-ām (ā-stem acc. sg.) 92,5657,5657
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,-ām (gen. pl.),91; 172,"91, 172","-ām (gen. pl.) 91, 172",5658,5658
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,-āná- (mediopassive ptc. suffix),217,217,-āná- (mediopassive ptc. suffix) 217,5659,5659
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ānā́śa ~ ānáṃśa,178,178,ānā́śa ~ ānáṃśa 178,5660,5660
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ā́pas,9 fn. 5,9 fn. 5,ā́pas 9 fn. 5,5661,5661
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ā́ra,178,178,ā́ra 178,5662,5662
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ā́s,91,91,ā́s 91,5663,5663
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,-ās (ā-stem acc. pl.),92,92,-ās (ā-stem acc. pl.) 92,5664,5664
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,-ās (ā-stem nom. pl.),91; 172,"91, 172","-ās (ā-stem nom. pl.) 91, 172",5665,5665
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,-ās ~ -āsas (a-stem nom. pl.; RV),300,300,-ās ~ -āsas (a-stem nom. pl.; RV) 300,5666,5666
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ā́sat-,88,88,ā́sat- 88,5667,5667
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,āvā́m,86; 112; 234; 174; 143; 181,"86, 112, 234 bandh - 174; babándh a 143, 181","āvā́m 86, 112, 234 bandh - 174; babándh a 143, 181",5668,5671
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,bāhús,91; 120; 172; 22; 188; 33; 152; 206; 161; 37; 167; 144; 181; 186; 53; 116; 308; 88; 97; 100; 35; 159; 34; 54,"91, 120, 172 buddh ás 22, 188 bh árati 33, 120, 152; bh árantu 206; bh árasi 152; bh árāvas 161; bh áret 37, 167; bh riyáte 144; bh r̥tás 188 bh id-: bibh éda 181; bh inátti, bh indánti 186; bh innás 188; bh édati 120, 186 -bh is 53 bh rā́tā 116; bh rā́tur 308 bh rū́s 88, 97, 120 bh r̥ṣṭís 100 bh ū- (aor.) 35; ábh ūt 97, 120, 159; bh aviṣyáti 34; bh úvat, bh ūyā́t 37 -bh yas 53 -bh yā́m 54","bāhús 91, 120, 172 buddh ás 22, 188 bh árati 33, 120, 152; bh árantu 206; bh árasi 152; bh árāvas 161; bh áret 37, 167; bh riyáte 144; bh r̥tás 188 bh id-: bibh éda 181; bh inátti, bh indánti 186; bh innás 188; bh édati 120, 186 -bh is 53 bh rā́tā 116; bh rā́tur 308 bh rū́s 88, 97, 120 bh r̥ṣṭís 100 bh ū- (aor.) 35; ábh ūt 97, 120, 159; bh aviṣyáti 34; bh úvat, bh ūyā́t 37 -bh yas 53 -bh yā́m 54",5672,5713
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ca,142,142,ca 142,5714,5714
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,cakrám (RV),115; 130,"115, 130","cakrám (RV) 115, 130",5715,5715
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,catvā́ri,91; 123; 172; 186; 117,"91, 123, 172 ch id-: ch inátti, ch indánti 186; mā́ ch edma (RV) 117","catvā́ri 91, 123, 172 ch id-: ch inátti, ch indánti 186; mā́ ch edma (RV) 117",5716,5722
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,dákṣiṇas,21; 108,"21, 108","dákṣiṇas 21, 108",5723,5723
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,dánt-,88; 118; 222,"88, 118, 222; dat- 118, 222","dánt- 88, 118, 222; dat- 118, 222",5724,5724
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,dáśa,100; 105; 116; 165,"100, 105, 116, 165","dáśa 100, 105, 116, 165",5725,5725
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,dā́nam,209,209,dā́nam 209,5727,5727
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,"dā́ru, drós",118,118,"dā́ru, drós 118",5728,5728
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,devás,152,152,devás 152,5729,5729
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,devā́ ‘brother-in-law’,87; 170,"87, 170","devā́ ‘brother-in-law’ 87, 170",5730,5730
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,divyás,76; 101; 122; 178,"76 dīrgh ás 101, 122 dógdh i 178","divyás 76 dīrgh ás 101, 122 dógdh i 178",5731,5735
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,dr̥ṣṭás,101; 117,"101, 117","dr̥ṣṭás 101, 117",5736,5736
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,duhitā́,121; 163,"121, 163","duhitā́ 121, 163",5737,5737
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,duṣ-,124,124,duṣ- 124,5738,5738
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,dvā́,118; 146,"118, 146","dvā́ 118, 146",5739,5739
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,"dyā́m, diā́m",19; 104; 182; 167; 168; 183; 184; 33; 37; 178; 74; 39 fn. 28,"19 dh ā-: ádadh ām 104, 182; ádadh ās 182; ádadh āt 167, 182; ádadh ur 168, 183; dadh áu 184; dádh āti, dádh ati 33; dádh īta 37 dh r̥ṣ-: dadh árṣa 178 dh ūmás 74 -dh va 39 fn. 28","dyā́m, diā́m 19 dh ā-: ádadh ām 104, 182; ádadh ās 182; ádadh āt 167, 182; ádadh ur 168, 183; dadh áu 184; dádh āti, dádh ati 33; dádh īta 37 dh r̥ṣ-: dadh árṣa 178 dh ūmás 74 -dh va 39 fn. 28",5740,5760
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ékas,66,66,ékas 66,5761,5761
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,-eyam (thematic opt. 1sg.),159,159,-eyam (thematic opt. 1sg.) 159,5762,5762
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,gam- (aor.),35; 181; 186; 37; 119,"35; ágan, jagā́ma 181; gácch ati 181, 186; gámat 37, 119, 186; gatás 186","gam- (aor.) 35; ágan, jagā́ma 181; gácch ati 181, 186; gámat 37, 119, 186; gatás 186",5763,5766
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,gátis,74; 100,"74, 100","gátis 74, 100",5767,5767
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,gā́vas,300,300,gā́vas 300,5768,5768
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,gr̥hám,109,109,gr̥hám 109,5769,5769
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,gurús,75; 96; 112; 120; 128,"75, 96, 112, 120 gh rā- 128","gurús 75, 96, 112, 120 gh rā- 128",5770,5772
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,hánti,128,128,hánti 128,5773,5773
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,hatís,112,112,hatís 112,5774,5774
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,hrā́date,109; 215,"109, 215","hrā́date 109, 215",5775,5775
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,"i-, inóti",31; 186,"31; sū́rya údite 186 iṣ-: éṣṭum, icch áti 186","i-, inóti 31; sū́rya údite 186 iṣ-: éṣṭum, icch áti 186",5776,5778
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,íṣuhastas (RV),73,73,íṣuhastas (RV) 73,5779,5779
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,-itá- (causative past ptc. suffix),187,187,-itá- (causative past ptc. suffix) 187,5780,5780
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,-ī (ī-stem nom. sg.),97,97,-ī (ī-stem nom. sg.) 97,5781,5781
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ī́śe,178; 108; 119; 171,"178 jámbh āsas 108, 119, 171","ī́śe 178 jámbh āsas 108, 119, 171",5782,5784
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,"jánas ‘creature’, jánas ‘lineage’",74,74,"jánas ‘creature’, jánas ‘lineage’ 74",5785,5785
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,janáyati,300,300,janáyati 300,5786,5786
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,janā́,74,74,janā́ 74,5787,5787
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,jā́nu,109; 119,"109, 119","jā́nu 109, 119",5788,5788
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,jīrṇám,101; 119,"101, 119","jīrṇám 101, 119",5789,5789
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,jīvás,76; 86; 111; 120,"76, 86, 111, 120","jīvás 76, 86, 111, 120",5790,5790
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,jñā-: jānā́ti,43; 178; 101; 119,"43, 178; jātás 101, 119; jñeyā́s 43","jñā-: jānā́ti 43, 178; jātás 101, 119; jñeyā́s 43",5791,5792
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,juṣ-: jóṣati,109; 185 fn. 39; 181,"109, 185 fn. 39; jujóṣa 181","juṣ-: jóṣati 109, 185 fn. 39; jujóṣa 181",5793,5793
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,"kaṇḍūyáti, kaṇḍūyitás",187,187,"kaṇḍūyáti, kaṇḍūyitás 187",5794,5794
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,kás: kád (RV),118; 115,118; kám 115,kás: kád (RV) 118; kám 115,5795,5795
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,katarás,110; 115; 187,"110, 115 kath ayáti, kath itás 187","katarás 110, 115 kath ayáti, kath itás 187",5796,5799
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,kā-,90; 172,"90, 172","kā- 90, 172",5800,5800
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,"kāráyati, ácīkarat, kārayā́m ā́sa",191,191,"kāráyati, ácīkarat, kārayā́m ā́sa 191",5801,5801
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,kravís,161,161,kravís 161,5802,5802
