section,subsection,group,entry,page_refs,notes,raw_entry,source_line_start,source_line_end
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,kŕ̥mis,101,101,kŕ̥mis 101,5803,5803
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,kr̥śás,108,108,kr̥śás 108,5804,5804
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,kṣam-,21; 89; 110,"21; jmán (RV) 89; jmás (RV), kṣámi, kṣā́m 21 kváth ati 110","kṣam- 21; jmán (RV) 89; jmás (RV), kṣámi, kṣā́m 21 kváth ati 110",5805,5808
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,li-: ní a-leṣṭa,32,32,li-: ní a-leṣṭa 32,5809,5809
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,lumpáti,186,186,lumpáti 186,5810,5810
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,lunā́ti,97; 121; 143; 152; 155; 134,"97 mádh yas 121, 143, 152, 155 magh ám 134","lunā́ti 97 mádh yas 121, 143, 152, 155 magh ám 134",5811,5815
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,man-: mamanyā́t,37,37,man-: mamanyā́t 37,5816,5816
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,mánus,165,165,mánus 165,5817,5817
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,mát,52,52,mát 52,5818,5818
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,"matī́, matyā́",61 fn. 50,61 fn. 50,"matī́, matyā́ 61 fn. 50",5819,5819
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,māṃsám,124; 166,"124, 166","māṃsám 124, 166",5820,5820
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,mā́s ‘meat’,124,124,mā́s ‘meat’ 124,5821,5821
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,mā́s ‘month’,224,224,mā́s ‘month’ 224,5822,5822
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,mātā́,123; 187,"123 megh āyáti, megh itás 187","mātā́ 123 megh āyáti, megh itás 187",5823,5826
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,méhati,110; 135; 152,"110, 135; méhanti 152; mīḍhás 110","méhati 110, 135; méhanti 152; mīḍhás 110",5827,5827
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,minóti,165; 121,165 mīḍh ám 121,minóti 165 mīḍh ám 121,5828,5830
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,"mū́s, mūṣás, mū́ṣas",149,149,"mū́s, mūṣás, mū́ṣas 149",5831,5831
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ná,142,142,ná 142,5832,5832
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,nagnátā,75; 149,"75, 149","nagnátā 75, 149",5833,5833
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,nápāt,115; 223,"115, 223","nápāt 115, 223",5834,5834
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,naptī́,117,117,naptī́ 117,5835,5835
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,náva,105; 162; 229,"105, 162, 229","náva 105, 162, 229",5836,5836
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,návyas (návias; RV),11; 146; 152; 156,"11, 146, 152, 156","návyas (návias; RV) 11, 146, 152, 156",5837,5837
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,-nā́- ~ -n(ī)- (class IX pres. suffix),202,202,-nā́- ~ -n(ī)- (class IX pres. suffix) 202,5838,5838
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,nā́ma,94; 92; 172,"94; nā́mā 92, 172","nā́ma 94; nā́mā 92, 172",5839,5839
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,nítyas,116; 144; 156,"116, 144, 156","nítyas 116, 144, 156",5840,5840
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,nīḍás,120,120,nīḍás 120,5841,5841
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,páñca,114; 141; 173,"114, 141, 173","páñca 114, 141, 173",5842,5842
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,páśu,114,114,páśu 114,5843,5843
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,pā-: á-pās,32,32,pā-: á-pās 32,5844,5844
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,pā́rṣṇis,95; 303,"95, 303","pā́rṣṇis 95, 303",5845,5845
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,pā́t,91; 114; 172,"91, 114, 172","pā́t 91, 114, 172",5846,5846
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,píśunas,107 fn. 10,107 fn. 10,píśunas 107 fn. 10,5847,5847
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,pitā́,98; 123,"98, 123","pitā́ 98, 123",5848,5848
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,pítryas,76,76,pítryas 76,5849,5849
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,prá,114,114,prá 114,5850,5850
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,prétas,97,97,prétas 97,5852,5852
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,priyás,90; 157,"90, 157","priyás 90, 157",5853,5853
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,priyāyáte,157; 286,"157, 286","priyāyáte 157, 286",5854,5854
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,prī-,90; 97; 23; 34; 186; 37,"90; prītás 97 pr̥cch áti 23, 34, 186; pr̥cch ā́t 37","prī- 90; prītás 97 pr̥cch áti 23, 34, 186; pr̥cch ā́t 37",5855,5858
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,pŕ̥śnis,137,137,pŕ̥śnis 137,5859,5859
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,purú,96; 114,"96, 114","purú 96, 114",5860,5860
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,purupéśas,107,107,purupéśas 107,5861,5861
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,putrávant-,76,76,putrávant- 76,5862,5862
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,pūrṇás,101; 114; 165,"101, 114, 165","pūrṇás 101, 114, 165",5863,5863
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,pū́rvas,101; 114; 231; 20,"101, 114, 231 ragh ús 20","pū́rvas 101, 114, 231 ragh ús 20",5864,5866
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,rájas,111; 120; 124; 190; 310,"111, 120, 124, 190, 310","rájas 111, 120, 124, 190, 310",5867,5867
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,rajasyáti,34; 190; 284,"34, 190, 284","rajasyáti 34, 190, 284",5868,5868
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,rákṣati,34,34,rákṣati 34,5869,5869
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,rámate,311,311,rámate 311,5870,5870
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ric-: riṇácāva,37; 33; 43; 110; 181; 186,"37; riṇákti 33, 43, 110, 181, 186; riñcánti 33, 181, 186","ric-: riṇácāva 37; riṇákti 33, 43, 110, 181, 186; riñcánti 33, 181, 186",5871,5872
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,riṇā́ti,269,269,riṇā́ti 269,5873,5873
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,rocáyati,31,31,rocáyati 31,5874,5874
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,"róditi, rudánti",199,199,"róditi, rudánti 199",5875,5875
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,rujáti,109; 188,"109; rugnás 109, 188","rujáti 109; rugnás 109, 188",5876,5876
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,r̥jipyás,75; 89,"75, 89","r̥jipyás 75, 89",5877,5877
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,r̥jrás,75,75,r̥jrás 75,5878,5878
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ŕ̥kṣas,21,21,ŕ̥kṣas 21,5879,5879
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,r̥ṇóti,269,269,r̥ṇóti 269,5880,5880
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,sá,142; 141; 168 (2x),142; tásya 141; tát 168 (2x),sá 142; tásya 141; tát 168 (2x),5881,5881
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,sácate,131,131,sácate 131,5882,5882
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,sad-: ásadat,273; 181; 187,273; sasā́da 181; sī́dati 187,sad-: ásadat 273; sasā́da 181; sī́dati 187,5883,5883
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,sáhas,110; 151; 311,"110, 151, 311","sáhas 110, 151, 311",5884,5884
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,sahásram,231; 131; 132,"231 sákh ā 131, 132; sákh āyam, sákh ye 131","sahásram 231 sákh ā 131, 132; sákh āyam, sákh ye 131",5885,5889
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,samás,90; 190,"90, 190","samás 90, 190",5890,5890
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,samayáti,34; 190,"34, 190","samayáti 34, 190",5891,5891
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,saptá,105; 123; 229,"105, 123, 229","saptá 105, 123, 229",5892,5892
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,sarpís,123,123,sarpís 123,5893,5893
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,savyás (RV),11,11,savyás (RV) 11,5894,5894
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,sādáyati,34; 187,"34, 187; sāditás 187","sādáyati 34, 187; sāditás 187",5895,5895
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,sécate (RV),129,129,sécate (RV) 129,5896,5896
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,"-si (syncopated subj. 2sg., RV)",28 fn. 18,28 fn. 18,"-si (syncopated subj. 2sg., RV) 28 fn. 18",5897,5897
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,snā́yati,159,159,snā́yati 159,5898,5898
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,snuṣā́,124; 243; 100; 117,"124, 243; snuṣā́m 243 spr̥dh - 100, 117","snuṣā́ 124, 243; snuṣā́m 243 spr̥dh - 100, 117",5899,5901
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,srávati,167; 110; 117; 187; 159; 98; 105,"167 stigh -, prá stiṅnoti (Ved.) 110, 117 sth ā-: apisth itás 187; ásth āt 159 sth itís 98, 117; sth itím 105","srávati 167 stigh -, prá stiṅnoti (Ved.) 110, 117 sth ā-: apisth itás 187; ásth āt 159 sth itís 98, 117; sth itím 105",5902,5911
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,su-,97; 137; 147,"97, 137, 147","su- 97, 137, 147",5912,5912
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,súar (RV),61 fn. 52,61 fn. 52,súar (RV) 61 fn. 52,5913,5913
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,sutás,98,98,sutás 98,5914,5914
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,suváti,33,33,suváti 33,5915,5915
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,sūnús,97; 149; 104,97; sūnávas 149; sūnúm 104,sūnús 97; sūnávas 149; sūnúm 104,5916,5916
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,sū́te,97,97,sū́te 97,5917,5917
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,svani-: asvanīt,188,188,svani-: asvanīt 188,5918,5918
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,svápnas,115; 137,"115, 137","svápnas 115, 137",5919,5919
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,svādús,91; 119; 228,"91, 119, 228; svādvī́ 228","svādús 91, 119, 228; svādvī́ 228",5920,5920
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ṣáṭ,116 fn. 14,116 fn. 14,ṣáṭ 116 fn. 14,5921,5921
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,śáṅkate,108; 171; 174,"108, 171, 174","śáṅkate 108, 171, 174",5922,5922
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,śatám,100; 123; 165,"100, 123, 165","śatám 100, 123, 165",5923,5923
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,śā́khā,108,108,śā́khā 108,5924,5924
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,śrav-,108,108,śrav- 108,5925,5925
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,śrávas,74,74,śrávas 74,5926,5926
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,śrótram,108,108,śrótram 108,5927,5927
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,śŕ̥ṅgam,101; 115,"101, 115","śŕ̥ṅgam 101, 115",5928,5928
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,"śúnas, śvásu",17,17,"śúnas, śvásu 17",5929,5929
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,śvaśrū́s,123,123,śvaśrū́s 123,5930,5930
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,śváśuras,116,116,śváśuras 116,5931,5931
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,śvāśuras,90; 22,"90 tá-, see sá tákṣati, tā́ṣṭi 22","śvāśuras 90 tá-, see sá tákṣati, tā́ṣṭi 22",5932,5934
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,tanávāvahai,37; 33,"37; tanóti, tanvánti 33","tanávāvahai 37; tanóti, tanvánti 33",5935,5936
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,"tanús, tanvī́, tanviā́-",164,164,"tanús, tanvī́, tanviā́- 164",5937,5937
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,tānáyati,190,190,tānáyati 190,5938,5938
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,tātr̥púr,178,178,tātr̥púr 178,5939,5939
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,tráyas,152; 156; 115,"152, 156; trī́n 115","tráyas 152, 156; trī́n 115",5940,5940
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,tr̥tī́yas,231,231,tr̥tī́yas 231,5941,5941
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,tudáti,267; 67,267 ubh áu 67,tudáti 267 ubh áu 67,5942,5944
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ugrás,134,134,ugrás 134,5945,5945
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,ukṣā́,108; 116; 149,"108, 116, 149","ukṣā́ 108, 116, 149",5946,5946
II. Attested forms and immediate preforms,B. Non-Germanic languages,8. Sanskrit and Middle Indic,úpa,125; 141,"125, 141","úpa 125, 141",5947,5947
