entry_id	pdf_page_start	entry_heading	field	flags	sample
450	194	dormiō, -īre	pie	contains-greek	*drm-ie- 'to sleep'. DE cognates: CS dremati, Ru. dremat\ SCr. drijemati 'to doze, slumber' < *drem-9 Gr. δαρΰάνω 'tj> fall asleep\ The PIE roots *drem- and *dreH- both have two meanings: 'run' and 'sleep'. The meaning 'sleep' is only found in Latin and Slavic for *drem^ in Indie for *dreH, and in Greek for *dr-. The accentuation of the Slavic verb points to *drem-\ this may be regarded as an inne
451	194	dorsum	entry_text	contains-greek	dorsum 'the back, a ridge' [η. ο] (Pl.+; dorsus [m.] Pl.lx; A variant doss- occurs for both words, and is due to a recent assimilation.)
452	195	dubius	pie	contains-greek;contains-laryngeal	*dui-bʰh₂u-o- 'double'. These forms presuppose an adj. *dubos 'in doubt', from which a denom. verb *dubare and a new adj. dubius were derived. The origin may have been *du-bʰHu-o- 'of two forms, double'. Leumann 1977 suggests an original ins.pl. *du-bʰi 'on two sides', remade into an adjective; yet in view of Gr. διφυής 'with two shapes', a connection with *bʰh₂u- 'to be(come)' seems more likely. 
453	195	dūcō, -ere	ie_cognates	contains-greek	"MW Is. dygaf, 3s. dwe 'to lead, bring', OBret 3s. due ""carries', MCo. 3s. dek, deg ""takes' < PCL *duke/o-; Hit. tufoi-, tukkanzi- ""cultivation of plants and animals' [c] < *duk-(ent)-i- (Melchert 1999), Oss. duc-fdqc- 'to milk5, Gr. δα-δύσσομαι ""to be distracted', ένδυκέως 'kindly, greedily', Alb"", n-duk 'to pull', Go. tiuhan 'to draw5. All forms in duct- (except ductor) are derived from the ppp. "
454	196	dudum	pie	contains-greek;contains-laryngeal	*duh₂- (age. *dueh₂m, gen. *duh₂0s?) 'far, long'. *dueh₂-m, Skt. daviyas- 'further, more distant', sup. davistha-, OP duvaistam [adv.] 'very long, very far', Gr. δήν 'long, far5 (< *δράν), Dor. δάν, δοάν < *duehrm; Arm. tev 'duration' < *deuh₂-; Ru. dave (dial.) 'recently, yesterday' [adv.] < PS1. *dave < *douh₂-, Ru. davno 'long ago', SCr. davan 'ancient'. Consists of the root du 'long (time)' (s
455	196	duim	italic_cognates	contains-laryngeal	Fal. douiad [3s.sb.] < *dowja- (Giacomelli 1963: 242f, Untermann 2000: 174); U, purtuvitu, purtuviuu, purtuvetu, purtuetu, purdouitu [3s.ipv.II], purtuvies [2s.fut], purtiius, purtitius, purtin^us, purdinsiust, purdinsus, purdinsust [3s.fut.pf], purtitu futu [3s.ipv.II.ps.], purditom fust, purdito fust, purtitu fust [3s.iut.pfps.], purtitaf, purdita [ppp., acc.pl.f,] 'to proffer, offer'; pf. *di-n
455	196	duim	pie	contains-laryngeal	aor. *d(e)uh₃- to *dʰ₃-u- 'to give'.
455	196	duim	ie_cognates	contains-laryngeal	CLuw. tuua-9 HLuw. tu(va)~ , Lye. tuwe- 'to put, place\ Skt duvas- [n.] 'gift, oblation, favour' < *duH-as-, Lith. daviau, dave *I, he gave\ dovana 'gift', Latv. davana 'gift', OCS -davati, Ru. davat' •togive'<BSI. *do?ua?-. Latin duim is explained by Meiser 1998 as an original optaor. of a stem *deuH-. This stem may be based on a zero grade *dHu-C- > *duH-C- of *dʰ₃-u-, that is, the root 'to give
455	196	duim	bibliography	contains-laryngeal	WH I: 362f, EM 178, IEW 223-226~Meiser 1998: 184, Sihler 1995: 544f, Meiser 1998: 184, 2003: 182f., Untermann 2000: 173f., 613-615, LIV ?*deh₃u-. -* dautia; do, dare; donum
456	196	dulcis	ie_cognates	contains-greek	Gr. γλυκύς [adj.] * sweet' > Myc. de-re-u-ko perhaps ldleukosly Gr. γλεύκος [η,] 'sweet wine' (Arist; recent); αγλευκής 'sour' (Epich.)- Since Latin /-stem adj. are often formed from w-stems, it is often assumed that dulcis represents *dulku-i-\ yet the disappearance of the second *w is unexpected: *dulquis would be unproblematic. Greek γλυκύς is explained as an assimilation from *d\kus, while Lat
457	197	dumus	entry_text	contains-greek	dumus 'shrub' [m. o] (Andr.+; sg. only in Ον., usually pi. dumi Cic.+; dusmo [adj.] Andr. apud Paul, ex, J\)
458	198	duo, duae, duo	italic_cognates	contains-greek	U. dur [nom.m.], tut [acc.f.?], tuva [nom.acc.n.], tuves, duir [dat.m., η J, tuvere [loc.-abl.f. + -en] 'two'. U. desenduf /acc.pl.f.] 'twelve' < *dekm + *duons\ U. dupursus [dat.pl.] 'biped' < *du-pod~.
458	198	duo, duae, duo	pie	contains-greek	*du-o-hi (nom.du.m.) 'two', *du-o-ihj (nom.du.n.f.). *duo-h,t Lith. dvi, OCS dbve < *duo-ih,; Go. twau OE m. tu, OIc. m. tveir 'two'; ToA m. wu, f. we. Original *duo has become duo by iambic shortening. A hapax dud is sometimes alleged for Plautus {Mil 1384), but the example is not probative (WH I: 382). The Latin forms other than the nom-m., and all the other Italic forms of the cardinal, must ha
458	198	duo, duae, duo	ie_cognates	contains-greek	Olr. duu, dou, do; OW dou, MW deu < PC]. *duuo\ Hit. tan 'for the second time' < *duoiom9 HLuw. twa/i- 'two', twisu 'twice*, Lye. kbi- 6(an)other,; < *dui-\ Skt. dvau I duvau I dva [nom.acc.d.m,], dve I duve [nom.acc.dXn.], YAv. duua [nom.djn.], duuae-ca [n.], duiie [accdil]; Gr. δύο, δύω, Arm. erku 'two', erkotasan 'twelve', Alb. dy, Lith. m. dii, OCS dbva 'two' <
459	198	durus	entry_text	contains-greek	durus 'hard, solid, endurable' [adj. ο/ά] (Pl.+)
459	198	durus	pie	contains-greek;contains-laryngeal	*du(e)hrro- 'far, long'. *duh₂-ro- (Ilr., Latin) and *dueh₂-ro- (Greek, Arm.) is explained by Vine 2002 from the original substantival value of the latter. He adduces textual evidence from Homer to show that δηρός was actually a noun δηρόν 'extent, duration1, and this seems convincing.
459	198	durus	ie_cognates	contains-greek;contains-laryngeal	Skt. dura- 'far, distant', Av. diirat 'from afar', duire 'far', OP duraiy 'far and wide', duvaistam 'very long, very far'; Gr. δηρός 'long, too long', Dor. δαρός, mostly δηρόν, δάρόν [adv.] 'long' < *dueh₂ro-, Arm. erkar 'long (in time)' < *dueh₂ro-. The meaning of durare must have evolved from 'be hard' to 'endure, last'. The difference in root ablaut between
460	198	U. duti [adv.]	ie_cognates	contains-greek	Skt. dvitfya- 'second', OAv. daibitiia-, YAv. bitiia- 'second', abbitlm [adv.] 'two times' < Pllr. *dwi-t(i)ja-\ ToA ννόΥ, ΤοΒ wate 'second' < *dui-to~.
460	198	U. duti [adv.]	bibliography	contains-greek	WH I: 376, EM 188, IEW 228ff., Untermann 2000: 193f. → Lat. dud ## Ε
461	199	ebrius	pie	contains-greek;contains-laryngeal	*h₁egʷʰ-ro- or *h,eh!gwh-ro- (or *h,(o)gwh-r-o-) 'drinking'. */i,e-/r,gH*-. Ebrius can be derived from *hIeg'vh- 'to drink'. The phonetic development of *-gʷ r- to Latin -br- is also attested in febris. Weiss (1994) posits *hjeg -r-io- « *hjegʷʰ-r-o-J derived from a PIE r/n-stem which would also be continued in Greek νήφων, -όνος (whence the verb νήφειν). Long *e would be due to Narten ablaut in t
461	199	ebrius	ie_cognates	contains-greek	Hit. eku^/aku- /?egw-, ?gw-/ 'to drink, drink to, toast', Pal. ahu- 'drink', CLuw. w-, 2s.pr.act. iittis 'drink(?)\ HLuw. inf.gen. BIBERE-u-na-sa 'drink'; Gr. νήφω 'to be sober', Dor. ναφε (να- is of secondary origin, cf. Weiss 1994: 97) < *negʷʰo < ^ne-h^h^-e/o- 'not-drink'; ToAB yok- 'to drink', yokiye ~ yoko [n. f.] 'thirst; desire' < PTo. *yok- < *yekʷ- <
463	199	ecce	pie	contains-laryngeal	*h₁e- 'he' (see s.v. is, eoy id) extended by means of *£, plus *-fe (see s.v. -ce). Originally, the Italic combination *ek(e) was uninflected; it became an inflected pronoun in Sabellic. In Latin, it was reinforced with *-ke9 and originally remained uninflected. The gendered forms eccum etc. are explained from *ecce + *hom etc. by WH, but it cannot be excluded that these are simply inflected forms
464	200	edo, esse	pie	contains-laryngeal	*h₁ed-mi, *hid-enti [pr.] 'to eat', pf. *h,e-hid-. *n-h₁d-tu-ie/o-, ToByesti 'food, meal'. Long e in the present paradigm and in esus is due to Lachmann's law in the sequences *edtr (> ess-) and *eds-. Lat. ellwn < *edlo-9 esca < *edr$k-a. The derivational basis for edulis is unknown. According to Risch 1954, esurire was formed as an antonymous formation to *satur-Tre 'to be satisfied', giving ris
464	200	edo, esse	ie_cognates	contains-greek;contains-laryngeal	Olr. ithid> ith 'eats', eihait 'they eat' < *ed-, sb. estir< *ed-; MWjs 'eats' (denominal); Hit. ed~zt / ad-, Pal. ad-, CLuw. ad-/ad- 'to eat', HLuw. ad-, Skt. admi, atti, adanti 'id.', Gr. έδω c to eat, devour', inf έδμεναι (Η.), fut. έδομαι, Arm. owtem, OLith. edmi 'to eat', Lith. isti 'feeds' (of animals), eska 'food', OCS jasti 'to eat', Is. jamb, Ss.jastb < hied-tei, jadb 'poison' < *h₁ed-o-i
465	201	egeo	pie	contains-laryngeal	*h₁eg-es- 'lack, need'.
465	201	egeo	ie_cognates	contains-laryngeal	OIc. ekla 'lack', OHG eko-rodo 'only'; ToAByak- 'to neglect, be careless about', ToB sb.yaknantar 'they must neglect'. The noun eges-tas and the adj. egenus < *egesno- betray an old s-stem *egos, -es-. The compounds *indigis and indigus < * end-ego- contain *endo c in\ Untermann suggests that O. *egma- 'case, question4 may be derived from 'what one needs', hence from the root of 'to want, need' at
465	201	egeo	bibliography	contains-laryngeal	WH I: 394, EM 192, IEW 290, Schrijver 1991: 35, Untermann 2000: 198, LIV ?*hie(g)H-, → aid
466	201	egO CF	italic_cognates	contains-greek	Ven. ego, Fal. eqo, eko, eco T , SPic. eku Τ (?).
466	201	egO CF	pie	contains-laryngeal	*h₁eg, *h₁eg-(o)H, *hleg-H-om T .
466	201	egO CF	ie_cognates	contains-greek	Hit uk; Skt. aham, OAv. az§m, as-cft, YAv. az9m, OP adam < hiegHom; Gr. έγω, Lesb. ep. Dor. also έγών, Lac. Tarent έγώνη < *hseg- + -e/oH; Arm. es; OPr. es, as, Lith. as, OLith. es, Latv. es, OCS αζτ>, Ru./α, ORu, (j)azb < BSl. *e?z(-um); Go. ik, OHG ih, OS /c, Runic ek, ik, OIc. ek7 end. -ika < PGm. *ekan; ToA wo? [m.], huk [f.J, ToB Has T . The stem ^ e g - without enlargements is found once in 
467	201	IL eikvasatis [abl.pl.], eikvasese [abl.pl. + postpos. -en]	entry_text	contains-laryngeal	IL eikvasatis [abl.pl.], eikvasese [abl.pl. + postpos. -en] 'gathering, meeting'. May reflect an adj\ /eikwlssati-/, while eikvases- may represent a noun /eikwlssi-/. The forms probably go back to a compound with a second element *wa$si- and *wasso- (> *wassato-). Meiser 1986 interprets eikvasatis as 'containing a formula', and etymologizes eik- as *agiko- 'speech, formula' and vasi-< *wassi- < *h
468	203	O. eitiuvam, eituam	pie	contains-laryngeal	*h₃eit-, there is no way in which Sab. *eit- could be justified. pr. *hiem-e/o- cto take', pf. *hie-*h₁m-. *h,m-. The pel. em < ipv,sg. *eme 'take!'. The pf in -(p)si has secondarily been created in those roots which did not synchronically seem to belong to emere anymore, such as demere. The pf suremit 'sumpsit' and surempsit 'sustulerit' are of uncertain origin: they might continue *suz-em- < *su
469	203	en	ie_cognates	contains-greek	Gr. ην, ήήν [interj.] 'hey!'. Interjection which calls the attention. At least a part of the Latin attestations, esp. from Verg. on, will represent the identical Greek word ήν. According to Leumann, en derives from *est~ne 'is it not?\ For the OLat usage with umquam, this seems quite conceivable; the blunt rejection by WH is unmotivated. But it seems doubtful whether all syntactic uses in Lat. can
470	204	endo, indu(-), indi-	pie	contains-greek;contains-laryngeal	*h₁(e)n-do 'inside'. *-o, since iambic shortening does not apply. It must be assumed that the shift of *~o > *-e (whence indi-gena; cf. 2s.ipv.med. -re < *so) was relatively recent. Sommer 1914 argues that ~o was also supported by Greek reminiscences (like ένδον). Leumann (1977: 562) assumes that endo altogether was borrowed from Greek, first into indigena as a caique on Gr. ενδογενής, then becomi
470	204	endo, indu(-), indi-	ie_cognates	contains-greek	OIn and, 'in it', Hit. anda 'into, within', andan 'within, inside',. CLuw. anta 'into', HLuw. anta 'within', Lye. hie 'inside' < *hindo(m); Gn ένδον 'inside, at home'. Word-final short Vo after a heavy first syllable can only be explained as a retention of
471	204	enim	proto_italic	contains-laryngeal	*eno- 'that one', *enim [acc.sg.]. *e«o. This is reminiscent of Skt. ana [adv.] 'thus', OAv. ana, YAv. ana [ins.sg.] 'with this' (Fischer-Ritter 1991: 10). Since Sabellic also shows evidence for a stem *eno-, this may have been the Pit. stem. The isolated Pit form *enim may point to the earlier existence of pronominal variants with an additional *-z, as found e.g. in Hittite asi / uni / ini 'that 
471	204	enim	italic_cognates	contains-greek	O. inim, inim, inim, ini, εινειμ, inim, Pael. inim /i(:)ni(:)m/, U. ene, eiye, enem 'and' /enem/ < *enim; in U, only connecting two sentences. The first element also in O. e-tanto. With a different suffix vowel: Pael. inom 'and' < *enom (or spelling error for inim) . U. enu, ennom, enno, enom, eno '(and) then' < *endom < *eno-dom; U. emik 'then' < *en-do(d)-k(e); U. enumek 'then' < ennom-ek, inume
471	204	enim	pie	contains-laryngeal	*h₁e-no-. *hje might have acquired a suffix *-HO-, directly yielding
471	204	enim	ie_cognates	contains-greek;contains-laryngeal	"Gr. εκείνος 'that' < *e-ke-eno-. IEW derives enim from the stem of Lith. anas 'that', OCS om> 'he\ Yet I reconstruct this pronoun as *h₂en-. Since Gr. εκείνος seems to contain a stem *en(i/o)-7 Beekes (1995: 202) suggests that *h₂en- was ""transformed in *eno-"" in Greek. Initial *e-, I presume, would have been taken from the pronoun *hte, *hii 'this' (see Lat is, ea, id). This is possible. Alternat"
471	204	enim	bibliography	contains-greek	WH I: 404f., EM 96, IEW 319ίΤ., Meiser 1986: HOf, Klingenschmitt 1987: 175, Schrijver 1991: 36, Untermann 2000: 225f, 343f. → nam, nunc
472	204	ensis	pie	contains-greek;contains-laryngeal	*(h₁e)ns-i- 'sword, large knife'? All the alleged IE cognates are uncertain: the connection with Skt. asi- [m.] 'sword, slaughtering knife' is doubted by EWAia I: 145; in Palaic hasira- 'dagger', there is no trace of a nasal. The appurtenance of Gr. δορ 'sword', allegedly an Aeolic reflex of *«s-r, is also disputed. Morphologically, *ns-(o)r in Greek vs. *ns-i in Latin would be difficult to accoun
473	205	enubro	proto_italic	contains-greek	*η-χαβ-ο- 'inhibiting'. The meaning suggests a derivation from (the same preform as) inhibed 'to hold back, prevent'. We find once <enubro> and several times <enibr→ (gloss.) and <inebr→ (PauL ex F.). These point to a stem *enn/ibro-, nom.sg.m. *enu/iber. The forms in unraised en- are the oldest, while the vowel quality -u- is determined by the following labial If cognate with *en-habere, the sour
474	206	eō, īre	italic_cognates	contains-greek	PaeL eite [2p.ipv.], U. ς^ [2s.ipv.], etu, etu, eetu [3s.ipv.II], etuta, etutu, etuto [3p.ipvJI], est, eest [3s,fiit.], iust [3s.fut.pf], ier [3s,ps.?] 'to go1. With preverbs: U. amprehtu, apretu [3s.ipv.II], ambretuto [3p.ipv.II], amprefu<u>s [3s.futpf], ambrefurent [3p.fut.pf] 'to lead the way' (< *ambi-prai-); U. enetu, enetu [3s.ipv.II], SPic. enet [3s.pr.?] 'to start' (*ew-); U. daetom est, p
474	206	eō, īre	ie_cognates	contains-greek;contains-laryngeal	"?Celtib. (ne-)ito 'must not go', Olr. ethae*, eth 'someone went1, doeth 'someone came' < *i-to-\ Hit. i-\ CLuw. HLuw. /- 'to go' < *hiei-/*hii-, Hit iianna- /iianni- 'to march', Hit. ie/a-na(n} 'to go, come, walk1 < *hii-ie/o-, paii-2* < *hii-ie/o-, paii-2* 'to go, pass\ HLuw. pa- *to go' < *hjpoi + *hi(e)i-, we-"" /uwa- 'to come' < *h₂ou + *h₁(e)i-; Skt. pr.3s. eti, 3p. yanti 'to go\ pf iyaya, YAv"
475	206	epulum	pie	contains-laryngeal	*h₁ep-lo-.
475	206	epulum	ie_cognates	contains-laryngeal	OHG uoba 'festival' (deverbal to uobenl) . There is no hard evidence that epulum referred to a religious or sacrificial banquet: all attestations can mean just 'banquet, large meal for celebrating'. IF derived from a verb, the only good candidate within Latin is apio < *htp- 'to seize': a 'banquet' as an 'opportunity to grab food'. In fact, Nussbaum 1997: 188 has proposed the etymology *hjep-lo-; 
476	207	equus	ie_cognates	contains-greek;contains-laryngeal	GauL epo-, Olr. ech 'horse'; Hit. *e/c/cw- [c], CLuw. assu- or azzu- [c], HLuw. asu-y Lye. esb- 'horse' < PAnat *Hek-u-; Skt. cava- chorse', Av. aspa-; Myc. i-qo, Gr. ίππος 'horse', ιππότης 'horse rider', Arm. es 'horse'; OPr. aswincm 'horse milk', Lith. asvienis 'stallion'; OE eoh9 OIc. jor, ToB yakwe, ToA yuk 'horse'. The original Latin paradigm must have been *ekos, acc.sg. *ekom, gen.sg. *ekvJ
477	207	er, -is	ie_cognates	contains-greek	Gr. χήρ 'hedgehog' (only attested in Hesych), χοίρος 'porcupine' < *gʰorio-,Alb, derr 'pig, swine'. r The form encius suggests that PL· irim is a mistake of the transmission for *erim» In that case, the original stem may have been /er(-i)-/, which can be connected with Greek χήρ if Latin earlier had *her < *^§Γ(-). This may reflect a PIE root noun nom.sg, *gʰer-s to the root *gʰer- 'to be excited,
478	208	ercīscō, -ere 'to divide (an inheritance)'	bibliography	contains-laryngeal	WH I: 640f., EM 200, Leumann 1977: 536, LIV ?*h₁erk-.
479	208	ergO	pie	contains-laryngeal	*h₃re/og-o-.
479	208	ergO	ie_cognates	contains-laryngeal	see s.v. rego. In the collocation *e re/ago 'from the direction of, the middle vowel was syncopated, whence ergo. Lat corgo < *com re/ogo 'with the direction*. Since no other IE language shows a thematic noun *h₃rog-o-, this may be an inner-Italic formation. In that case, the root vowel may also have been *e.
479	208	ergO	bibliography	contains-laryngeal	WH I: 273,415, EM 143, 201, IEW 854ff., Leumann 1977: 239, LIV *h₃reg-. -^rego
480	208	βιτδ, -ire	entry_heading	contains-greek	βιτδ, -ire
480	208	βιτδ, -ire	entry_text	contains-greek	βιτδ, -ire 'to roam; waver* [v. I] (Andr.+)
480	208	βιτδ, -ire	pie	contains-greek;contains-laryngeal	*hjers-o/h₂- 'erring, error'. *hjers- 'to flow* (Skt. ar$ati). If the noun meant 'flowing to and fro, uncontrolled flowing', it is conceivable that a derived meaning 'erring, error* arose already in PIE. Nussbaum (2007b) connects the PIE root *hjer- 'to arrive, reach*, and compare the .s/c-present *h₁r-ske/o- (Skt. fcchatU Gr. έρχομαι).
